gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
9330159M07Rik,0.186480186480186,1.9949227650491e-4,0.075,6.15936233614168e-10
Abca8a,0.664317849503035,0.00158589938881654,0.715846321927403,0.00851587978498999
Airn,0.362924665123267,0.0218753569209838,0.854141950328391,6.072195041150891e-14
Apoe,0.63646522128665,0.0436325745590867,0.759096459096459,0.0106398758812695
App,0.657964194232137,1.87912191055836e-5,0.686682696388579,8.6236620477868e-4
Cacna1c,0.578004810711494,1.10102301713548e-5,0.566881065784968,0.0210341576231458
Cacna2d1,0.661669484434491,0.0143604107053888,0.650972191650158,0.0141981817446366
Cd163,0.297956645344705,0.0351097932972771,0.253156565656566,0.0624954355283395
Clic4,0.341293702552894,0.0698453041922375,0.327446587229196,0.0100015657433836
D830032E09Rik,0.896551724137931,1.87912191055836e-5,0.955882352941177,9.00113997373632e-5
Fhod3,0.5981446246174,0.00812724269229113,0.666656322608097,0.00267234651897303
Fmn1,0.220915032679738,0.002969207881534,0.125,0.00285186676189875
Fsd2,0.208,0.0128884106290594,0.162373737373737,0.0377823379026721
Gm12295,0.760487689393939,0.0445488707362422,0.869082125603865,0.00115808781918284
Gm13481,0.973076923076923,1.11968904817758e-9,1,3.2680262855932802e-9
Gm35330,0.697352779495637,0.0218753569209838,0.821540178571429,2.4538344905787e-4
Gm56730,0.992857142857143,2.42872783524093e-51,1,5.76632883940942e-28
Grm1,0.991247086247086,4.64295787500314e-61,0.986069788797062,8.140699076899739e-40
Hdac9,0.685269001313777,0.00199979930097672,0.858333333333333,8.65170886595162e-13
Kcnd2,0.696872802974945,0.00412479857879137,0.706042268610327,0.0141981817446366
Lama2,0.418074549081465,0.00120913075966193,0.367194836999824,1.1966535348351e-5
Lrtm1,0.241228070175439,0.0627562631020629,0.147058823529412,0.0810185996031605
Lyz2,0.826319176319176,4.45977585753359e-12,0.807692307692308,0.0133582638038336
Mbnl1,0.316759431045145,0.027876678788974,0.262273901808786,0.0312907998460609
Mpp7,0.672524565381708,0.0436325745590867,0.75952380952381,0.00211506961622386
Pde7b,0.312988220929397,1.26731710679003e-6,0.321763571783706,0.0157825068408758
Pfkfb2,0.279621965336251,0.0149038035315153,0.254045414462081,1.9838441470625e-4
Prkg1,0.131555640540016,3.36172368146066e-37,0.124997594997595,6.0911022807030496e-18
Rgs6,0.901556776556777,0.00771670057053937,0.975,5.77412968442154e-7
Sash1,0.336311883992296,0.00139246946611013,0.344503546099291,0.0810185996031605
Tanc2,0.364979256108288,0.0531500293491333,0.332197323373794,0.0827606790379989
Vav3,0.395324301302562,0.0104141803650808,0.373458812966359,0.0294347464705697
Zeb1,0.71244521899669,4.40883473488906e-15,0.722157063022448,0.00103438960232509
Lyz1,0,1.83326804226685e-27,0.0217391304347826,3.22949840348398e-10
