gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Abcd3,0.604824561403509,1,0.807051282051282,0.0441927621246073
Acyp2,0.382567855077254,0.444701437427589,0.388933386999359,0.0827606790379989
Aoah,0.506410256410256,1,0.750666666666667,0.0463268383052763
Cwc27,0.434199134199134,1,0.242857142857143,0.0381939716598254
Dip2c,0.57799148431947,0.379195516674427,0.636294114025644,0.0190009077087048
Eif4g3,0.455204678362573,0.845753995620614,0.26987012987013,0.00373634587405982
Fblim1,0.72843137254902,0.156155791153229,0.750850340136054,0.0841353020022852
Gbe1,0.618567251461988,0.511011855342304,0.677916666666667,0.0597750632060118
Grb10,0.596045197740113,0.308178906339915,0.238562091503268,0.0262946029739912
Idh3b,0.481145431145431,1,0.288461538461538,0.0841353020022852
Kcnq1ot1,0.382007233273056,0.70836782787064,0.781884403475313,5.5650694606545e-4
Magi1,0.454458733816985,0.885942763564024,0.316228387524684,0.00180858381377905
Myh6,0.481784331562048,0.173874445142746,0.577429149479279,0.00271750274298836
Neat1,0.543918878909854,0.104264087477843,0.576703184728739,0.0380684416453641
Pcnx1,0.440998217468806,0.921739687936922,0.270520833333333,0.0352510853709539
Pde4b,0.467795217348789,0.74547388828131,0.358503236575337,0.0106398758812695
Ryr2,0.45157555431382,0.549102687128605,0.386984979701959,8.9620189106774e-6
Srpk2,0.588440860215054,0.719065510038911,0.765555555555556,0.0380684416453641
Top1,0.45838566195709,0.89736007873529,0.347021232735518,0.0841353020022852
