gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
9330159M07Rik,F1_Aged,1.9949227650491e-4,0.186480186480186,shared,6.15936233614168e-10,0.075,MacFib
Abca8a,F1_Aged,0.00158589938881654,0.664317849503035,shared,0.00851587978498999,0.715846321927403,MacFib
Airn,F1_Aged,0.0218753569209838,0.362924665123267,shared,6.072195041150891e-14,0.854141950328391,MacFib
Apoe,F1_Aged,0.0436325745590867,0.63646522128665,shared,0.0106398758812695,0.759096459096459,MacFib
App,F1_Aged,1.87912191055836e-5,0.657964194232137,shared,8.6236620477868e-4,0.686682696388579,MacFib
Cacna1c,F1_Aged,1.10102301713548e-5,0.578004810711494,shared,0.0210341576231458,0.566881065784968,MacFib
Cacna2d1,F1_Aged,0.0143604107053888,0.661669484434491,shared,0.0141981817446366,0.650972191650158,MacFib
Cd163,F1_Aged,0.0351097932972771,0.297956645344705,shared,0.0624954355283395,0.253156565656566,MacFib
Clic4,F1_Aged,0.0698453041922375,0.341293702552894,shared,0.0100015657433836,0.327446587229196,MacFib
D830032E09Rik,F1_Aged,1.87912191055836e-5,0.896551724137931,shared,9.00113997373632e-5,0.955882352941177,MacFib
Fhod3,F1_Aged,0.00812724269229113,0.5981446246174,shared,0.00267234651897303,0.666656322608097,MacFib
Fmn1,F1_Aged,0.002969207881534,0.220915032679738,shared,0.00285186676189875,0.125,MacFib
Fsd2,F1_Aged,0.0128884106290594,0.208,shared,0.0377823379026721,0.162373737373737,MacFib
Gm12295,F1_Aged,0.0445488707362422,0.760487689393939,shared,0.00115808781918284,0.869082125603865,MacFib
Gm13481,F1_Aged,1.11968904817758e-9,0.973076923076923,shared,3.2680262855932802e-9,1,MacFib
Gm35330,F1_Aged,0.0218753569209838,0.697352779495637,shared,2.4538344905787e-4,0.821540178571429,MacFib
Gm56730,F1_Aged,2.42872783524093e-51,0.992857142857143,shared,5.76632883940942e-28,1,MacFib
Grm1,F1_Aged,4.64295787500314e-61,0.991247086247086,shared,8.140699076899739e-40,0.986069788797062,MacFib
Hdac9,F1_Aged,0.00199979930097672,0.685269001313777,shared,8.65170886595162e-13,0.858333333333333,MacFib
Kcnd2,F1_Aged,0.00412479857879137,0.696872802974945,shared,0.0141981817446366,0.706042268610327,MacFib
Lama2,F1_Aged,0.00120913075966193,0.418074549081465,shared,1.1966535348351e-5,0.367194836999824,MacFib
Lrtm1,F1_Aged,0.0627562631020629,0.241228070175439,shared,0.0810185996031605,0.147058823529412,MacFib
Lyz2,F1_Aged,4.45977585753359e-12,0.826319176319176,shared,0.0133582638038336,0.807692307692308,MacFib
Mbnl1,F1_Aged,0.027876678788974,0.316759431045145,shared,0.0312907998460609,0.262273901808786,MacFib
Mpp7,F1_Aged,0.0436325745590867,0.672524565381708,shared,0.00211506961622386,0.75952380952381,MacFib
Pde7b,F1_Aged,1.26731710679003e-6,0.312988220929397,shared,0.0157825068408758,0.321763571783706,MacFib
Pfkfb2,F1_Aged,0.0149038035315153,0.279621965336251,shared,1.9838441470625e-4,0.254045414462081,MacFib
Prkg1,F1_Aged,3.36172368146066e-37,0.131555640540016,shared,6.0911022807030496e-18,0.124997594997595,MacFib
