gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
4732440D04Rik,0.327857142857143,0.0764975523417826,0.332561728395062,0.360469534827236
5031425E22Rik,0.604379108545775,0.0764975523417826,0.5215625,1
Agap1,0.316343973486831,0.0308744217470097,0.405555555555556,1
Agmo,0.704092632077707,1.4068407736121e-4,0.615591397849462,0.946369693230163
Alcam,0.305618918118918,4.29528819156301e-5,0.358457066901883,0.109732503145106
Anks1,0.316430716430716,0.0149038035315153,0.38562030075188,0.778277991449179
Btaf1,0.359016393442623,0.0838707776599174,0.340070921985816,0.259917434540554
Corin,0.62200780803145606,0.0098915776593206,0.57828965905889,0.79325643238313
Cradd,0.303990860990861,0.0149038035315153,0.388768115942029,0.949572453187385
Cst3,0.700663544106167,0.0149038035315153,0.736111111111111,0.243574274951196
Dock2,0.366698868896671,0.0128884106290594,0.392666666666667,1
Dock4,0.627354788486367,0.0606416563265293,0.545352434759214,0.897749958653092
Dse,0.272920858484239,0.00621443669316471,0.325,0.516885255520066
Efna5,0.338161911460375,0.0187988252180291,0.314043067118923,0.354186355518273
Ext1,0.448848196595207,0.0167557672773607,0.415502797527297,0.172723057027573
Fhl2,0.532949286174138,0.0592003753398617,0.544933724635124,1
Frmd4a,0.279754417490267,0.00450397357063582,0.336069023569024,0.283773224220061
Frs2,0.682485875706215,0.0535727373731642,0.553851540616247,1
Gns,0.27671568627451,0.0116815927261667,0.435238095238095,1
Kcnd3,0.598308270676692,0.0798161139740588,0.357671957671958,1
Kitl,0.705555555555555,0.0659128147590756,0.681547619047619,0.647810934310146
Lgmn,0.189393939393939,3.8224893848005e-4,0.282857142857143,0.48243832402191
Map4k3,0.675284292821606,0.0481105399135053,0.504583333333333,1
Mcc,0.355006613756614,0.0700669552248685,0.466862170087977,1
Mdfic,0.708823529411765,0.0216532979664215,0.5703125,0.93639066902293
Myl2,0.701496742072018,0.0331334503052551,0.501869658119658,1
Nt5dc1,0.312896825396825,0.0531500293491333,0.247777777777778,0.172723057027573
Osbpl9,0.6148936473385,0.0523352098065836,0.511229314420804,1
Oxr1,0.323943661971831,0.057871410216897,0.477240896358543,1
Pcdh7,0.626023652032286,0.0143604107053888,0.58483398335568,0.291634372148655
Picalm,0.649243889995861,0.0118568432503501,0.660300666766184,0.105701481287466
Pid1,0.578172887464003,0.0679633390140862,0.544387506497481,1
Prex2,0.392234480372235,0.0436325745590867,0.46243842364532,0.866166040969929
Prune2,0.675352483164983,0.0116815927261667,0.688784938784939,0.109779301630661
Rnls,0.264789196310935,0.0436325745590867,0.348484848484848,0.946369693230163
Slc7a8,0.265022675736961,0.0955965176784581,0.428333333333333,0.866166040969929
Slit2,0.219726462013377,0.00194304368447725,0.342105263157895,0.957342513233202
Tnfaip8,0.689912280701754,0.022154328929787,0.653658008658009,0.665811711672497
Umad1,0.633064516129032,0.0873244005970723,0.595714285714286,0.875778561674641
Wbp1l,0.367676767676768,0.0739534660881327,0.43989898989899,1
Wwp1,0.635449110773786,0.00376706013755054,0.53030303030303,1
Xdh,0.652721088435374,0.0331334503052551,0.688172043010753,0.802384624595857
