"","N","AR","tot_gene_mean","tot_gene_variance","alpha","beta","bb_mu","bb_theta","phi","id","theta_smoothed","thetaCorrected","theta_common","resid","AR.1","N.1","log2FC","loglik0_mean","loglik1_mean","llr_mean","pval_mean"
"1110019D14Rik",10,0.4,2.2,0.177777777777778,0.00040950040950041,0.000591500591500592,0.409090909090909,998.999999999999,2.33223149153001,1,4.6529576624282,382.413547138211,4.6529576624282,994.347042337571,0.517857142857143,10,-0.263034405833795,-25.3616852919798,-26.0322754111531,0.670590119173326,1
"1600010M07Rik",23,0.422101449275362,2.43478260869565,1.71146245059289,0.294603400801905,0.455296164875671,0.392857142857143,1.33351190715312,1.80475171611649,2,1.63387384084111,1.57615282430593,1.63387384084111,-0.300361933687993,0.442857142857143,23,-0.149377624038226,-67.4428425581646,-67.6611944506333,0.218351892468704,1
"1600020E01Rik",13,0.32051282051282,2.23076923076923,0.358974358974359,0.190248886176111,0.422775302606811,0.310344827589634,1.63125700143312,1.74554610736049,3,4.00860445497855,3.24404202257296,4.00860445497855,-2.37734745354543,0.2625,13,-1.93288580414146,-30.5092967816527,-25.580472308993,-4.92882447265972,0.00169127100829708
"1700025G04Rik",62,0.468433179723502,3.04838709677419,2.04680063458488,0.488137910881916,0.536951701970107,0.476190476190476,0.975524468751353,2.01224200374305,4,0.62853474003233,0.78197660316987,0.62853474003233,0.346989728719023,0.527044025157233,62,0.016119665363278,-98.5448302427204,-98.9361798000451,0.39134955732473,1
"2210408F21Rik",95,0.532203673519463,3.68421052631579,5.38857782754759,2.56887044423137,2.31756790158304,0.525714285627239,0.204648033849966,1.45644621275179,5,0.460370258004526,0.379135389112291,0.460370258004526,-0.25572222415456,0.493524970963995,95,0.00921853002938011,-164.247391331831,-164.607793812731,0.360402480900746,1
"2210408I21Rik",10,0.591666666666667,2.5,0.5,0.776852761830466,0.610384312846007,0.560000000008392,0.72085732010386,1.63862345402051,6,1.29099682816848,1.1190052862257,1.29099682816848,-0.570139508064624,0.43010752688172,10,-1.77635683940025e-15,-26.376656620684,-27.0517470420016,0.675090421317634,1
"2310014F06Rik",17,0.558823529411765,2.47058823529412,0.764705882352941,0.000524333857695604,0.000476667143305398,0.523809523837908,998.999999999999,2.78582148416833,7,1.4296101495146,380.303105728621,1.4296101495146,997.570389850485,0.513888888888889,17,0.321928094887362,-30.9072714218259,-30.9014829137735,-0.00578850805245068,0.914315739213199
"2610035D17Rik",16,0.904166666666667,2.8125,1.22916666666667,911111.110607984,88888.8893920157,0.911111110607984,1e-06,0.667739232888757,8,NA,1e-06,0.719417331598254,-0.719416331598254,0.87719298245614,16,3.21501289097086,-49.8997043799609,-22.9934527910082,-26.9062515889527,2.20564614674519e-13
"2610037D02Rik",33,0.432323232323232,2.51515151515152,0.945075757575758,1.01468951092354,1.39157418640942,0.421686746987952,0.415582049925939,1.43853084732339,9,1.22851829534861,0.962171028572012,1.22851829534861,-0.812936245422669,0.391089108910891,33,-0.506959988719883,-82.2469696428174,-79.9991572211044,-2.24781242171305,0.0339816926771345
"2610307P16Rik",96,0.397968336640212,3.40625,3.86480263157895,1.27670450455352,1.93469836459264,0.397553516819572,0.311390392531435,1.56921812650762,10,0.522995542591631,0.460673485547707,0.522995542591631,-0.211605150060196,0.412061532431903,96,-0.495810122984374,-189.358011562733,-184.924763580528,-4.43324798220499,0.00290452127203061
"2700049A03Rik",11,0.606060606060606,2.45454545454545,0.472727272727273,0.382129313053252,0.224781948352115,0.629629630151188,1.6476873368347,1.91783600548867,11,1.51592323780957,1.61823345253625,1.51592323780957,0.13176409902513,0.6,11,0.66742466091313,-28.5725525932914,-27.7276193725785,-0.844933220712957,0.1936185760645
"2700097O09Rik",10,0.616666666666667,2.3,0.233333333333333,0.000652826739790673,0.000348174261210329,0.652173913050882,998.999999999999,2.72763158855752,12,2.90017099222883,381.265934739565,2.90017099222883,996.09982900777,0.5,10,0.201633861169652,-24.9618065076228,-26.710452398982,1.74864589135914,1
"2900026A02Rik",17,0.564705882352941,2.52941176470588,0.889705882352941,0.170184821045427,0.134729649994296,0.558139534883721,3.27960820157245,2.18042274481402,13,1.17472611197139,2.01455622144265,1.17472611197139,2.10488208960106,0.603448275862069,17,0.469485283301221,-51.989327904558,-50.9819939005801,-1.00733400397784,0.155785342536067
"3110056K07Rik",14,0.426190476190476,2.28571428571429,0.681318681318681,0.00046921921921922,0.000531781781781782,0.46875,998.999999999999,2.35624960946369,14,3.09625329344216,381.394316866068,3.09625329344216,995.903746706557,0.447916666666667,14,-0.321928094887363,-39.2351209775264,-39.0173466144989,-0.217774363027488,0.509278757597366
"3110082I17Rik",14,0.416666666666667,2.21428571428571,0.181318681318681,0.000419774613516453,0.000581226387484548,0.419354838902937,998.999999999999,2.4551155289687,15,4.34015837150866,382.208746205702,4.34015837150866,994.65984162849,0.440972222222222,14,-0.472068444315224,-51.7167023010253,-51.5730897131934,-0.143612587831896,0.592004214739002
"3222401L13Rik",19,0.453508771929825,2.31578947368421,0.672514619883041,0.547876732788622,0.720890437879766,0.431818181818182,0.788166673222794,1.57389752207292,16,2.7000511129882,2.0671242580472,2.7000511129882,-1.9118844397654,0.5,19,1.77635683940025e-15,-32.0654790601813,-32.479832332479,0.414353272297653,1
