"","AR","N","log2FC","llr_var","pval_var"
"1110019D14Rik",0.4,10,0.222392421336448,-31.3111221632521,2.50409184977093e-15
"1600010M07Rik",0.422101449275362,23,-0.408084738637077,3.38241961549829,1
"1600020E01Rik",0.32051282051282,13,-1.55639334852439,-18.965960370604,7.32567849969159e-10
"1700025G04Rik",0.468433179723502,62,0.0238467419543678,0.0609801719185441,1
"2210408F21Rik",0.532203673519463,95,0.0887042252714804,-0.406588777349526,0.367182470216686
"2210408I21Rik",0.591666666666667,10,0.206450877467427,-13.2395273219278,2.66411108560157e-07
"2310014F06Rik",0.558823529411765,17,0.0801703486839833,-30.3287588377426,6.792019350612e-15
"2610035D17Rik",0.904166666666667,16,2.69187770463767,-9.70404053106904,1.05559450780743e-05
"2610037D02Rik",0.432323232323232,33,-0.643856189774725,7.61883666081545,1
"2610307P16Rik",0.397968336640212,96,-0.644586483407575,-0.610669430115593,0.269098060124556
"2700049A03Rik",0.606060606060606,11,0.807354922057605,-13.357515098057,2.35780338603244e-07
"2700097O09Rik",0.616666666666667,10,0.427421223734676,-19.1231678402738,6.23540577956547e-10
"2900026A02Rik",0.564705882352941,17,0.495957494662411,-23.1404741430019,1.02455364652759e-11
"3110056K07Rik",0.426190476190476,14,-0.394278939112046,-40.2062201905471,3.03876047848978e-19
"3110082I17Rik",0.416666666666667,14,-0.347923303420307,-33.8004252220549,2.00181202829269e-16
"3222401L13Rik",0.453508771929825,19,-0.33014860169233,-10.9199200382074,2.9638177091599e-06
"4632427E13Rik",0.53459595959596,66,0.0703893278913981,2.18709583668686,1
"4732440D04Rik",0.343241695303551,97,-0.808737476107723,-0.0224981019889867,0.832011008814614
"4732471J01Rik",0.541666666666667,16,-0.306661338234052,-41.1314454558593,1.1913805576192e-19
"4833420G17Rik",0.818181818181818,11,2.53051471669878,-12.4454513791329,6.06680399872356e-07
"4930506C21Rik",0.465277777777778,12,-0.163498732282879,-15.5369130531326,2.48398413405212e-08
"4930523C07Rik",0.416,25,-0.509013647487858,-6.64724074617134,0.000266188450808938
"4933431K23Rik",0.357142857142857,14,-0.343954401217362,-21.6464231389349,4.71303470762925e-11
"5031425E22Rik",0.474422077922078,100,0.00757321970480085,-0.0669588112590702,0.714404200409967
"5330438D12Rik",0.584285714285714,25,0.21864028647534,-12.4287370311593,6.17292446346669e-07
"5430431A17Rik",0.536904761904762,14,-0.367731784500487,-4.93485914714404,0.00168021232367591
"6720427I07Rik",0.522222222222222,15,0.42449782852791,-30.4972169190576,5.72364058756424e-15
"6820431F20Rik",0.761363636363636,22,1.35548065459839,-8.35047033417345,4.3759295406179e-05
"9330159M07Rik",0.0695833333333333,40,-3.69116190455308,-12.6766431666706,4.77338472130793e-07
"9530026P05Rik",0.503507589019249,169,0.0190667318026888,-0.933213051876862,0.171884964168561
"9630014M24Rik",0.708333333333333,12,0.146841388329271,-14.2839419730945,9.04703517158876e-08
"A930015D03Rik",0.590909090909091,11,0.888968687611256,-12.4766462557018,5.87361366015035e-07
"AU040320",0.604166666666667,24,0.584962500721156,-11.0023162974995,2.71993174100596e-06
"AW554918",0.398095238095238,70,-0.487265826834023,2.67707016374366,1
