"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"1700025G04Rik",TRUE,4,84.4019431847488,52,1.6231142920144,0.487500000000001,0.413793103448276,0.529411764705882,1.48252259066858,998.999999999999,"sex",2,0.364208245997208,FALSE,-0.348306694268216,0.410430381391724,-0.848637698523063,0.399972745323959,0.466089729924599,0.511581318353715,0.911076525281437,0.366459294152852
"2210408F21Rik",TRUE,3,86.2513057280574,53,1.62738312694448,0.509925926078982,0.400000000528464,0.555555555552781,1.36564588379076,998.999999999999,"sex",2,0.231808650844295,FALSE,-0.405465105906231,0.407754384954549,-0.994385642110081,0.324553535437443,0.628608657209205,0.523455349810539,1.2008830503628,0.235136123422917
"2610307P16Rik",TRUE,3,243.226429101242,153,1.58971522288393,0.415169799816796,0.352517985684093,0.47142857169106,1.79966139132545,2.8088877604271,"sex",2,0.0662530788103412,FALSE,-0.607989371901642,0.193898890518838,-3.13560005565155,0.00205688723012935,0.493579021777292,0.267934796350789,1.84216096042667,0.0673874117329453
"2900026A02Rik",TRUE,3,70.172531920501,54,1.29949133186113,0.58574191737561,0.574468084813331,0.599999999733788,1.37377096356745,4.03194422187257,"sex",2,0.821288505090757,FALSE,0.405465106998946,0.364245235596971,1.11316516284535,0.27056823548096,-0.105360515747408,0.464561638506772,-0.226795557390545,0.821439099663886
"4632427E13Rik",TRUE,4,90.8543680781374,61,1.4894158701334,0.424285714285714,0.38,0.5,1.32735143644235,998.999999999999,"sex",2,0.304447559026066,FALSE,6.59971755360042e-16,0.360998895752852,1.8281821997923e-15,0.999999999999999,-0.489548225318706,0.473660535666778,-1.03354235460964,0.305430428062255
"5031425E22Rik",TRUE,3,104.945216731923,75,1.39926955642564,0.499188640973589,0.482758620689677,0.505882352941109,1.48057426333731,4.91078034214442,"sex",2,0.831750799891184,FALSE,-0.0689928714868625,0.374872033486424,-0.184043794478899,0.854475802752258,0.0925233688967849,0.434078176254373,0.213149091472789,0.831789000491141
"9530026P05Rik",TRUE,3,337.056125072244,183,1.84183674902866,0.440665978707137,0.406451612903229,0.466960352426808,2.06716762140626,3.73600270635769,"sex",2,0.318551061789369,FALSE,-0.378653850657496,0.191411792024372,-1.97821590118796,0.049405055128582,0.246302399188492,0.246750959922901,0.998182131755236,0.319509085314124
"AW554918",TRUE,3,117.525553819019,85,1.3826535743414,0.347771043777608,0.320987654322985,0.409090909107928,1.42716336693583,8.59706487127843,"sex",2,0.343400474803381,FALSE,-0.367724780054913,0.315577405551525,-1.16524432226779,0.247179737363481,-0.38151186714691,0.399486699681648,-0.955005179023326,0.342283244759071
"Aak1",TRUE,3,137.261305475228,93,1.47592801586267,0.437354689185781,0.430379746835444,0.448979593103009,1.3470612324911,998.999999999999,"sex",2,0.843042688397104,FALSE,-0.204794407527621,0.298149122905947,-0.686885829250702,0.493863915880775,-0.0755075576265343,0.380178197125964,-0.198610962431169,0.843000616733941
"Abca1",TRUE,3,141.394378630908,94,1.50419551735009,0.481176470588281,0.460000000000104,0.499999999999992,1.41589253491947,998.999999999999,"sex",2,0.66799211092057,FALSE,-0.16034265007476,0.296901720995567,-0.540052949296154,0.590437704408326,0.160342650074728,0.3729249391261,0.429959579668954,0.668209112816481
"Abca8a",TRUE,3,50.3232637497178,37,1.36008820945183,0.663085457427027,0.592592592588783,0.702127659491286,2.52256469263857,0.309759564739505,"sex",2,0.282096452353447,FALSE,0.857450231453495,0.336042979483491,2.55160882328631,0.0149877904568421,-0.482756782027865,0.445050970455602,-1.08472245669673,0.285062122434154
"Abca8b",TRUE,4,33.4572508886947,24,1.39405212036228,0.623768472906404,0.571428571428572,0.655172413793104,2.45961261405475,0.369807366822299,"sex",2,0.520168345304185,FALSE,0.287682072451781,0.358430408279695,0.80261625633976,0.430073404595227,0.354171813720614,0.54456310543171,0.65037790880056,0.521626038740791
"Abcc5",TRUE,4,101.475598718125,77,1.3178649184172,0.390739975196362,0.305084745762712,0.536585365853658,1.25097602214988,998.999999999999,"sex",2,0.0231979228157357,FALSE,0.146603474191875,0.314211011399797,0.466576500736759,0.642120313679218,-0.969803783000017,0.42331782392296,-2.29095901044911,0.0247017846540037
"Abhd17b",TRUE,3,76.8765983020089,42,1.83039519766688,0.469899665598301,0.391304347993865,0.5,1.4818130212512,998.999999999999,"sex",2,0.469926694524898,FALSE,-0.441832751574638,0.493932984987887,-0.894519631211658,0.376141667937131,0.441832751574638,0.609311586307713,0.7251343343921,0.47239060124904
"Abi1",TRUE,4,194.640575130805,154,1.26389983851172,0.750443657668773,0.710843373493974,0.769230769230769,2.02852544655043,0.345136019167119,"sex",2,0.317010459358676,FALSE,0.899483613557767,0.252998811913467,3.55528789544442,0.000501801098892088,0.304489190768166,0.300495021568294,1.01329196463564,0.312510097074262
"Abi3bp",TRUE,4,46.9640387550204,25,1.87856155020081,0.442906574394468,0.176470588235317,0.5,1.96233467510062,10.4873914068692,"sex",2,0.0652107777973722,FALSE,-1.54044504094699,0.761717527972333,-2.02233109305967,0.0539648731469542,1.54044504094699,0.865365278295767,1.78010960178656,0.0872171238081898
"Ablim1",TRUE,3,348.662012835795,242,1.44075211915618,0.444391139009813,0.438202247196946,0.451530612244917,2.69912708613299,0.350254996104273,"sex",2,0.746519109675666,FALSE,-0.24846135927439,0.128822372699015,-1.92871280095814,0.0549361717528666,0.0539730637206347,0.166827802950575,0.323525592053892,0.746576632902419
"Ablim3",TRUE,4,63.750475622529,35,1.82144216064369,0.620226070226069,0.607142857142857,0.629629629629627,1.48148135543614,998.999999999999,"sex",2,0.884151406994019,FALSE,0.53062825106216,0.465991192123884,1.1387087567979,0.262558957107298,-0.0953101798043136,0.649512326431,-0.146741140892634,0.884178338277978
"Abtb2",TRUE,3,124.392847819057,69,1.80279489592836,0.634775245510431,0.593749998067342,0.654761904521166,1.63117704816241,998.999999999999,"sex",2,0.606432088486939,FALSE,0.379489613692587,0.422967804623551,0.897206854858232,0.372728417738346,0.260547740488424,0.501625647854311,0.519406736084787,0.605139329140228
