gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Arhgap29,0.528617571059432,1,0.65952380952381,0.0903517968578781
Brwd1,0.548611111111111,0.896889036875017,0.655555555555556,0.0386087082200161
Ccdc85a,0.557320971871125,0.196792122896806,0.58250320993874,0.0801395775384606
Cyth1,0.571595655806182,0.222904420970507,0.645761078998073,0.0958632628463106
Flnb,0.552884615384615,0.888151354581122,0.61274000138629,0.0227934248006729
Herc6,0.451653944020356,0.581708223149778,0.312258953168044,0.00891490623820341
Kitl,0.519330775788576,0.860296253827607,0.606222286485444,0.0194324996684943
Lama2,0.441595441595442,0.8262768615249,0.34047619047619,0.0780870369957202
Ly6c1,0.434210526315789,0.41379637165642,0.403063063063063,0.0983730789035841
Nav1,0.441454352441614,0.507483490390861,0.385989010989011,0.098179580754193
Plscr4,0.599290780141844,0.112303074395748,0.608974358974359,0.0864591699540078
Sec14l1,0.576996527777778,0.294916030720101,0.645182291666667,0.0949567757993944
Shroom3,0.4625,1,0.274691358024691,0.0233147408577803
Smg6,0.39870218579235,0.117433037652221,0.306233062330623,0.0221116832269635
Ssh2,0.477117572692794,1,0.605781550288277,0.0494364400426276
St3gal1,0.688073394495413,0.152343129858579,0.777426160337553,4.08516467338775e-5
St3gal6,0.413530465949821,0.152343129858579,0.365019379844961,0.0174958125628263
Unc13b,0.59719298245614,0.278993934136901,0.682795698924731,0.0958632628463106
