gene,condition
4732440D04Rik,F1_Aged
4732471J01Rik,F1_Aged
Acer2,F1_Aged
Actn1,F1_Aged
Adamtsl3,F1_Aged
Adgrl2,F1_Aged
Arb2a,F1_Aged
Arih1,F1_Aged
Cald1,F1_Aged
Car8,F1_Aged
Casp4,F1_Aged
Cdc42,F1_Aged
Cep85l,F1_Aged
Cobll1,F1_Aged
Dlc1,F1_Aged
Dysf,F1_Aged
Fmo2,F1_Aged
Fyn,F1_Aged
Galnt18,F1_Aged
Gm29007,F1_Aged
Grik2,F1_Aged
Hspg2,F1_Aged
Hycc1,F1_Aged
Kif13a,F1_Aged
Lrch1,F1_Aged
Malat1,F1_Aged
Mat2a,F1_Aged
Mbnl1,F1_Aged
Mtus1,F1_Aged
Myo6,F1_Aged
Neat1,F1_Aged
Niban1,F1_Aged
Pam,F1_Aged
Pecam1,F1_Aged
Rapgef5,F1_Aged
Rasa4,F1_Aged
Robo2,F1_Aged
Rps2,F1_Aged
Sash1,F1_Aged
Sgk3,F1_Aged
Skap2,F1_Aged
Sncaip,F1_Aged
Stox2,F1_Aged
Timp4,F1_Aged
Usp6nl,F1_Aged
Xdh,F1_Aged
Arhgap29,F1_Young
Brwd1,F1_Young
Ccdc85a,F1_Young
Cyth1,F1_Young
Flnb,F1_Young
Herc6,F1_Young
Kitl,F1_Young
Lama2,F1_Young
Ly6c1,F1_Young
Nav1,F1_Young
Plscr4,F1_Young
Sec14l1,F1_Young
Shroom3,F1_Young
Smg6,F1_Young
Ssh2,F1_Young
St3gal1,F1_Young
St3gal6,F1_Young
Unc13b,F1_Young
