"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"1700025G04Rik",0.481997677119628,0.4797,1e-04,0.111042118106256,0.169540328387622,0.603305785123967,41
"2010001K21Rik",0.557142857142857,0.5631,0.1594,0.164746953464985,0.159171513592187,0.487603305785124,35
"2610035D17Rik",0.6875,0.6834,4.747,1.93451513697444,0.201389452538957,0.330578512396694,24
"2610307P16Rik",0.40968253968254,0.4089,0.3197,0.231410038450007,0.168014265392644,1.53719008264463,75
"4732440D04Rik",0.28953488372093,0.3309,0.1907,0.182166149808824,0.16762243280801,0.578512396694215,43
"5031425E22Rik",0.607407407407407,0.6036,0.1272,0.157101746656278,0.166170734393022,0.56198347107438,45
"9530026P05Rik",0.600710683349572,0.6069,0.1282,0.150783649646752,0.15594089422714,3.40495867768595,108
"Aak1",0.475,0.451,2e-04,0.104799828233068,0.159948270987973,0.421487603305785,36
"Abca8a",0.857563025210084,0.7454,1e-04,0.104761853549524,0.159948270987973,0.421487603305785,17
"Abcb1b",0.962962962962963,0.9642,3.5755,1.469593855818,0.170769682452685,1.03305785123967,27
"Abcc5",0.5,0.5182,0.3682,0.246400988420415,0.162780442980781,0.40495867768595,36
"Abi1",0.907277046385957,0.9247,0,0.102418596500394,0.156427336388269,3.16528925619835,101
"Abi3bp",0.373958333333333,0.3974,0.5499,0.320864794188376,0.171125495657046,0.628099173553719,32
"Ablim1",0.560306637806638,0.5446,0.125,0.158929091602949,0.170237699241571,0.942148760330578,60
"Ablim3",0.429365079365079,0.4087,0.6072,0.337236196016217,0.162896083382101,0.528925619834711,42
"Acap2",0.494047619047619,0.5059,1.6679,0.765236655961779,0.201389452538957,0.330578512396694,28
"Ackr3",0.505952380952381,0.5145,1.4522,0.661067028400859,0.167393708044245,0.388429752066116,28
"Acss3",0.42816091954023,0.4528,0.4753,0.284017741876225,0.158115764425621,0.446280991735537,29
"Adamts9",0.353333333333333,0.3519,1.461,0.697519547299709,0.217964855242422,0.31404958677686,25
"Adamtsl1",0.522203101776272,0.5215,0.3788,0.249565665959619,0.161465960475659,2.1404958677686,82
"Adcy9",0.643790849673203,0.6403,0.2778,0.219255670851453,0.173752494613786,0.702479338842975,51
"Adgrd1",0.373626373626374,0.3899,1.1073,0.533876518826131,0.173173403087111,0.785123966942149,52
"Adgrg6",0.633838383838384,0.6073,0.9881,0.479951726967245,0.159948270987973,0.421487603305785,33
"Adgrl3",0.359583333333333,0.3386,0.3152,0.233184164256009,0.173333946873678,0.776859504132231,40
"Adk",0.411582068724926,0.4212,0.1661,0.170516627645128,0.164097729289992,1.86776859504132,91
"Aebp1",0.668713450292398,0.6323,0.0738,0.139985570274825,0.171000627666416,0.884297520661157,57
"Aebp2",0.588141025641026,0.5902,0.2911,0.220292732087305,0.16762243280801,0.578512396694215,52
"Aff1",0.482748538011696,0.4945,1e-04,0.113780879866443,0.173723330516014,0.752066115702479,57
"Agap1",0.435111111111111,0.4678,0.1653,0.173157629850151,0.16859541999113,1.49586776859504,75
"Agfg1",0.400709219858156,0.4328,0,0.108290931838225,0.165396349894249,0.553719008264463,47
"Ago3",0.573529411764706,0.5741,4.4155,1.78843684979011,0.170549215246099,0.380165289256198,34
"Ahnak",0.40770782889427,0.3976,0.166,0.174447422135111,0.170159362741026,0.958677685950413,59
"Airn",0.172367538564722,0.1877,0.5747,0.330475635398315,0.17142045379836,1.28099173553719,71
"Akap13",0.461335403726708,0.4554,0.2215,0.197374254870389,0.172986278605374,0.669421487603306,46
"Akt3",0.518489583333333,0.4964,0.4572,0.285026454934032,0.170154405502579,0.975206611570248,64
"Aldh1a1",0.654792107117689,0.6626,0.8533,0.437859430649496,0.173843303745331,0.710743801652893,43
"Aldh1a2",0.720394736842105,0.7121,1.8778,0.816976849483532,0.158671974777847,0.479338842975207,38
"Ambra1",0.565705128205128,0.5394,1e-04,0.112079984061794,0.171125495657046,0.628099173553719,52
"Anapc1",0.588141025641026,0.5762,0.057,0.132649713042965,0.169540328387622,0.603305785123967,52
"Ank2",0.642089093701997,0.6187,0.485,0.288065457078468,0.158671974777847,0.479338842975207,31
"Ankhd1",0.518707482993197,0.5282,0.123,0.158429887069822,0.170635247517974,0.619834710743802,49
"Ankib1",0.419354838709677,0.4307,2.0935,0.914936463952307,0.183182959276489,0.355371900826446,31
