"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.649470899470899,36,-33.8393449611963,-32.3312097105355,-1.50813525066079,0.0824328363115163,0.998062573766943
"5031425E22Rik",0.613333333333333,25,-21.3939259930732,-21.1670564425331,-0.226869550540119,0.500564642498922,1
"9530026P05Rik",0.530148423005566,28,-28.6056706811635,-28.5834261325765,-0.0222445485869827,0.832946273858744,1
"AW554918",0.546875,32,-26.5220123765079,-26.263575793384,-0.258436583123913,0.472178556591214,1
"Abca1",0.401515151515151,33,-30.2931186240055,-30.1636803175115,-0.129438306493995,0.610892989127625,1
"Abca8a",0.688746438746439,21,-28.3662771481577,-26.3285500636338,-2.03772708452385,0.0435105676392461,0.878466365622315
"Abhd17b",0.568181818181818,33,-29.0759495344648,-29.0756937216635,-0.000255812801238875,0.981954074314142,1
"Abi1",0.519503546099291,47,-44.0816081102286,-44.0375030063447,-0.0441051038838012,0.766464956816934,1
"Abi3bp",0.532490014693405,59,-75.5198145210423,-74.2555902731747,-1.26422424786763,0.11181010556708,1
"Ablim1",0.385507246376812,23,-26.3203341728406,-24.5529877391385,-1.76734643370205,0.0600974634783423,0.946535049783891
"Acyp2",0.421320346320346,22,-24.8963786231756,-24.888402303757,-0.00797631941861709,0.899491483033163,1
"Adam12",0.736111111111111,24,-22.4312494156291,-20.7500346501372,-1.68121476549193,0.0666995980271837,0.998062573766943
"Adamtsl1",0.576798941798942,45,-59.3569772743719,-55.0765430245512,-4.28043424982063,0.00343465529485555,0.177040868380282
"Adgrf5",0.480392156862745,34,-28.7529636824144,-28.6083924874953,-0.144571194919127,0.590770631819056,1
"Agap1",0.475609756097561,41,-37.8071497318218,-37.4942673186433,-0.312882413178478,0.428913072474515,1
"Agfg1",0.523529411764706,34,-27.8718759712483,-27.8600368673216,-0.0118391039267465,0.877706522860171,1
"Ago3",0.41260162601626,41,-34.7694251219309,-34.4900008401853,-0.279424281745612,0.454724546166347,1
"Ahnak",0.479166666666667,40,-33.6710254338601,-33.5764817026281,-0.0945437312319584,0.663677202155916,1
"Airn",0.867149758454106,46,-37.5664866910715,-28.7010147283065,-8.86547196276497,2.54453604352452e-05,0.0144275193667841
"Akap13",0.487172011661808,49,-52.0683867286065,-52.0155868488563,-0.0527998797502818,0.745210462882706,1
"Akt3",0.387619047619048,40,-37.3636130363953,-37.3632234791833,-0.000389557212045588,0.977731842078112,1
"Ambra1",0.5,33,-27.5544377202557,-27.2250673528775,-0.329370367378157,0.417004863546842,1
