"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"1700025G04Rik",0.6375,0.649470899470899,36,0.8218,0.378396681297703,0.101293864568692,0.700439718141092,-1.07427006881239,0.142705523542055,1
"5031425E22Rik",0.6589,0.613333333333333,25,0.662,0.387659119626915,0.208124695376841,1.22239242133645,-0.226178901883149,0.501217392466506,1
"9530026P05Rik",0.5196,0.530148423005566,28,0.1516,0.124606027724464,0.102386939677831,0,-0.160804756749837,0.570641988052397,1
"AW554918",0.5617,0.546875,32,0.7154,0.406828977119076,0.206431457719868,0.473931188332412,-0.401076889416334,0.370450204224722,1
"Abca1",0.4407,0.401515151515151,33,1e-04,0.0712211758063007,0.108720475848157,-0.343954401217362,-0.16407567724433,0.5667496704545,1
"Abca8a",0.6948,0.688746438746439,21,0.7107,0.347898989005306,0.119151722540771,1.5405683813627,0.154346346126658,1,1
"Abhd17b",0.6105,0.568181818181818,33,0.1335,0.133375423170775,0.126278729656164,0.695145418471579,-0.677884160842996,0.244272216852001,1
"Abi1",0.5478,0.519503546099291,47,0.047,0.0982696582955995,0.122830524770146,0.292781749227846,-0.156388922154321,0.575980570629654,1
"Abi3bp",0.541,0.532490014693405,59,0.3381,0.197118300795186,0.104967351414513,0.13897641314881,0.157041365424931,1,1
"Ablim1",0.3923,0.385507246376812,23,1.1472,0.531305484861847,0.146104577212327,-0.561878887608115,-0.455239873069026,0.339987159996655,1
"Acyp2",0.4244,0.421320346320346,22,0.1492,0.135816185099829,0.120900586709138,-0.520832163301441,0.100354825504489,1,1
"Adam12",0.7193,0.736111111111111,24,1.3114,0.6242425420508,0.192814442558921,1.04730571477836,0.356726521370241,1,1
"Adamtsl1",0.5549,0.576798941798942,45,0.8588,0.4120884803131,0.131292472264874,0,-0.660913293989921,0.250264498205465,1
"Adgrf5",0.4529,0.480392156862745,34,1e-04,0.0909963693475592,0.138923788116839,-0.273018494406416,-0.0701673313631304,0.707948538707543,1
"Agap1",0.5103,0.475609756097561,41,0.3069,0.18209742271296,0.100121463623594,0.215728691055437,-0.210900593666679,0.516039652434818,1
"Agfg1",0.5447,0.523529411764706,34,0.1111,0.163831390222715,0.185787143333493,0.308122295362332,-0.0450770927114057,0.763981232247876,1
"Ago3",0.4014,0.41260162601626,41,0.3648,0.204852377500235,0.101293864568692,-0.604071323668861,0.0884955623863135,1,1
"Ahnak",0.4492,0.479166666666667,40,0,0.0693898749353939,0.105981468984658,-0.289506617194985,-0.00565529723363056,0.915303647779651,1
"Airn",0.8543,0.867149758454106,46,2.6714,1.10565728519867,0.139295226926766,2.42449782852791,0.591841274199112,1,1
"Akap13",0.4932,0.487172011661808,49,0.199,0.167439363355712,0.140315720965291,0,0.0494463134261238,1,1
"Akt3",0.3912,0.387619047619048,40,0.1176,0.118308150718753,0.112487982197775,-0.660513533728333,-0.476249671938071,0.329083925771094,1
"Ambra1",0.4809,0.5,33,0.7784,0.428603240501477,0.203148015992589,-0.263034405833793,-2.16957696805901,0.0372454272869753,1
"Ank2",0.4599,0.516666666666667,20,0.0667,0.158337417716667,0.203148015992589,-0.263034405833793,-0.182338625983981,0.545920014764417,1
"Ankrd11",0.579,0.578828828828829,37,0.0158,0.0820663569404763,0.116178682500421,0.459431618637298,-0.0277445665898597,0.813773094797398,1
"Ankrd17",0.4745,0.472101449275362,46,0.1552,0.139358265890536,0.122830524770146,-0.162271428898877,-1.13610787334048,0.131711473817031,1
"Ano6",0.4887,0.435023041474654,31,0.1136,0.109224632906516,0.100934422659218,0.041820175694627,-1.14633800343437,0.129985640720986,1
"Anxa2",0.5813,0.589080459770115,29,0.224,0.16774251177837,0.126278729656164,0.476438043942987,-0.00994080379997087,0.887868240230636,1
"Aopep",0.3711,0.385206290308331,49,0.0122,0.0962399923143185,0.139914548261403,-0.769387071858584,0.0493123644287152,1,1
"Ap3b1",0.5412,0.520833333333333,32,0.7481,0.40573012439993,0.185787143333493,0.432959407276106,0.00596735882455945,1,1
"Apaf1",0.5574,0.560606060606061,33,0.8572,0.404676944593499,0.120900586709138,0.415037499278844,-0.517077819044012,0.309184622358651,1
"Apba1",0.5143,0.458333333333333,24,0.1008,0.170434767870596,0.201846702127691,0.15200309344505,-0.548102702121014,0.295100370174032,1
"Apbb2",0.513,0.447619047619048,28,0.137,0.168589249117885,0.178031979819382,0.241008099503795,-0.0567704317494346,0.736148371717141,1
"Apc",0.3996,0.382352941176471,34,0.5294,0.327280516734344,0.192814442558921,-0.506959988719883,0.100072363980175,1,1
"App",0.5244,0.500162337662338,66,0.1646,0.140280975209411,0.11878780946984,0.195015982405143,0.109808802057202,1,1
"Arb2a",0.4661,0.457801418439716,47,0.4699,0.26052402123836,0.125365021771389,0.0317088597273381,0.0165500166832828,1,1
"Arhgap21",0.4559,0.470238095238095,28,0.1997,0.212290804291575,0.208412821754665,-0.275634442613427,-0.328326197265199,0.417744267478076,1
"Arhgap24",0.4486,0.461111111111111,21,0.2791,0.206656201900834,0.153754905703208,-0.283792966000591,-0.120338697316956,0.623717292243115,1
"Arhgap26",0.4487,0.436527293844367,41,4e-04,0.0722284145881224,0.110084865214259,-0.296981737757131,0.0137121217434455,1,1
"Arhgap29",0.5368,0.55703211517165,43,0.094,0.105420546211873,0.1064923142476,0.192645077942396,-0.146249565627599,0.588623461308537,1
"Arhgap32",0.5652,0.546,25,0,0.1262425420508,0.192814442558921,0.378511623253729,-0.329037602057429,0.417240292097901,1
"Arhgap42",0.5426,0.504166666666667,20,0,0.11879500073288,0.181439564452686,0.247927513443586,-0.20303643232733,0.523969524475619,1
"Arhgef12",0.5762,0.567460317460317,42,0.1321,0.130586113991802,0.122830524770146,0.490986352512142,-1.14512205759264,0.130189445321269,1
"Arhgef3",0.6827,0.69625,40,0,0.0693898749353939,0.105981468984658,1.1096244911745,-0.0914141527819226,0.668953822234366,1
"Arid1b",0.4734,0.486858974358974,52,0.2332,0.168978519055093,0.122830524770146,-0.162271428898877,-0.0143842053136183,0.865314867139509,1
"Arid2",0.6112,0.62258064516129,31,1.5241,0.71178045569135,0.203148015992589,0.667424660913129,-2.48798928263663,0.0257016602548606,1
"Arid4b",0.5406,0.54,25,1e-04,0.128663291807899,0.196453734354597,0.234465253637023,-0.413741741347206,0.363001217009636,1
"Arih1",0.5153,0.53962962962963,45,0.2556,0.180797985860413,0.127890790404137,0.0310268956206246,-0.60408365930649,0.271695383708901,1
"Arl13b",0.4986,0.516129032258065,31,0.0591,0.128347266998289,0.16175105912872,0,-0.0475571224916642,0.757773436553523,1
"Arl15",0.5479,0.576432712215321,50,0.4041,0.235642513852443,0.125526666157298,-0.0955776599822312,-0.93692956544264,0.171033742162943,1
"Asap1",0.4584,0.472739820565908,69,0.0198,0.0834112850577829,0.11591283604492,-0.241008099503795,-0.250748157436874,0.478843391258345,1
"Ash1l",0.4599,0.494047619047619,28,0.0871,0.166084253159705,0.203148015992589,-0.263034405833793,-0.313669575105234,0.428333014125109,1
"Atad2b",0.5998,0.622549019607843,34,0.532,0.323666833260689,0.185787143333493,0.432959407276106,-0.00924188746149923,0.891856817862466,1
"Ate1",0.5117,0.485294117647059,34,0.2474,0.199853596112213,0.16175105912872,0.115477217419936,0.227338887631966,1,1
"Atp10d",0.5488,0.574074074074074,27,1.2654,0.617371606619928,0.20900023384417,-0.0703893278913976,-0.0852286666808624,0.679705680527504,1
