"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"0610043K17Rik",TRUE,4,141.01323921996,109,1.29369944238496,0.642857142857143,0.636363636363632,0.643478260869565,1.13501901448337,998.999999999999,"sex",2,0.962405780410644,FALSE,0.59049302649986,0.19364815334868,3.04930884332591,0.00287943207397524,-0.0308772385644575,0.652815339720289,-0.0472985799899975,0.962361812718978
"1110059E24Rik",TRUE,3,188.354301483312,128,1.47151798033837,0.442953020846557,0.423728814458788,0.516129032258065,1.14636296958504,998.999999999999,"sex",2,0.378043494220407,FALSE,-0.307484696064385,0.193585870980905,-1.58836331652899,0.114671326480951,0.372023217201956,0.420659743108023,0.884380365121895,0.378149110463221
"1500002F19Rik",TRUE,4,91.0099657847842,58,1.56913734111697,0.656487232574106,0.571428571428571,0.782608695651969,1.17167660470015,998.999999999999,"sex",2,0.11525647204814,FALSE,0.28768207245178,0.321633819768427,0.894439747222193,0.374783433157533,0.993251773009078,0.648605769353155,1.53136438178716,0.131115928234357
"1500004A13Rik",TRUE,4,299.982561059658,208,1.44222385124836,0.390419331494845,0.381642512077295,0.425,1.17728000434226,998.999999999999,"sex",2,0.622318587798125,FALSE,-0.482582411452595,0.14875047384227,-3.24424117105205,0.001372106979424,0.180301539579662,0.364285848949907,0.494945219803077,0.62116120422871
"1600010M07Rik",TRUE,3,322.071985031715,226,1.4250972789014,0.511492338441004,0.5,0.518987341772096,1.16667405220662,998.999999999999,"sex",2,0.764566207148129,FALSE,0.0759859069776975,0.161549013623445,0.470358223014678,0.638552701752255,-0.075985906977697,0.253423675956995,-0.299837442933277,0.764576743775664
"1600020E01Rik",TRUE,4,199.151461162108,137,1.45366030045334,0.351097569115095,0.258620689721877,0.396039603960397,1.14308382205437,998.999999999999,"sex",2,0.0991030878166466,FALSE,-0.42199441005937,0.2173774587603,-1.94129792696077,0.0542749758808666,-0.631155504184082,0.387172685665702,-1.6301653694885,0.1053635647886
"1700025G04Rik",TRUE,3,643.234698566239,422,1.52425284020436,0.496452760160815,0.489051094953581,0.498886414253898,1.38208024486718,998.999999999999,"sex",2,0.848113379418778,FALSE,-0.00445435034937981,0.0992643047167429,-0.0448736367225922,0.964229256414863,-0.0393482720566102,0.205333616586668,-0.191630930729756,0.848123482188021
"2210408F21Rik",TRUE,3,1170.53860801302,764,1.53211859687567,0.483302411882314,0.450657894766883,0.496124031007753,1.40736393603896,998.999999999999,"sex",2,0.202834755203237,FALSE,-0.0155041865359596,0.0758689298240029,-0.204354886406404,0.838130606621116,-0.182508699931327,0.143368678465054,-1.27300259642006,0.203404342556444
"2210408I21Rik",TRUE,4,316.747802459698,176,1.79970342306646,0.62333675020838,0.602272727272727,0.678160919492954,1.47873367520996,998.999999999999,"sex",2,0.304551098067064,FALSE,0.414943852062708,0.180119819411624,2.30371012705962,0.0224077565110835,0.330389081451202,0.323224255838771,1.02216673248682,0.308104928868965
"2610035D17Rik",TRUE,4,540.136848339481,325,1.66195953335225,0.650529488432708,0.568548387096774,0.711111111111098,1.44803747313991,998.999999999999,"sex",2,0.00476736279805542,FALSE,0.900786545338128,0.1672409171976,5.38616123633083,1.38351631428062e-07,-0.624855489421867,0.22185758896544,-2.81647110804582,0.00515220206609599
"2610037D02Rik",TRUE,3,500.808491413008,334,1.49942662099703,0.506998127346516,0.494208494208521,0.534883720909684,1.15480020510446,998.999999999999,"sex",2,0.46884061101859,FALSE,-0.0231670592814271,0.129430609196906,-0.178992121146416,0.858052415600729,0.162929001573989,0.22482566347824,0.724690407017342,0.469149336786066
"2610307P16Rik",TRUE,4,169.553400465355,109,1.55553578408583,0.555563431028575,0.546762589928058,0.620689655172414,1.51473809265188,998.999999999999,"sex",2,0.494133717048054,FALSE,0.187598613894799,0.182071133213744,1.03035890744177,0.305122448777621,0.304877871202995,0.447655399956749,0.68105482751342,0.497281117026256
"2700049A03Rik",TRUE,4,157.376118408092,115,1.36848798615732,0.646659826721385,0.624999999999998,0.764705882352938,1.09772686083615,998.999999999999,"sex",2,0.263941950933866,FALSE,0.510825623765982,0.200408177371576,2.54892604915449,0.0121226952029832,0.667829372575649,0.620350884418742,1.07653489234789,0.283941318770458
"2700097O09Rik",TRUE,4,176.957096222619,125,1.41565676978095,0.643426959086821,0.601769911504425,0.799999999999969,1.07246827604375,998.999999999999,"sex",2,0.0676460143224763,FALSE,0.412845215405787,0.201912433836913,2.04467455302553,0.0429865522018842,0.973449145713911,0.562821929420661,1.72958638394906,0.0861726737275803
"2900026A02Rik",TRUE,3,154.482874348734,112,1.37931137811369,0.460978742462549,0.460784313726978,0.461538461549799,1.122817212706,998.999999999999,"sex",2,0.994515391836313,FALSE,-0.157185583516426,0.198554036064577,-0.791651414556507,0.430237380893697,0.00303490373478565,0.440510178603691,0.0068895201114434,0.994515258384058
"2900093K20Rik",TRUE,4,84.578938993896,61,1.38653998350649,0.584366197183098,0.577464788732394,0.75,1.19259987815709,998.999999999999,"sex",2,0.489160079583978,FALSE,0.312374685042152,0.242389293337397,1.28873136573461,0.202357758733936,0.786237603625956,1.18989666645611,0.660761245737096,0.511253244633121
"3110056K07Rik",TRUE,3,241.904902716721,171,1.41464855389895,0.452561692734292,0.448717948787058,0.455357142877735,1.09818687959846,998.999999999999,"sex",2,0.92903462788431,FALSE,-0.179048231365956,0.192422237525615,-0.93049656665655,0.353425799891567,-0.0268038225588185,0.300547819020541,-0.0891832209801748,0.929040665935437
"3110082I17Rik",TRUE,3,171.867287495125,120,1.4322273957927,0.50743553831783,0.505494505494412,0.51111111111111,1.11475354679123,998.999999999999,"sex",2,0.951741940026645,FALSE,0.0219789067184004,0.213132944210289,0.103122991144507,0.918037496726492,0.0224728558524301,0.370568090096193,0.0606443362314238,0.951743348207834
"4632427E13Rik",TRUE,3,750.336942412681,519,1.44573591987029,0.502143493903022,0.485,0.510204081632653,1.23032329958432,998.999999999999,"sex",2,0.563417335022584,FALSE,0.0408219945202542,0.0974306454562354,0.418985159434163,0.675400323167569,-0.100840004246508,0.174454382296836,-0.578030789016968,0.563494038943561
"4732440D04Rik",TRUE,4,652.668399807778,458,1.42504017425279,0.312246749002106,0.26315789473687,0.335012594458447,1.31826566574658,998.999999999999,"sex",2,0.0883941844875049,FALSE,-0.685599974924522,0.114057365780293,-6.01101007579975,3.76797036240054e-09,-0.344019442256493,0.203469111617567,-1.69076986438658,0.09156111860239
"4732471J01Rik",TRUE,4,190.34760183562,130,1.46421232181246,0.378907795805358,0.263157894737225,0.398496240601504,1.14962392221612,998.999999999999,"sex",2,0.272136972521773,FALSE,-0.411734721121758,0.186630163321875,-2.20615314155651,0.0291297816646302,-0.617884696057428,0.579847924381108,-1.06559784053193,0.288580578264416
"4833420G17Rik",TRUE,4,218.044982143063,166,1.31352398881363,0.648314379037705,0.628048780487796,0.863636363630468,1.12641127168735,998.999999999999,"sex",2,0.022604169949817,FALSE,0.523855124056287,0.164007647000604,3.19408962714013,0.00167872170621845,1.32197156639198,0.651640341700033,2.02868282056196,0.0440886679504923
"4930438E09Rik",TRUE,4,212.045826028233,153,1.38592043155708,0.614677139228021,0.598484848484848,0.685714285714204,1.08125485859588,998.999999999999,"sex",2,0.352828972751024,FALSE,0.399155938914898,0.1816088306929,2.19788838126417,0.029459756181802,0.381002618634297,0.414341278525119,0.91953816426523,0.35926161171031
"4930503L19Rik",TRUE,4,222.81555188668,156,1.42830481978641,0.49778799444835,0.333333333333503,0.564885496183206,1.10922678754025,998.999999999999,"sex",2,0.00966558081015519,FALSE,0.261013825369618,0.181579690428238,1.43746156166497,0.152589694036279,-0.954161005928801,0.373005746635052,-2.55803299154624,0.0114792478849003
"4930523C07Rik",TRUE,4,521.260643812832,335,1.55600192182935,0.442930902268872,0.422535211267605,0.464114832535884,1.25310106746518,998.999999999999,"sex",2,0.420320486074018,FALSE,-0.312374685042155,0.147814552660778,-2.11328776104358,0.035315216923548,0.16858679225044,0.209032266121962,0.806510857764303,0.420520526418792
"4930578G10Rik",TRUE,4,397.742513741144,357,1.11412468835054,0.806885713688736,0.759740259740238,0.828947368421054,1.27337687196199,0.716628719069809,"sex",2,0.099918589906356,FALSE,1.57818536893,0.161284679933654,9.78509161303606,3.46056130806561e-20,-0.426929346776592,0.256712707499603,-1.663062771356,0.0971774772647087
"4930599N23Rik",TRUE,3,173.399091875743,117,1.48204352030549,0.519124244919058,0.494623655913978,0.589743589698405,1.11055739021453,998.999999999999,"sex",2,0.336938243274591,FALSE,-0.0215062052209638,0.215231248867387,-0.0999213884328417,0.920577747941462,0.384411698723575,0.400566663285159,0.959669722814444,0.339200468500344
"4933406I18Rik",TRUE,4,275.199014731071,203,1.35566017108902,0.309131007618755,0.231884057971143,0.336956521739131,1.23377423626232,998.999999999999,"sex",2,0.119592903033077,FALSE,-0.67688665968816,0.163653342983619,-4.13610041412911,5.17075564854922e-05,-0.520816531623456,0.341127002377662,-1.52675258186351,0.128379099369764
