"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"0610043K17Rik",TRUE,4,201.763183133767,153,1.31871361525338,0.60909090909091,0.568181818181818,0.65,1.08255261638957,998.999999999999,"sex",2,0.276183778316445,FALSE,0.619039208406221,0.232910633641589,2.65784004245517,0.00869978754840143,-0.34460236270446,0.316188295098838,-1.08986438791714,0.277486427221795
"1110002E22Rik",TRUE,3,870.391216156529,582,1.49551755353356,0.489627836608077,0.486842105265806,0.494505494505495,1.24827702239846,998.999999999999,"sex",2,0.847323654663838,FALSE,-0.0219789067187744,0.125894585986238,-0.17458182610948,0.861468942864602,-0.0306648267560497,0.159196992504881,-0.192621897396143,0.847322288647454
"1110002L01Rik",TRUE,5,79.5424891525596,175,0.454528509443198,0.945922853442226,0.931506849314643,0.953846153420742,1.14383328136163,0,"sex",2,0.517374378795227,FALSE,2.61006979273534,0.474898209509499,5.49606155692009,1.35425307491475e-07,0.418452293978383,0.639564911163628,0.654276503720395,0.51379259449999
"1110004F10Rik",TRUE,3,460.28404621629,317,1.45200014579271,0.46024090858113,0.439655172515244,0.492424242430611,1.1414512114844,998.999999999999,"sex",2,0.345176726643415,FALSE,-0.0303053494698474,0.178783322005564,-0.169508817320803,0.865504556266202,-0.212256287289661,0.224530625950679,-0.945333343239713,0.345208704144311
"1110019D14Rik",TRUE,4,891.674048028722,552,1.61535153628392,0.537344520932432,0.494475138121547,0.580213903743315,1.32939165625344,998.999999999999,"sex",2,0.0321284538185623,FALSE,-0.0221003470006664,0.114203745030521,-0.193516832523839,0.846625410540506,0.345751895192817,0.161240259608294,2.14432732887409,0.0324426692898289
"1110038F14Rik",TRUE,4,320.071259911749,227,1.41000555027202,0.423813047880626,0.394904458598726,0.48235294117647,1.05568761630623,998.999999999999,"sex",2,0.199634836087867,FALSE,-0.0706175672139545,0.221239050861996,-0.319191241052666,0.749875031430169,-0.356124939341496,0.276833672264809,-1.28642204695692,0.19960626684289
"1110059E24Rik",TRUE,4,455.971129323436,319,1.42937658095121,0.406817080978866,0.387096774193547,0.416309012875536,1.11319827734634,998.999999999999,"sex",2,0.602858432611378,FALSE,-0.459532329378445,0.18966481124993,-2.42286550863089,0.015955045374854,0.121588422145775,0.233804568456773,0.52004296985435,0.603394323422475
"1500002F19Rik",TRUE,4,522.550738923725,342,1.52792613720387,0.603924232052706,0.574193548387096,0.620689655172413,1.20904061849579,998.999999999999,"sex",2,0.381208371158435,FALSE,0.298981627705713,0.17339554995226,1.72427509118907,0.085561786430624,0.193494857392078,0.220473406098056,0.877633546905069,0.380758724111266
"1500004A13Rik",TRUE,3,926.446754747182,607,1.52627142462468,0.51965983167799,0.503464203233256,0.540462427744833,1.27902860163612,998.999999999999,"sex",2,0.328825303190336,FALSE,0.162204414631007,0.113389350171993,1.43050837124448,0.153085726181864,-0.148347379969581,0.151869019472595,-0.97681133706372,0.329051690714851
"1500009L16Rik",TRUE,3,321.327509729871,205,1.56745126697498,0.517307864765489,0.507936507936508,0.519774011299431,1.15933291285868,998.999999999999,"sex",2,0.879520126014049,FALSE,0.031748698314579,0.268086346673827,0.118427136288319,0.905845186313738,0.0473886222441279,0.312225649463957,0.151776839364373,0.879512212139302
"1600010M07Rik",TRUE,3,933.885530393325,649,1.43896075561375,0.479696002111078,0.461538461538512,0.51272727272713,1.22120729488489,998.999999999999,"sex",2,0.179043031483828,FALSE,0.0509200904266862,0.123232860051927,0.413202212504277,0.67959495250213,-0.205070770253743,0.152512767925849,-1.34461378573529,0.179219729479667
"1600014C10Rik",TRUE,3,345.426122899906,246,1.40417123130043,0.457456291770778,0.444444444656275,0.46428571428944,1.11328454520176,998.999999999999,"sex",2,0.749269815519706,FALSE,-0.223143550456295,0.195524936461022,-1.14125366562019,0.254874118849025,0.0800427068306006,0.250255460090489,0.319843997815905,0.749358066996631
"1600020E01Rik",TRUE,4,557.747208418954,419,1.33113892224094,0.299108866515529,0.284810126582512,0.305135951661714,1.16274648526038,998.999999999999,"sex",2,0.65954344892386,FALSE,-0.920725328940876,0.184098158751364,-5.00127396811379,8.3917354820817e-07,0.0977665368593285,0.222338267113326,0.439719793307091,0.660366775961535
