gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
9330159M07Rik,0.0795197740112994,6.14299871955202e-16,0.0927884615384615,8.91232168115631e-17,below,below,consistent_below
Acyp2,0.375322101379482,8.9087078023384e-4,0.38430302901166,0.0420248409313751,below,below,consistent_below
Adam19,0.288888888888889,0.0272499898843375,0.225490196078431,0.00145990836707448,below,below,consistent_below
Agmo,0.832181259600614,0.0151146315906836,0.864285714285714,9.18891509465484e-8,above,above,consistent_above
Airn,0.380976121486733,0.0959254502806576,0.867540559645823,4.12558535819083e-41,below,above,discordant
Aox1,0.866312056737589,1.22132927120772e-8,0.773809523809524,0.00993948147212704,above,above,consistent_above
Cacna1c,0.610163449016202,1.3853427226431e-4,0.638008752614765,1.0262716257678001e-10,above,above,consistent_above
Cacna2d1,0.685132025186205,9.99885396883955e-7,0.718622684635322,1.40954263792013e-8,above,above,consistent_above
Cisd2,0.772619047619048,0.0887940955339078,0.883333333333333,5.1796763850988e-4,above,above,consistent_above
Clic4,0.240759417887077,2.30388938988639e-10,0.320707456124123,9.29469003514993e-5,below,below,consistent_below
Cobll1,0.665359606925872,0.016958022093675,0.635853562752297,0.0724284999094474,above,above,consistent_above
Cp,0.715364167995747,0.00136735513055636,0.670205026455026,0.0878831036529073,above,above,consistent_above
Cradd,0.335267229254571,0.00874133484143396,0.249659863945578,1.2639547137886e-4,below,below,consistent_below
D830005E20Rik,0.379495083127505,3.37802065305327e-5,0.380070057425951,3.2872626393451e-4,below,below,consistent_below
D830032E09Rik,0.915904139433551,2.0328527274858603e-15,0.993355481727575,1.0627338860032601e-14,above,above,consistent_above
Efna5,0.340732516825822,0.001058964953711,0.261871885727741,6.266241925376739e-11,below,below,consistent_below
Errfi1,0.724712643678161,0.00983458704461492,0.722286587218714,0.0256871983755163,above,above,consistent_above
Fhod3,0.60504404237067,4.24259576372525e-5,0.603341549292883,4.77556843828955e-5,above,above,consistent_above
Fmn1,0.00387596899224806,1.1129931453100902e-15,0.0238095238095238,1.00067679663656e-14,below,below,consistent_below
Gm12295,0.75310421286031,6.1533095928475e-4,0.767810420871645,0.00289026691164174,above,above,consistent_above
Gm13481,0.995833333333333,1.95736711267338e-32,0.916108630952381,2.1401784075781e-10,above,above,consistent_above
Gm20757,0.820689655172414,0.0151146315906836,0.766666666666667,0.0389109188159056,above,above,consistent_above
Gm24474,0.907407407407407,2.88426449390293e-6,0.934959349593496,4.7270477809566796e-11,above,above,consistent_above
Gm26862,0.248304093567251,6.1533095928475e-4,0.313986242068434,0.00242454382756223,below,below,consistent_below
Gm35330,0.773798110491659,8.30658705765171e-8,0.79105222734255,4.2131422378313803e-10,above,above,consistent_above
Gm40124,0.0285714285714286,4.47926021519703e-9,0.206171039844509,2.76952287711e-4,below,below,consistent_below
Gm56646,0.948412698412698,1.28042155558905e-12,0.946969696969697,8.58445179871211e-10,above,above,consistent_above
Gm56730,0.96875,3.1323204045974904e-17,1,8.02878453811152e-23,above,above,consistent_above
Gm57283,0.854700854700855,3.49799848486468e-5,0.753418803418803,0.00680824899062552,above,above,consistent_above
Gm8189,0.911764705882353,2.08899241722881e-7,0.878787878787879,0.0017631334808869,above,above,consistent_above
Gm9895,0.870967741935484,0.00216842806750529,0.849382716049383,0.0154217500031666,above,above,consistent_above
Grb10,0.667769506479184,0.0419434486841936,0.0941707717569787,2.3397415348415e-16,above,below,discordant
Grm1,0.994966121554623,2.4261104646063698e-135,0.980401563610519,5.43120673773146e-102,above,above,consistent_above
Hdac9,0.662439800481596,1.09783494987424e-5,0.673439903689562,0.00145416617300529,above,above,consistent_above
Kank1,0.252252252252252,0.0795459041709843,0.285087719298246,0.0759163786856947,below,below,consistent_below
Kcnd2,0.615735557052299,0.0887940955339078,0.679062673688254,1.60876299474355e-6,above,above,consistent_above
Kcnq1ot1,0.315277777777778,0.00874133484143396,0.730710787528969,0.00393172976877054,below,above,discordant
Kcnq5,0.0121428571428571,6.96013045376314e-10,0.0709677419354839,1.10499255812835e-7,below,below,consistent_below
Lama2,0.344086399559519,2.96373681759852e-10,0.336033928945234,4.7270477809566796e-11,below,below,consistent_below
Lrch1,0.681511544011544,0.00337439724603031,0.680459770114943,0.0759163786856947,above,above,consistent_above
Malat1,0.469690376735663,1.3077189343999e-7,0.4620051696318,2.3147507022160698e-12,below,below,consistent_below
Myh6,0.593849903000196,0.0271055117052866,0.556046742468564,2.7039214138623e-4,above,above,consistent_above
Myzap,0.327156295320796,3.49799848486468e-5,0.339277871502136,7.62350631897946e-5,below,below,consistent_below
Pcdh7,0.561361196794945,0.0648964351759335,0.621753791813595,1.14456270427168e-5,above,above,consistent_above
