gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Abca8a,0.718939393939394,0.0676105413429235,0.669047619047619,0.269004596724277
Adam22,0.736111111111111,0.0963006128742147,0.75,0.25184192697394
Adk,0.393111044058445,0.00694139975508536,0.460733915039628,0.910807463444086
Adra1a,0.344165882426752,0.0226506930265702,0.392629295307867,0.438257779255441
Ankrd1,0.226303854875283,2.7598799990619e-4,0.373913043478261,0.525256500925147
Asap1,0.388694697737251,0.0331033544548052,0.50696316262354,1
Auts2,0.696779388083736,0.0131840310401194,0.5583031946956,0.867846589071086
Ccdc85a,0.609282384282384,0.0197985251380644,0.640305675805676,0.22150601724866
Cpeb3,0.594166798261844,0.0169292311840898,0.515225772258788,1
Dip2c,0.592538084036771,0.0908708173453472,0.589521071860521,0.163446883313169
Dock4,0.584213155458215,0.0963006128742147,0.498977063871801,1
Eln,0.808956916099773,0.00983458704461492,0.579356060606061,1
Fam222b,0.677777777777778,0.0971967681986202,0.543478260869565,1
Fhl2,0.554613668127885,0.0843871483591805,0.553108288545402,0.137135347277722
Gda,0.274867724867725,0.0778021406186011,0.353741496598639,0.554430489656689
Heatr5a,0.286666666666667,0.0238271335082988,0.414166666666667,0.842377399717567
Itpr2,0.343403219873808,0.00188162245346196,0.393670114199526,0.480107802858398
Kif1b,0.323717183123382,0.00134795161130103,0.402548146298146,0.440087549125966
Lrrc10,0.374377104377104,0.0840363642431155,0.373553113553114,0.741920099234323
Mgat5,0.30639880952381,0.0123694098743734,0.354427083333333,0.158136648247856
Myl2,0.702581677581678,0.00583762680381166,0.589625377464252,0.157055411888634
Nav3,0.67,0.097303576958993,0.484935897435897,1
Palld,0.40677002015541,0.0615914059332146,0.470161090341708,0.705497578630024
Pam,0.389928258787176,0.0427029439497948,0.40589885467471,0.294726559334289
Pde4dip,0.677331146970015,5.4274782166554e-4,0.619989523414181,0.146610771888233
Pds5b,0.318484848484849,0.0887940955339078,0.495757575757576,1
Picalm,0.618120206884252,0.0419434486841936,0.55809579947511,0.849879015957065
Ppp1r3a,0.663611859838275,0.0306396332896941,0.644236111111111,0.201586142320396
Rapgef4,0.224702380952381,8.0741550427425e-4,0.396388699020278,0.395997328553918
Rasa1,0.347712418300654,0.0427029439497948,0.542124542124542,1
Rbm20,0.56604492699839,0.0302583957543141,0.508220506809223,1
Resf1,0.293929864684582,0.0226292579645015,0.378545454545455,0.757465820112105
Rhoq,0.771269841269841,0.0135056840711758,0.644179894179894,0.999643972547542
Rnls,0.258854166666667,0.097835129266638,0.279166666666667,0.1666301410296
Slc35f5,0.302910052910053,0.0843871483591805,0.579166666666667,1
Smap1,0.306295399515738,0.0401169728478462,0.5,1
Smg6,0.378638497652582,0.097303576958993,0.445111111111111,0.90775919826461
Snta1,0.665972222222222,0.0681849200608728,0.663411078717201,0.287544290984618
Synpo2,0.354606555197661,0.00825137239107597,0.45528854412783,0.833684022666963
Tnnc1,0.704419191919192,0.0843871483591805,0.608974358974359,0.614900945029021
Trim54,0.295622895622896,0.0306396332896941,0.399480519480519,0.480107802858398
Usp25,0.303560606060606,0.0574649736793354,0.381366459627329,0.141629506300984
Yes1,0.630681818181818,0.0959254502806576,0.514689265536723,1
