"gene","p_intercept","p_sex","pvalue","padj_intercept","padj_sex","padj"
"1700025G04Rik",0.347781501650858,0.37969814205121,0.347781501650858,0.694015398929335,0.89600565918112,0.694015398929335
"2210408F21Rik",0.136921079183353,0.602802130216497,0.136921079183353,0.465367034659252,0.956495548069646,0.465367034659252
"2610037D02Rik",0.941420078798351,0.360789542199614,0.941420078798351,0.98437019336745,0.894832462847195,0.98437019336745
"2610307P16Rik",0.0919466512414206,0.195766682118275,0.0919466512414206,0.391961863118704,0.825072240896563,0.391961863118704
"4632427E13Rik",0.389459013289244,0.902743060870666,0.389459013289244,0.736368435383007,0.994494231736094,0.736368435383007
"4732440D04Rik",0.000144327261319977,0.639655609068406,0.000144327261319977,0.00520806457869536,0.958753988098566,0.00520806457869536
"4930523C07Rik",0.317300952741937,0.885622974005659,0.317300952741937,0.672869080234363,0.992475034962596,0.672869080234363
"5031425E22Rik",0.104253231925409,0.662258375635902,0.104253231925409,0.412077379374442,0.962100510914255,0.412077379374442
"9530026P05Rik",0.322794865072705,0.630348632597942,0.322794865072705,0.674782241988199,0.958753988098566,0.674782241988199
"AW554918",0.225060771015926,0.723656929893202,0.225060771015926,0.588118070790634,0.966572771659037,0.588118070790634
"Aak1",0.925029943640196,0.151837457893661,0.925029943640196,0.979858542444892,0.792397830246622,0.979858542444892
"Abca1",0.0636214135437491,0.198095609334035,0.0636214135437491,0.321136658839877,0.825072240896563,0.321136658839877
"Abca6",NA,NA,NA,NA,NA,NA
"Abca8b",0.517972685349559,0.649545771918061,0.517972685349559,0.808619641912388,0.958753988098566,0.808619641912388
"Abcc4",0.987283863205542,0.0468878826075488,0.987283863205542,0.999419677633014,0.697148780875396,0.999419677633014
"Abcc5",0.0221020587961439,0.193960736732153,0.0221020587961439,0.177435108342001,0.825072240896563,0.177435108342001
"Abcg2",0.691941807094309,0.231087210983724,0.691941807094309,0.88585811798687,0.850019883893974,0.88585811798687
"Abhd17b",0.000776542533103524,0.425723455879911,0.000776542533103524,0.0188145162306225,0.914141872077098,0.0188145162306225
"Abi1",1.1966702785255e-13,0.00149312825135352,1.1966702785255e-13,3.0272756580281e-11,0.110037060262792,3.0272756580281e-11
"Ablim1",0.00227889821490526,0.400900636446198,0.00227889821490526,0.0420109931791231,0.907395035968023,0.0420109931791231
"Ablim3",0.267687297775819,0.0783869665074456,0.267687297775819,0.627935901836499,0.754532042349804,0.627935901836499
"Abtb2",0.77131608103676,0.425415630703077,0.77131608103676,0.914712440605724,0.914141872077098,0.914712440605724
"Acap2",0.686696747112398,0.93049257476955,0.686696747112398,0.884282487110562,0.995318546989382,0.884282487110562
"Acbd6",0.547328658509445,0.016278942562321,0.547328658509445,0.821241839768314,0.502153295867084,0.821241839768314
"Acer2",0.000695366736572105,0.74463932502255,0.000695366736572105,0.017602119182482,0.96935699674424,0.017602119182482
"Acer3",0.561485957748434,0.818664539563604,0.561485957748434,0.82559830851546,0.980871091967538,0.82559830851546
"Ackr3",0.95855579589241,0.324816647564721,0.95855579589241,0.991891781472561,0.867030263971971,0.991891781472561
"Actn1",0.054995939130902,0.76411741823116,0.054995939130902,0.297048129828057,0.973406031768474,0.297048129828057
"Actr3",0.95094491423682,0.409061561206921,0.95094491423682,0.99091207353742,0.91205446096984,0.99091207353742
"Acvr1",0.903104695923682,0.883925438391609,0.903104695923682,0.971286331711692,0.992475034962596,0.971286331711692
"Acyp2",0.00241884212937221,0.482229070442731,0.00241884212937221,0.0436420877810136,0.93111524453203,0.0436420877810136
"Adam10",0.202077753757953,0.0173580616170368,0.202077753757953,0.556484675681808,0.511240950458275,0.556484675681808
"Adam9",0.1336739923939,0.48146411811377,0.1336739923939,0.455243154819386,0.93111524453203,0.455243154819386
"Adamts1",0.84255834646576,0.0335443736875694,0.84255834646576,0.944641968970851,0.624651831475959,0.944641968970851
"Adamts5",0.925738685420292,0.292365766359654,0.925738685420292,0.979858542444892,0.856762791841957,0.979858542444892
"Adamts9",0.404370722276655,0.259001524233334,0.404370722276655,0.744947023999457,0.850019883893974,0.744947023999457
"Adamtsl3",0.047704087479833,0.15427214394182,0.047704087479833,0.280551205009542,0.792397830246622,0.280551205009542
"Adarb1",0.504348764054689,0.759013452307923,0.504348764054689,0.801433574374228,0.971697735394206,0.801433574374228
"Adcy9",0.0591808712751327,0.472294810950726,0.0591808712751327,0.308891473289134,0.930860121583116,0.308891473289134
"Adgra2",0.00814991228349301,0.977381773973518,0.00814991228349301,0.0975581921690491,0.999185518122046,0.0975581921690491
"Adgrf5",0.553730132987804,0.478452130882455,0.553730132987804,0.821632813252244,0.93111524453203,0.821632813252244
"Adgrg6",0.00163049132550121,0.461670996529131,0.00163049132550121,0.0333170275668681,0.926073774102814,0.0333170275668681
"Adgrl2",0.561880208848209,0.552984332820257,0.561880208848209,0.82559830851546,0.95160081671874,0.82559830851546
"Adgrl4",0.0984888734123405,0.854272019281958,0.0984888734123405,0.404156516424645,0.98582107281688,0.404156516424645
"Adh6b",0.0179379517750811,0.686273096627728,0.0179379517750811,0.158980985067722,0.96285321077858,0.158980985067722
"Adipor2",0.0206033896784213,0.00835720032263042,0.0206033896784213,0.171290925953934,0.377772977914301,0.171290925953934
"Adk",0.276338507392018,0.362854489038119,0.276338507392018,0.635274601994419,0.895252341949944,0.635274601994419
"Aebp2",0.00470270349129141,0.178061919937552,0.00470270349129141,0.0731723405617453,0.812978227312308,0.0731723405617453
"Afap1l1",0.000149928119621427,0.0590297083763459,0.000149928119621427,0.00529746022662376,0.735152824917118,0.00529746022662376
"Afdn",0.322242067749783,0.310717530770992,0.322242067749783,0.674782241988199,0.865949744409109,0.674782241988199
"Aff1",0.680688593573955,0.701726619523368,0.680688593573955,0.882605393502621,0.966572771659037,0.882605393502621
"Aff4",0.789944354188166,0.981042595945728,0.789944354188166,0.922522282609139,0.999185518122046,0.922522282609139
"Afg1l",0.357505801587697,0.311537077335291,0.357505801587697,0.701770647561034,0.865949744409109,0.701770647561034
"Afg2a",0.223317148311381,0.590335433561531,0.223317148311381,0.586293937362388,0.956495548069646,0.586293937362388
