celltype,condition,gene,bb_mu
Cardiomyocyte,F1_Aged,Uimc1,0.635294117647059
Cardiomyocyte,F1_Aged,Uqcc1,0.477702702702707
Cardiomyocyte,F1_Aged,Uso1,0.447154471585157
Cardiomyocyte,F1_Aged,Usp12,0.448275862114412
Cardiomyocyte,F1_Aged,Usp33,0.533149171270722
Cardiomyocyte,F1_Aged,Usp40,0.569744597248859
Cardiomyocyte,F1_Aged,Usp7,0.480122324159132
Cardiomyocyte,F1_Aged,Utp25,0.444444444444444
Cardiomyocyte,F1_Aged,Vapb,0.735294117646652
Cardiomyocyte,F1_Aged,Vps37b,0.735294117646325
Cardiomyocyte,F1_Aged,Vps4b,0.46226415094372
Cardiomyocyte,F1_Aged,Wdcp,0.613333333333333
Cardiomyocyte,F1_Aged,Wdr43,0.574999999850014
Cardiomyocyte,F1_Aged,Wdr47,0.354166666666667
Cardiomyocyte,F1_Aged,Wdsub1,0.387096774193548
Cardiomyocyte,F1_Aged,Wwp1,0.473994111875293
Cardiomyocyte,F1_Aged,Xdh,0.627906976744171
Cardiomyocyte,F1_Aged,Xpo1,0.634361233480176
Cardiomyocyte,F1_Aged,Ythdc2,0.463414634152754
Cardiomyocyte,F1_Aged,Ywhaz,0.44979367262914
Cardiomyocyte,F1_Aged,Zcchc4,0.63404255319149
Cardiomyocyte,F1_Aged,Zdhhc1,0.68085106382978
Cardiomyocyte,F1_Aged,Zfp157,0.652173913043473
Cardiomyocyte,F1_Aged,Zfp282,0.355555555555721
Cardiomyocyte,F1_Aged,Zfp292,0.424242424303436
Cardiomyocyte,F1_Aged,Zfp317,0.555555555555556
Cardiomyocyte,F1_Aged,Zfp329,0.682352941176264
Cardiomyocyte,F1_Aged,Zfp617,0.866666666666612
Cardiomyocyte,F1_Aged,Zfp706,0.369230769231214
Cardiomyocyte,F1_Aged,Zfp780b,0.756756756754487
Cardiomyocyte,F1_Aged,Zfp790,0.7
Cardiomyocyte,F1_Aged,Zfp970,0.860465115499941
Cardiomyocyte,F1_Aged,Zfp973,0.821917808219178
Cardiomyocyte,F1_Aged,Zranb1,0.456613756613875
Cardiomyocyte,F1_Young,0610043K17Rik,0.571428571428571
Cardiomyocyte,F1_Young,2310015A10Rik,0.584905660377358
Cardiomyocyte,F1_Young,2310039L15Rik,0.623762376237623
Cardiomyocyte,F1_Young,2700049A03Rik,0.573248407643311
Cardiomyocyte,F1_Young,3110056K07Rik,0.429530201342282
Cardiomyocyte,F1_Young,4930551O13Rik,0.678571428566465
Cardiomyocyte,F1_Young,4931414P19Rik,0.387755102227543
Cardiomyocyte,F1_Young,5830418P13Rik,0.71641791044747
Cardiomyocyte,F1_Young,9330111N05Rik,0.746031746006973
Cardiomyocyte,F1_Young,AU040320,0.571969696969354
Cardiomyocyte,F1_Young,Abcc4,0.573913043478261
Cardiomyocyte,F1_Young,Ablim2,0.453608247423091
Cardiomyocyte,F1_Young,Ablim3,0.388888889328773
Cardiomyocyte,F1_Young,Abraxas2,0.375000000265334
Cardiomyocyte,F1_Young,Acad10,0.465447154475705
Cardiomyocyte,F1_Young,Acadsb,0.468864468866792
Cardiomyocyte,F1_Young,Adarb1,0.454166666671404
Cardiomyocyte,F1_Young,Adat1,0.424657534246576
Cardiomyocyte,F1_Young,Agl,0.528938290532749
Cardiomyocyte,F1_Young,Agmo,0.720930232556483
Cardiomyocyte,F1_Young,Akt2,0.428571428860057
Cardiomyocyte,F1_Young,Amfr,0.414012738853503
Cardiomyocyte,F1_Young,Ankrd17,0.531249999999829
Cardiomyocyte,F1_Young,Ankrd9,0.548780487588081
Cardiomyocyte,F1_Young,Anxa4,0.390243902439032
Cardiomyocyte,F1_Young,Ap2a1,0.272727272727284
Cardiomyocyte,F1_Young,Ap4e1,0.622950819672117
Cardiomyocyte,F1_Young,App,0.602150537634408
Cardiomyocyte,F1_Young,Arglu1,0.397058823603069
Cardiomyocyte,F1_Young,Arhgap42,0.571277719112121
Cardiomyocyte,F1_Young,Asah1,0.388888888888891
Cardiomyocyte,F1_Young,Ascc3,0.421945701361867
Cardiomyocyte,F1_Young,Atosb,0.405405405405405
Cardiomyocyte,F1_Young,Atp5mf,0.648148148166213
Cardiomyocyte,F1_Young,Atp6v0d1,0.444915254237547
Cardiomyocyte,F1_Young,Atp6v1a,0.459770114949857
Cardiomyocyte,F1_Young,Atp9a,0.45833333345385
Cardiomyocyte,F1_Young,B3gat3,0.428571428571429
Cardiomyocyte,F1_Young,B3glct,0.789473683448769
Cardiomyocyte,F1_Young,B4galt6,0.443750000005069
Cardiomyocyte,F1_Young,Banp,0.539543057983588
Cardiomyocyte,F1_Young,Bbip1,0.590909090909091
Cardiomyocyte,F1_Young,Bbx,0.568778979905025
Cardiomyocyte,F1_Young,Bcap29,0.421602787456474
Cardiomyocyte,F1_Young,Birc2,0.439790575915775
Cardiomyocyte,F1_Young,Bnip3,0.556234096688999
Cardiomyocyte,F1_Young,Bnip3l,0.439024390243908
Cardiomyocyte,F1_Young,Bphl,0.391752577319654
Cardiomyocyte,F1_Young,Btrc,0.42537313468281
Cardiomyocyte,F1_Young,Cab39l,0.357664233576643
Cardiomyocyte,F1_Young,Cables1,0.304347826914396
Cardiomyocyte,F1_Young,Canx,0.443298969072564
Cardiomyocyte,F1_Young,Capn7,0.439306358592731
Cardiomyocyte,F1_Young,Car14,0.666666666666667
Cardiomyocyte,F1_Young,Carmn,0.411330049397568
Cardiomyocyte,F1_Young,Cblb,0.478292329956601
Cardiomyocyte,F1_Young,Cbr4,0.799999999994726
Cardiomyocyte,F1_Young,Ccdc174,0.770833332930206
Cardiomyocyte,F1_Young,Ccdc59,0.627906976741817
Cardiomyocyte,F1_Young,Ccng1,0.634271099004765
Cardiomyocyte,F1_Young,Ccnh,0.623853211009174
Cardiomyocyte,F1_Young,Cct6a,0.406779661020039
Cardiomyocyte,F1_Young,Cct8,0.735294117647059
Cardiomyocyte,F1_Young,Cdc73,0.551075268813571
Cardiomyocyte,F1_Young,Cdin1,0.421800947867299
Cardiomyocyte,F1_Young,Cdk14,0.323529411764709
Cardiomyocyte,F1_Young,Cdkal1,0.48080094228512
Cardiomyocyte,F1_Young,Cdv3,0.570247933880198
Cardiomyocyte,F1_Young,Cep128,0.345454545454574
Cardiomyocyte,F1_Young,Cep192,0.369047619047624
Cardiomyocyte,F1_Young,Cep85,0.543589743565762
Cardiomyocyte,F1_Young,Chmp3,0.587499999829601
Cardiomyocyte,F1_Young,Ciapin1,0.549132947970958
Cardiomyocyte,F1_Young,Clec16a,0.457364341096162
Cardiomyocyte,F1_Young,Cltb,0.333333333334371
Cardiomyocyte,F1_Young,Cmc2,0.444444444444456
Cardiomyocyte,F1_Young,Coa7,0.605263157894426
Cardiomyocyte,F1_Young,Commd10,0.586363636363636
Cardiomyocyte,F1_Young,Cops4,0.636363636363636
Cardiomyocyte,F1_Young,Cox6b1,0.405940594117387
Cardiomyocyte,F1_Young,Cox6c,0.575520833332481
Cardiomyocyte,F1_Young,Cpox,0.561403508708696
Cardiomyocyte,F1_Young,Cpped1,0.52777777777776
Cardiomyocyte,F1_Young,Crem,0.484107579469826
Cardiomyocyte,F1_Young,Crls1,0.609756097560975
Cardiomyocyte,F1_Young,Csnk1a1,0.464449064457229
Cardiomyocyte,F1_Young,Cspp1,0.426710097719869
Cardiomyocyte,F1_Young,Ctdspl,0.448275860611147
Cardiomyocyte,F1_Young,Ctsd,0.685185184947486
Cardiomyocyte,F1_Young,Cubn,0.96874999971594
Cardiomyocyte,F1_Young,Cyp4f13,0.352272727308054
Cardiomyocyte,F1_Young,Cyth1,0.550068587100183
Cardiomyocyte,F1_Young,Dap3,0.440000000005429
Cardiomyocyte,F1_Young,Dcaf11,0.41379310434759
Cardiomyocyte,F1_Young,Dcaf6,0.537105069801616
Cardiomyocyte,F1_Young,Dcbld2,0.411764705882407
Cardiomyocyte,F1_Young,Dcun1d2,0.598173515981734
Cardiomyocyte,F1_Young,Ddx55,0.409090909090909
Cardiomyocyte,F1_Young,Dele1,0.426470589045701
Cardiomyocyte,F1_Young,Derl2,0.446428571428572
Cardiomyocyte,F1_Young,Dhx9,0.441558441558635
Cardiomyocyte,F1_Young,Dlg5,0.406250000095946
Cardiomyocyte,F1_Young,Dnajb6,0.476644423262751
Cardiomyocyte,F1_Young,Dot1l,0.453900709220094
Cardiomyocyte,F1_Young,Dph3,0.666666666665481
Cardiomyocyte,F1_Young,Dph6,0.433583959899749
Cardiomyocyte,F1_Young,Dusp12,0.657142857142857
Cardiomyocyte,F1_Young,Dvl1,0.489208633094131
Cardiomyocyte,F1_Young,Dyrk1a,0.449747899159788
Cardiomyocyte,F1_Young,E130311K13Rik,0.444444444444453
Cardiomyocyte,F1_Young,Echdc1,0.626984126984095
Cardiomyocyte,F1_Young,Edrf1,0.447916666666987
Cardiomyocyte,F1_Young,Eef1g,0.654320987319986
Cardiomyocyte,F1_Young,Eef2k,0.636363636363636
Cardiomyocyte,F1_Young,Eif3c,0.400000000024836
Cardiomyocyte,F1_Young,Emc2,0.591304347684783
Cardiomyocyte,F1_Young,Eno1,0.635294117647059
Cardiomyocyte,F1_Young,Entpd4,0.716666666666667
Cardiomyocyte,F1_Young,Epb41l4a,0.564102564102564
Cardiomyocyte,F1_Young,Ergic1,0.596774193548387
Cardiomyocyte,F1_Young,Evl,0.397260273972603
Cardiomyocyte,F1_Young,Faf2,0.438297872583952
Cardiomyocyte,F1_Young,Fam53b,0.589285714208626
Cardiomyocyte,F1_Young,Far1,0.568627450980392
Cardiomyocyte,F1_Young,Fastkd2,0.583333333333341
Cardiomyocyte,F1_Young,Fbxo40,0.44444444444613
Cardiomyocyte,F1_Young,Fech,0.586206896419888
Cardiomyocyte,F1_Young,Fgd6,0.432000000003871
Cardiomyocyte,F1_Young,Fgf14,0.595744680851064
Cardiomyocyte,F1_Young,Fnip2,0.419838329664254
Cardiomyocyte,F1_Young,Foxp1,0.614238410497277
Cardiomyocyte,F1_Young,Gak,0.44444444469578
Cardiomyocyte,F1_Young,Galnt17,0.546428571428572
Cardiomyocyte,F1_Young,Gm10649,0.137931035453073
Cardiomyocyte,F1_Young,Gm11264,0.649999999990591
Cardiomyocyte,F1_Young,Gm11732,0.576923076923112
Cardiomyocyte,F1_Young,Gm12353,0.577411167498492
Cardiomyocyte,F1_Young,Gm15856,0.404761904764732
Cardiomyocyte,F1_Young,Gm19689,0.769230769230769
Cardiomyocyte,F1_Young,Gm20647,0.553695955316318
Cardiomyocyte,F1_Young,Gm26911,0.31944444424047
Cardiomyocyte,F1_Young,Gm31013,0.412269938658815
Cardiomyocyte,F1_Young,Gm35254,0.407239819004546
Cardiomyocyte,F1_Young,Gm35417,0.432835820945909
Cardiomyocyte,F1_Young,Gm37320,0.650306748466257
Cardiomyocyte,F1_Young,Gm37829,0.315789473691954
Cardiomyocyte,F1_Young,Gm56624,0.315068493153492
Cardiomyocyte,F1_Young,Gm56874,0.349206349445238
Cardiomyocyte,F1_Young,Gm56919,0.278481012658229
Cardiomyocyte,F1_Young,Gm57403,0.608695651729333
Cardiomyocyte,F1_Young,Gm5817,0.709090909090909
Cardiomyocyte,F1_Young,Gmfb,0.325
Cardiomyocyte,F1_Young,Golga4,0.484064222381996
Cardiomyocyte,F1_Young,Gpam,0.442065491187126
Cardiomyocyte,F1_Young,Gpcpd1,0.500337512054017
Cardiomyocyte,F1_Young,Gpr157,0.35632183908046
Cardiomyocyte,F1_Young,Gpr180,0.421052631578948
Cardiomyocyte,F1_Young,Gpt2,0.633802816901405
Cardiomyocyte,F1_Young,Grb14,0.537082514720075
Cardiomyocyte,F1_Young,Gsto1,0.591397849462365
Cardiomyocyte,F1_Young,Gtpbp10,0.305555555714909
Cardiomyocyte,F1_Young,Gucy1a2,0.412213740458021
Cardiomyocyte,F1_Young,Guf1,0.458563535913085
Cardiomyocyte,F1_Young,Gyg1,0.635135134651047
Cardiomyocyte,F1_Young,H13,0.417910447766951
Cardiomyocyte,F1_Young,H6pd,0.418604651079205
Cardiomyocyte,F1_Young,Hdac1,0.592592592592558
Cardiomyocyte,F1_Young,Hdhd2,0.567839195979308
Cardiomyocyte,F1_Young,Heca,0.597701149425287
Cardiomyocyte,F1_Young,Hivep2,0.54102405922198
Cardiomyocyte,F1_Young,Hlf,0.594594593600242
Cardiomyocyte,F1_Young,Hrc,0.440000000012588
Cardiomyocyte,F1_Young,Hus1,0.457142857142857
Cardiomyocyte,F1_Young,Ifngr2,0.571428571427868
Cardiomyocyte,F1_Young,Ift81,0.561068702288135
Cardiomyocyte,F1_Young,Igf2r,0.731858407079645
Cardiomyocyte,F1_Young,Impact,0.864035087719235
Cardiomyocyte,F1_Young,Inpp5a,0.461897356148443
Cardiomyocyte,F1_Young,Insr,0.539606822780089
Cardiomyocyte,F1_Young,Ipo11,0.429487179863706
Cardiomyocyte,F1_Young,Iqgap1,0.570754716833407
Cardiomyocyte,F1_Young,Itfg1,0.549019607843138
Cardiomyocyte,F1_Young,Kansl1l,0.537868162692209
Cardiomyocyte,F1_Young,Kansl3,0.549333333331134
Cardiomyocyte,F1_Young,Katnip,0.425531915288565
Cardiomyocyte,F1_Young,Kcnd3,0.48334036271618
Cardiomyocyte,F1_Young,Klf15,0.461847389561214
Cardiomyocyte,F1_Young,Kras,0.599999999997901
Cardiomyocyte,F1_Young,L2hgdh,0.421052631578949
Cardiomyocyte,F1_Young,Ldah,0.569536423841059
Cardiomyocyte,F1_Young,Ldhb,0.617424242382407
Cardiomyocyte,F1_Young,Letm2,0.48167539267138
Cardiomyocyte,F1_Young,Lncbate10,0.679687499999963
Cardiomyocyte,F1_Young,Lrp5,0.444444444488615
Cardiomyocyte,F1_Young,Lrrc39,0.463524130191286
Cardiomyocyte,F1_Young,Luc7l,0.457446808510785
Cardiomyocyte,F1_Young,Map4,0.480693900392487
Cardiomyocyte,F1_Young,Map4k3,0.457409568285875
Cardiomyocyte,F1_Young,Mbd1,0.45054945194597
Cardiomyocyte,F1_Young,Mcee,0.353535353536323
Cardiomyocyte,F1_Young,Mdm4,0.473033707865194
Cardiomyocyte,F1_Young,Mef2a,0.546428571428462
Cardiomyocyte,F1_Young,Mff,0.411522633858362
Cardiomyocyte,F1_Young,Mgrn1,0.57273918741805
Cardiomyocyte,F1_Young,Mical2,0.450971731448764
Cardiomyocyte,F1_Young,Mipep,0.424581005586592
Cardiomyocyte,F1_Young,Mir100hg,0.591428571263524
Cardiomyocyte,F1_Young,Mir133a-1hg,0.534199657499572
Cardiomyocyte,F1_Young,Mir378c,0.303030303087832
Cardiomyocyte,F1_Young,Mix23,0.575562700964487
Cardiomyocyte,F1_Young,Mlh3,0.338028169015012
Cardiomyocyte,F1_Young,Mmaa,0.448356807515628
Cardiomyocyte,F1_Young,Mn1,0.313953488552163
Cardiomyocyte,F1_Young,Mov10,0.313432835820897
Cardiomyocyte,F1_Young,Mpp7,0.489494605323951
Cardiomyocyte,F1_Young,Mrpl48,0.423280423280424
Cardiomyocyte,F1_Young,Mtcl1,0.393939393940316
Cardiomyocyte,F1_Young,Myh10,0.627450979979669
Cardiomyocyte,F1_Young,Myo18a,0.552665799739627
Cardiomyocyte,F1_Young,Naa40,0.601423487544483
Cardiomyocyte,F1_Young,Nadk2,0.416666666682674
Cardiomyocyte,F1_Young,Narf,0.62815884476308
Cardiomyocyte,F1_Young,Ndc1,0.428571428571873
Cardiomyocyte,F1_Young,Ndufa6,0.382899628394754
Cardiomyocyte,F1_Young,Nme2,0.597402597402585
Cardiomyocyte,F1_Young,Nmnat1,0.46376811594648
Cardiomyocyte,F1_Young,Nolc1,0.380952381099909
Cardiomyocyte,F1_Young,Noxred1,0.619047617984437
Cardiomyocyte,F1_Young,Npepl1,0.395061728395062
Cardiomyocyte,F1_Young,Nppb,0.469448584223805
Cardiomyocyte,F1_Young,Nqo1,0.343283582089552
Cardiomyocyte,F1_Young,Ntm,0.215686274597671
Cardiomyocyte,F1_Young,Nudcd2,0.27272727272733
Cardiomyocyte,F1_Young,Osmr,0.416666666842633
Cardiomyocyte,F1_Young,P4htm,0.320000000002043
Cardiomyocyte,F1_Young,Parg,0.916666665894432
Cardiomyocyte,F1_Young,Parm1,0.585714285711867
Cardiomyocyte,F1_Young,Pcnp,0.474747474747534
Cardiomyocyte,F1_Young,Pcyt1a,0.423728813559322
Cardiomyocyte,F1_Young,Pde3a,0.471402416697278
Cardiomyocyte,F1_Young,Pdgfa,0.296296296449621
Cardiomyocyte,F1_Young,Pgm1,0.451178451256092
Cardiomyocyte,F1_Young,Pgrmc2,0.30434782608708
Cardiomyocyte,F1_Young,Phf14,0.456943366952026
Cardiomyocyte,F1_Young,Pik3r3,0.361111111199687
Cardiomyocyte,F1_Young,Pinx1,0.642857142678808
Cardiomyocyte,F1_Young,Plekha6,0.574206755314066
Cardiomyocyte,F1_Young,Plekhm2,0.490325483725853
Cardiomyocyte,F1_Young,Plin2,0.323529411764742
Cardiomyocyte,F1_Young,Plin4,0.483653846155488
Cardiomyocyte,F1_Young,Pmepa1,0.42000000000001
Cardiomyocyte,F1_Young,Pmm2,0.44155844168253
Cardiomyocyte,F1_Young,Polr3a,0.430656934153847
Cardiomyocyte,F1_Young,Ppm1k,0.426415094414667
Cardiomyocyte,F1_Young,Ppp1r9a,0.472808441558439
Cardiomyocyte,F1_Young,Ppp2cb,0.578947368421074
Cardiomyocyte,F1_Young,Ppp2r5a,0.57166666666562
Cardiomyocyte,F1_Young,Prdm5,0.592841163310963
Cardiomyocyte,F1_Young,Prkacb,0.576802507766518
Cardiomyocyte,F1_Young,Prodh,0.571428571428571
Cardiomyocyte,F1_Young,Psma2,0.559322033898305
Cardiomyocyte,F1_Young,Psmd1,0.462365591397849
Cardiomyocyte,F1_Young,Psmd12,0.409090909090909
Cardiomyocyte,F1_Young,Ptcd2,0.632911391949407
Cardiomyocyte,F1_Young,Ptpn12,0.491166077738517
Cardiomyocyte,F1_Young,Pus7,0.388157894736845
Cardiomyocyte,F1_Young,Pvt1,0.61666666663177
Cardiomyocyte,F1_Young,Qsox1,0.230769230769265
Cardiomyocyte,F1_Young,Ranbp9,0.535290006986494
Cardiomyocyte,F1_Young,Rbpj,0.552147239263804
Cardiomyocyte,F1_Young,Rcbtb2,0.358974358974362
Cardiomyocyte,F1_Young,Rcor1,0.553672316364174
Cardiomyocyte,F1_Young,Rere,0.442886597938287
Cardiomyocyte,F1_Young,Rgs7bp,0.396396396396445
Cardiomyocyte,F1_Young,Rhoa,0.572481572305277
Cardiomyocyte,F1_Young,Rnf144b,0.527631578844873
Cardiomyocyte,F1_Young,Rnf170,0.636363636361961
Cardiomyocyte,F1_Young,Rnf217,0.438271604938272
Cardiomyocyte,F1_Young,Rnpep,0.604166666658689
Cardiomyocyte,F1_Young,Rock1,0.556463595839385
Cardiomyocyte,F1_Young,Rph3al,0.653846153846152
Cardiomyocyte,F1_Young,Rpl21,0.222222222222222
Cardiomyocyte,F1_Young,Rpn2,0.37007874015748
Cardiomyocyte,F1_Young,Rsph3a,0.422222222314933
Cardiomyocyte,F1_Young,Rwdd3,0.4
Cardiomyocyte,F1_Young,Rxrg,0.625
Cardiomyocyte,F1_Young,Ryk,0.418604651170384
Cardiomyocyte,F1_Young,Sbf2,0.458638154192868
Cardiomyocyte,F1_Young,Scmh1,0.570469798657718
Cardiomyocyte,F1_Young,Scube2,0.392000000000053
Cardiomyocyte,F1_Young,Sdad1,0.394736842268321
Cardiomyocyte,F1_Young,Sdf4,0.453125000018819
Cardiomyocyte,F1_Young,Sec22a,0.68387096774193
Cardiomyocyte,F1_Young,Selenoi,0.602272727272643
Cardiomyocyte,F1_Young,Septin7,0.425149700676898
Cardiomyocyte,F1_Young,Sf1,0.570707070652828
Cardiomyocyte,F1_Young,Sfpq,0.546413502104361
Cardiomyocyte,F1_Young,Sft2d3,0.363636363636372
Cardiomyocyte,F1_Young,Sh3bgr,0.573951434878587
Cardiomyocyte,F1_Young,Shisa3,0.65714285810237
Cardiomyocyte,F1_Young,Shld2,0.44444444444445
Cardiomyocyte,F1_Young,Slc25a27,0.555555555555552
Cardiomyocyte,F1_Young,Slc25a51,0.639999998984003
Cardiomyocyte,F1_Young,Slco3a1,0.471262817053874
Cardiomyocyte,F1_Young,Slco5a1,0.570019723836377
Cardiomyocyte,F1_Young,Smc5,0.439490445864159
Cardiomyocyte,F1_Young,Smim10l1,0.651685393258427
Cardiomyocyte,F1_Young,Snhg11,0.647058823527775
Cardiomyocyte,F1_Young,Snrk,0.448148148148925
Cardiomyocyte,F1_Young,Snrnp40,0.642857142857142
Cardiomyocyte,F1_Young,Snx15,0.612903225804413
Cardiomyocyte,F1_Young,Snx16,0.423076923076923
Cardiomyocyte,F1_Young,Snx29,0.55774647885923
Cardiomyocyte,F1_Young,Snx9,0.580645160941755
Cardiomyocyte,F1_Young,Sp3,0.578313252984317
Cardiomyocyte,F1_Young,Spag1,0.727272726149596
Cardiomyocyte,F1_Young,Spata31f1e,0.948717948709419
Cardiomyocyte,F1_Young,Spop,0.560040363267041
Cardiomyocyte,F1_Young,Sppl3,0.457399103164429
Cardiomyocyte,F1_Young,Srsf2,0.484347826086962
Cardiomyocyte,F1_Young,Ssr3,0.631578947368408
Cardiomyocyte,F1_Young,Stk4,0.58695652173913
Cardiomyocyte,F1_Young,Strap,0.454545454537827
Cardiomyocyte,F1_Young,Stxbp5,0.464516129057521
Cardiomyocyte,F1_Young,Sufu,0.381818182144547
Cardiomyocyte,F1_Young,Sulf1,0.352941176470588
Cardiomyocyte,F1_Young,Suz12,0.545253863134362
Cardiomyocyte,F1_Young,Szrd1,0.71186440658738
Cardiomyocyte,F1_Young,Tapt1,0.410714285881274
Cardiomyocyte,F1_Young,Tbrg4,0.392857142858032
Cardiomyocyte,F1_Young,Tcf3,0.333333333766185
Cardiomyocyte,F1_Young,Tdp2,0.409722222294813
Cardiomyocyte,F1_Young,Tdrd3,0.421465968586818
Cardiomyocyte,F1_Young,Tgfbr2,0.340425531915052
Cardiomyocyte,F1_Young,Thoc7,0.643835616432272
Cardiomyocyte,F1_Young,Tmem106b,0.566284779050396
Cardiomyocyte,F1_Young,Tmem168,0.380952381021857
Cardiomyocyte,F1_Young,Tmpo,0.402985074689545
Cardiomyocyte,F1_Young,Tmt1a,0.619047617980326
Cardiomyocyte,F1_Young,Tnfrsf23,0.0714285724024898
Cardiomyocyte,F1_Young,Top2b,0.46410684474185
Cardiomyocyte,F1_Young,Tox,0.377049180327921
Cardiomyocyte,F1_Young,Tox3,0.458563535937219
Cardiomyocyte,F1_Young,Tox4,0.749999999068202
Cardiomyocyte,F1_Young,Trdn,0.480579878647003
Cardiomyocyte,F1_Young,Trpc4ap,0.570996978840035
Cardiomyocyte,F1_Young,Ttc13,0.592592592590918
Cardiomyocyte,F1_Young,Tut4,0.548201438848778
Cardiomyocyte,F1_Young,Twf2,0.540540540540493
Cardiomyocyte,F1_Young,Txn2,0.615384615384615
Cardiomyocyte,F1_Young,Uba3,0.436893203884171
Cardiomyocyte,F1_Young,Ube2b,0.536318951392383
Cardiomyocyte,F1_Young,Ubl3,0.454038997233873
Cardiomyocyte,F1_Young,Ubn2,0.456059735792493
Cardiomyocyte,F1_Young,Ubr3,0.522520242914978
Cardiomyocyte,F1_Young,Unc45b,0.464548319330703
Cardiomyocyte,F1_Young,Vamp5,0.581081081081019
Cardiomyocyte,F1_Young,Vcp,0.539344262294716
Cardiomyocyte,F1_Young,Vegfc,0.624999999989504
Cardiomyocyte,F1_Young,Vps13a,0.470600998047545
Cardiomyocyte,F1_Young,Vps13c,0.571917808208335
Cardiomyocyte,F1_Young,Vti1b,0.599999999999913
Cardiomyocyte,F1_Young,Vwa5a,0.377777778084721
Cardiomyocyte,F1_Young,Wbp11,0.676470586463183
Cardiomyocyte,F1_Young,Wee1,0.404761904761905
Cardiomyocyte,F1_Young,Wipi1,0.446880269817513
Cardiomyocyte,F1_Young,Wwtr1,0.449004975124728
Cardiomyocyte,F1_Young,Yae1d1,0.599999999999997
Cardiomyocyte,F1_Young,Ywhaq,0.40068493202649
Cardiomyocyte,F1_Young,Zbed5-ps,0.55245683928565
Cardiomyocyte,F1_Young,Zc3h12c,0.652173912811178
Cardiomyocyte,F1_Young,Zc3h14,0.536697247703486
Cardiomyocyte,F1_Young,Zcrb1,0.630434782431573
Cardiomyocyte,F1_Young,Zfhx2,0.631578947368345
Cardiomyocyte,F1_Young,Zfp146,0.317073170731707
Cardiomyocyte,F1_Young,Zfp33b,0.749999999997121
Cardiomyocyte,F1_Young,Zfp385b,0.580195258003301
Cardiomyocyte,F1_Young,Zfp397,0.608856088560886
Cardiomyocyte,F1_Young,Zfp408,0.666666666315445
Cardiomyocyte,F1_Young,Zfp738,0.644444444444444
Cardiomyocyte,F1_Young,Zfp771,0.327272727275658
Cardiomyocyte,F1_Young,Zfp874a,0.411764705882353
Fibroblast,F1_Aged,5830417I10Rik,0.793103447765525
Fibroblast,F1_Aged,Abra,0.269999999999999
Fibroblast,F1_Aged,Acin1,0.412698412757817
Fibroblast,F1_Aged,Acss3,0.422857142965115
Fibroblast,F1_Aged,Adamtsl5,0.374384236510559
Fibroblast,F1_Aged,Adarb1,0.400383141762452
Fibroblast,F1_Aged,Adra1a,0.362186788154898
Fibroblast,F1_Aged,Aff3,0.339805825243912
Fibroblast,F1_Aged,Agap1,0.422562141835082
Fibroblast,F1_Aged,Alcam,0.247058823714951
Fibroblast,F1_Aged,Amd1,0.407407407407407
Fibroblast,F1_Aged,Anapc10,0.6875
Fibroblast,F1_Aged,Ankrd6,0.396825396825413
Fibroblast,F1_Aged,Anxa1,0.747474747474744
Fibroblast,F1_Aged,Anxa2,0.614545454545455
Fibroblast,F1_Aged,Apba1,0.597345132743319
Fibroblast,F1_Aged,Apbb2,0.579295154077513
Fibroblast,F1_Aged,Arl15,0.440569744700827
Fibroblast,F1_Aged,Arl8b,0.303571428571431
Fibroblast,F1_Aged,B230216N24Rik,0.619047618969756
Fibroblast,F1_Aged,Camk1d,0.567226890474984
Fibroblast,F1_Aged,Carmil1,0.403614458373426
Fibroblast,F1_Aged,Ccbe1,0.337004405286344
Fibroblast,F1_Aged,Cemip2,0.621739130434772
Fibroblast,F1_Aged,Cers6,0.308510638321226
Fibroblast,F1_Aged,Clasp2,0.431707317086174
Fibroblast,F1_Aged,Clec3b,0.387543252595156
Fibroblast,F1_Aged,Cmya5,0.621495327102779
Fibroblast,F1_Aged,Col3a1,0.410609037328098
Fibroblast,F1_Aged,Col4a4,0.39344262295082
Fibroblast,F1_Aged,Cryab,0.756756755641181
Fibroblast,F1_Aged,Cwc27,0.400000000193261
Fibroblast,F1_Aged,Dcun1d3,0.429906542056075
Fibroblast,F1_Aged,Dennd5b,0.447089946744899
Fibroblast,F1_Aged,Dip2c,0.57247706420211
Fibroblast,F1_Aged,Dpep1,0.568452380951918
Fibroblast,F1_Aged,Dysf,0.370370370370371
Fibroblast,F1_Aged,Ece1,0.57818181817894
Fibroblast,F1_Aged,Ehbp1,0.549037580201649
Fibroblast,F1_Aged,Enox1,0.344444444444554
Fibroblast,F1_Aged,Epb41,0.422018348629822
Fibroblast,F1_Aged,Eps8,0.57520325203252
Fibroblast,F1_Aged,Fancc,0.267605633952854
Fibroblast,F1_Aged,Fap,0.375
Fibroblast,F1_Aged,Fer,0.425531914897126
Fibroblast,F1_Aged,Flnb,0.565384615339114
Fibroblast,F1_Aged,Flrt2,0.386486486501327
Fibroblast,F1_Aged,Fnip2,0.435374149843424
Fibroblast,F1_Aged,Galnt1,0.455555555753327
Fibroblast,F1_Aged,Glud1,0.596026490066225
Fibroblast,F1_Aged,Gm35041,0.336244542806553
Fibroblast,F1_Aged,Gsta3,0.369369369371419
Fibroblast,F1_Aged,Heg1,0.46183500385505
