celltype,condition,gene,bb_mu
Fibroblast,F1_Aged,Hmcn2,0.393162393706946
Fibroblast,F1_Aged,Homer1,0.409937888198757
Fibroblast,F1_Aged,Irak3,0.621262458471678
Fibroblast,F1_Aged,Jak2,0.608333333333325
Fibroblast,F1_Aged,Kank1,0.240963856606435
Fibroblast,F1_Aged,Klhl5,0.333333333333333
Fibroblast,F1_Aged,Limd1,0.453083109919645
Fibroblast,F1_Aged,Lrrc2,0.634285714285715
Fibroblast,F1_Aged,Lrrk2,0.437500000006442
Fibroblast,F1_Aged,Ltbp1,0.396618986072188
Fibroblast,F1_Aged,Map2k5,0.400000000146765
Fibroblast,F1_Aged,Mast4,0.446681580909769
Fibroblast,F1_Aged,Metap1d,0.666666666660298
Fibroblast,F1_Aged,Mfap5,0.422330097236694
Fibroblast,F1_Aged,Mgat5,0.380487804878049
Fibroblast,F1_Aged,Micos10,0.325842696630589
Fibroblast,F1_Aged,Mir99ahg,0.441911997467553
Fibroblast,F1_Aged,Mpp7,0.891341256364378
Fibroblast,F1_Aged,Myof,0.38135593220339
Fibroblast,F1_Aged,Nbea,0.446985447034301
Fibroblast,F1_Aged,Ncald,0.641509433962264
Fibroblast,F1_Aged,Ndfip1,0.385321100976697
Fibroblast,F1_Aged,Nfkb1,0.597889800321001
Fibroblast,F1_Aged,Nisch,0.579831932773109
Fibroblast,F1_Aged,Nr1d2,0.582222222222222
Fibroblast,F1_Aged,Nr3c2,0.417518248401124
Fibroblast,F1_Aged,Nrg4,0.200000000613309
Fibroblast,F1_Aged,Nrip1,0.445825932529885
Fibroblast,F1_Aged,Nt5e,0.835616438356164
Fibroblast,F1_Aged,Nufip2,0.586592178768347
Fibroblast,F1_Aged,Nvl,0.577464788732394
Fibroblast,F1_Aged,Pappa,0.68493150682511
Fibroblast,F1_Aged,Pde1a,0.592880978865406
Fibroblast,F1_Aged,Pdlim5,0.545639864096369
Fibroblast,F1_Aged,Pdlim7,0.648148148148127
Fibroblast,F1_Aged,Pdzd2,0.555801104971381
Fibroblast,F1_Aged,Phf14,0.387096774291425
Fibroblast,F1_Aged,Picalm,0.598095238091134
Fibroblast,F1_Aged,Pip4k2a,0.410377358490567
Fibroblast,F1_Aged,Pla2r1,0.666666665144675
Fibroblast,F1_Aged,Plpp3,0.622432859399684
Fibroblast,F1_Aged,Pphln1,0.411764705882353
Fibroblast,F1_Aged,Ppp2ca,0.419191919197529
Fibroblast,F1_Aged,Pptc7,0.720588234073629
Fibroblast,F1_Aged,Prdm5,0.590517241274106
Fibroblast,F1_Aged,Prdx1,0.391304347829808
Fibroblast,F1_Aged,Prkab2,0.416666666667141
Fibroblast,F1_Aged,Prkacb,0.632653060533143
Fibroblast,F1_Aged,Prkd1,0.662280701754385
Fibroblast,F1_Aged,Ptpn2,0.356521739913804
Fibroblast,F1_Aged,Pvt1,0.406340057636888
Fibroblast,F1_Aged,Pxk,0.301980198019805
Fibroblast,F1_Aged,Rad51b,0.684210526315788
Fibroblast,F1_Aged,Rbm28,0.574257425526522
Fibroblast,F1_Aged,Rgs17,0.250000000000143
Fibroblast,F1_Aged,Rmdn1,0.579967689674742
Fibroblast,F1_Aged,Rnf13,0.607954545454507
Fibroblast,F1_Aged,Rp1,0.177777777799605
Fibroblast,F1_Aged,Rras2,0.359154929577465
Fibroblast,F1_Aged,Rsrc1,0.619047619047619
Fibroblast,F1_Aged,Scara5,0.622807017511238
Fibroblast,F1_Aged,Scarb2,0.638888888888889
Fibroblast,F1_Aged,Serinc1,0.342105263158348
Fibroblast,F1_Aged,Sh3rf1,0.426666666667157
Fibroblast,F1_Aged,Slain2,0.375816993464054
Fibroblast,F1_Aged,Slc10a6,0.400000000000043
Fibroblast,F1_Aged,Slc1a5,0.404040404285529
Fibroblast,F1_Aged,Slc25a21,0.322222222282905
Fibroblast,F1_Aged,Slc25a4,0.354679802955665
Fibroblast,F1_Aged,Slc44a2,0.345454545454546
Fibroblast,F1_Aged,Sntb1,0.313725490196116
Fibroblast,F1_Aged,Sparc,0.389570552152567
Fibroblast,F1_Aged,Spred1,0.588571428571429
Fibroblast,F1_Aged,Sqstm1,0.345794392523369
Fibroblast,F1_Aged,Syk,0.401574803373272
Fibroblast,F1_Aged,Tmcc3,0.678160919540229
Fibroblast,F1_Aged,Tmem234,0.741935483870047
Fibroblast,F1_Aged,Tmod3,0.422222222290736
Fibroblast,F1_Aged,Tnfaip6,0.756756756756639
Fibroblast,F1_Aged,Tpm1,0.576576576461216
Fibroblast,F1_Aged,Tpst1,0.448979591836735
Fibroblast,F1_Aged,Trim54,0.368159203980099
Fibroblast,F1_Aged,Tspan5,0.628124999344699
Fibroblast,F1_Aged,Tut7,0.350364963519923
Fibroblast,F1_Aged,Ubr5,0.427561837560557
Fibroblast,F1_Aged,Ugdh,0.601213040181858
Fibroblast,F1_Aged,Vegfc,0.616071428571429
Fibroblast,F1_Aged,Vim,0.451807228917456
Fibroblast,F1_Aged,Vldlr,0.672955974842767
Fibroblast,F1_Aged,Vps36,0.259259259795154
Fibroblast,F1_Aged,Vwa5a,0.30769230770379
Fibroblast,F1_Aged,Xdh,0.633507853403141
Fibroblast,F1_Aged,Zfp53,0.709677419354827
Fibroblast,F1_Aged,Zfp799,0.351851851851852
Fibroblast,F1_Aged,Zhx1,0.316326530612299
Fibroblast,F1_Young,9330162G02Rik,0.200000000018503
Fibroblast,F1_Young,Acss1,0.602189781021898
Fibroblast,F1_Young,Adam19,0.322784810126584
Fibroblast,F1_Young,Aldh1a1,0.648148148148148
Fibroblast,F1_Young,Ank3,0.641509433962264
Fibroblast,F1_Young,Ankra2,0.181818181941118
Fibroblast,F1_Young,Apoe,0.377777777777778
Fibroblast,F1_Young,Appl1,0.314285714320801
Fibroblast,F1_Young,Arb2a,0.424036281181103
Fibroblast,F1_Young,Arhgap20,0.79487179486491
Fibroblast,F1_Young,Atp11a,0.333333333707771
Fibroblast,F1_Young,B830012L14Rik,0.075000000723457
Fibroblast,F1_Young,Cacna2d1,0.669345579793337
Fibroblast,F1_Young,Cald1,0.59999999969825
Fibroblast,F1_Young,Camkmt,0.375661375661376
Fibroblast,F1_Young,Casc3,0.33333333333402
Fibroblast,F1_Young,Ccdc50,0.363636363669382
Fibroblast,F1_Young,Ccnd3,0.402515723388849
Fibroblast,F1_Young,Ckmt2,0.412064571102605
Fibroblast,F1_Young,Clptm1,0.380952380952381
Fibroblast,F1_Young,Col1a2,0.333333333333334
Fibroblast,F1_Young,Creb5,0.405458089668616
Fibroblast,F1_Young,Ctdspl,0.378378378378379
Fibroblast,F1_Young,Ctnnal1,0.735849056590143
Fibroblast,F1_Young,Cyp4f13,0.190476190476192
Fibroblast,F1_Young,Cyp7b1,0.111111111116044
Fibroblast,F1_Young,Efna5,0.314222712238177
Fibroblast,F1_Young,Egln1,0.683673469387755
Fibroblast,F1_Young,Eml4,0.415730337078653
Fibroblast,F1_Young,Filip1,0.424507658697889
Fibroblast,F1_Young,Fxr1,0.59375
Fibroblast,F1_Young,Fxyd1,0.289473684211419
Fibroblast,F1_Young,Gm12092,0.320000000000001
Fibroblast,F1_Young,Gm20757,0.862068964860995
Fibroblast,F1_Young,Golga4,0.394463667820073
Fibroblast,F1_Young,Hdac9,0.663716814159002
Fibroblast,F1_Young,Hectd2os,0.666666666666462
Fibroblast,F1_Young,Ifi205,0.636363636363636
Fibroblast,F1_Young,Intu,0.647887323943662
Fibroblast,F1_Young,Itga1,0.420689655305428
Fibroblast,F1_Young,Junb,0.30909090909091
Fibroblast,F1_Young,Ldlr,0.799999999999999
Fibroblast,F1_Young,Lima1,0.607692307690857
Fibroblast,F1_Young,Malt1,0.330275229357811
Fibroblast,F1_Young,Manba,0.739130434782573
Fibroblast,F1_Young,Mat2a,0.633540372670807
Fibroblast,F1_Young,Mef2d,0.367346939442752
Fibroblast,F1_Young,Mier1,0.253731343284091
Fibroblast,F1_Young,Mtr,0.735849056603736
Fibroblast,F1_Young,Mybpc3,0.623574144486662
Fibroblast,F1_Young,Nipsnap2,0.573333333119717
Fibroblast,F1_Young,Parp4,0.397959183775899
Fibroblast,F1_Young,Pcolce2,0.402777778795055
Fibroblast,F1_Young,Pcsk7,0.333333333333987
Fibroblast,F1_Young,Pdgfrb,0.269230769395287
Fibroblast,F1_Young,Peli2,0.409448819071856
Fibroblast,F1_Young,Per2,0.627906976744186
Fibroblast,F1_Young,Pigk,0.695652173891241
Fibroblast,F1_Young,Plcb4,0.623376623376623
Fibroblast,F1_Young,Pln,0.611232676878192
Fibroblast,F1_Young,Ppp1r14c,0.297297297847821
Fibroblast,F1_Young,Prune2,0.755555555555556
Fibroblast,F1_Young,Ptpn3,0.357142857153098
Fibroblast,F1_Young,Pus10,0.354838709682212
Fibroblast,F1_Young,Pygb,0.748538011695839
Fibroblast,F1_Young,R3hcc1l,0.406593406587985
Fibroblast,F1_Young,Rab30,0.391061452513976
Fibroblast,F1_Young,Rian,0.18439716312059
Fibroblast,F1_Young,Sdccag8,0.397849462389385
Fibroblast,F1_Young,Sik3,0.430191972301808
Fibroblast,F1_Young,Snrk,0.351351351351352
Fibroblast,F1_Young,Socs5,0.340909090909092
Fibroblast,F1_Young,St3gal1,0.6
Fibroblast,F1_Young,Stard9,0.37837837882385
Fibroblast,F1_Young,Strip2,0.749999999999835
Fibroblast,F1_Young,Tecrl,0.375816993464053
Fibroblast,F1_Young,Tfdp2,0.641791044776119
Fibroblast,F1_Young,Tle4,0.338235294118177
Fibroblast,F1_Young,Tnfaip8,0.705202312138599
Fibroblast,F1_Young,Tnnt2,0.623501199040766
Fibroblast,F1_Young,Tpd52l2,0.321428571428572
Fibroblast,F1_Young,Trim24,0.309523809524345
Fibroblast,F1_Young,Usp54,0.642335766423358
Fibroblast,F1_Young,Xpr1,0.421686746987957
Fibroblast,F1_Young,Zswim6,0.391774891774892
