"gene","statistic","df","p_intercept","p_sex","pvalue","phi_raw","phi_used","padj_intercept","padj_sex","padj"
"1700025G04Rik",NA,213,0.893307640839819,0.674627662357731,0.893307640839819,1.1059428730188,1.51723135810191,0.996584777191283,0.999329098929397,0.996584777191283
"2210408F21Rik",NA,95,0.814287031535145,0.291393957810729,0.814287031535145,1.11420291393887,1.46846000238112,0.991656630855276,0.999329098929397,0.991656630855276
"2210408I21Rik",NA,24,0.784063556538641,0.110129694344073,0.784063556538641,1.6085175665935,1.01639650673044,0.987827760887203,0.999329098929397,0.987827760887203
"2610307P16Rik",NA,310,0.66612280762765,0.666122807627636,0.66612280762765,1.20014546468596,1.62619077687385,0.924992085963375,0.999329098929397,0.924992085963375
"2900026A02Rik",NA,110,0.0170369034617265,0.963340514036903,0.0170369034617265,1.03038029799869,1.39203619190179,0.173614159086166,1,0.173614159086166
"4732440D04Rik",NA,94,0.00102065778485746,0.293149711924949,0.00102065778485746,1.18573904551562,1.42992324406775,0.0250412573287932,0.999329098929397,0.0250412573287932
"4732471J01Rik",NA,112,0.000111312251049828,0.0861307932308856,0.000111312251049828,1.08940661565749,1.34938608259699,0.00463182644646229,0.999329098929397,0.00463182644646229
"4930523C07Rik",NA,100,0.983964891907377,0.227255317813991,0.983964891907377,1.04025476753983,1.41378206594948,1,0.999329098929397,1
"5031425E22Rik",NA,118,0.814906684044756,0.4046716692787,0.814906684044756,1.09516791936114,1.48232329670648,0.991656630855276,0.999329098929397,0.991656630855276
"5330438D12Rik",NA,65,0.564397448130879,0.420542314622249,0.564397448130879,1.10531788164956,1.43133921040785,0.884821637788368,0.999329098929397,0.884821637788368
"9530026P05Rik",NA,401,0.114855190239369,0.917986510584113,0.114855190239369,1.32437665956635,1.7605658271089,0.475324686905956,1,0.475324686905956
"9630014M24Rik",NA,128,0.840055317595685,0.0428407655876416,0.840055317595685,1.23904263742789,1.59249380505937,0.991656630855276,0.999329098929397,0.991656630855276
"AU020206",NA,86,0.134407270264906,0.428429091096013,0.134407270264906,1.07293281938346,1.40800048785272,0.504111406640196,0.999329098929397,0.504111406640196
"AW554918",NA,152,0.818803137180453,0.818803137180452,0.818803137180453,1.13141939232649,1.53459053385874,0.991656630855276,0.999850728343472,0.991656630855276
"Aak1",NA,130,0.108646448525409,0.735753283952626,0.108646448525409,1.12115843449924,1.49895782682719,0.468305064721823,0.999329098929397,0.468305064721823
"Abca8a",NA,37,0.993549193944481,0.994038783941562,0.993549193944481,1.0977531645621,1.20759405136016,1,1,1
"Abcb1a",NA,77,0.0115032288578098,0.899926851782569,0.0115032288578098,1.14876028736,1.43020198689265,0.136760609753961,1,0.136760609753961
"Abcc4",NA,89,3.55537460330122e-05,0.0964552989623323,3.55537460330122e-05,1.103032508249,1.30553020632494,0.00161392459265007,0.999329098929397,0.00161392459265007
"Abcc5",NA,90,0.799198519506008,0.541854350336123,0.799198519506008,1.07756879119349,1.44260935396472,0.991656630855276,0.999329098929397,0.991656630855276
"Abcg2",NA,105,0.219021541114683,0.634754113547002,0.219021541114683,1.08729420635495,1.46269922340042,0.619045789792066,0.999329098929397,0.619045789792066
"Abhd17b",NA,51,0.0646147146800212,0.171874955418228,0.0646147146800212,1.26378501478627,1.34596583533515,0.36252000970289,0.999329098929397,0.36252000970289
"Abi1",NA,252,0.0969836007096789,0.42261613271612,0.0969836007096789,1.03177101634138,1.43189969462763,0.442246825593597,0.999329098929397,0.442246825593597
"Abi2",NA,54,0.609433321449611,0.923932741684347,0.609433321449611,1.1286786616214,1.36229507336383,0.90657466243839,1,0.90657466243839
"Ablim1",NA,733,0.0436206247351071,0.922208083608564,0.0436206247351071,1.16892370317338,1.56188796767592,0.29041642601418,1,0.29041642601418
"Ablim3",NA,368,0.0902350752717841,0.271576040497485,0.0902350752717841,1.21867211455649,1.63326212800467,0.428456012923684,0.999329098929397,0.428456012923684
"Acer2",NA,230,3.71925411855465e-06,0.451246124047414,3.71925411855465e-06,1.11774774030212,1.45012258860345,0.000253247394072494,0.999329098929397,0.000253247394072494
"Acer3",NA,58,0.190896355198947,0.503631594002527,0.190896355198947,1.134694980472,1.42583819299622,0.582129204643205,0.999329098929397,0.582129204643205
"Ackr3",NA,122,0.0352373539061844,0.189151343297836,0.0352373539061844,1.25411567963215,1.59112837160466,0.251359791197449,0.999329098929397,0.251359791197449
"Actn1",NA,73,0.00464976339025031,0.172898028709403,0.00464976339025031,1.09122133445408,1.3548143916488,0.0740994208361166,0.999329098929397,0.0740994208361166
"Actn4",NA,93,0.870545916276948,0.0831842065361926,0.870545916276948,1.03366922750383,1.39087665798466,0.991656630855276,0.999329098929397,0.991656630855276
"Actr2",NA,129,0.345569862738471,0.0993787622042703,0.345569862738471,0.958424148568556,1.35472682051086,0.74915145351987,0.999329098929397,0.74915145351987
"Actr3",NA,101,0.825038891773053,0.325853442637176,0.825038891773053,1.07807349422255,1.44652070033877,0.991656630855276,0.999329098929397,0.991656630855276
"Acvr2a",NA,126,0.202100163074835,0.666425605044898,0.202100163074835,1.1728675204789,1.55074323006784,0.600857963129282,0.999329098929397,0.600857963129282
"Acyp2",NA,262,0.00063765438784199,0.309779406286307,0.00063765438784199,1.26512231378782,1.65549934105082,0.0176890050553204,0.999329098929397,0.0176890050553204
"Adam10",NA,159,0.0127276168395636,0.0928922779142714,0.0127276168395636,1.09708153684598,1.46331739185093,0.143353158087716,0.999329098929397,0.143353158087716
"Adamts1",NA,63,0.0301013202895616,0.555464157955003,0.0301013202895616,1.38104572589958,1.55952069432616,0.23011582566547,0.999329098929397,0.23011582566547
"Adamts9",NA,450,0.329956964975217,0.774844808820027,0.329956964975217,1.63761573153316,2.08557402606488,0.740796143692459,0.999850728343472,0.740796143692459
"Adamtsl1",NA,29,0.0860096500894453,0.0860096500894452,0.0860096500894453,1.62775756434088,1.15959006732406,0.423823867874964,0.999329098929397,0.423823867874964
"Adamtsl3",NA,128,0.00245553753728803,0.803525495500695,0.00245553753728803,1.20771481913722,1.5253079687542,0.0454122868007094,0.999850728343472,0.0454122868007094
"Adarb1",NA,139,0.714008714357156,0.560481069565754,0.714008714357156,1.04935524716725,1.45377759823966,0.951230146944041,0.999329098929397,0.951230146944041
"Adcy9",NA,80,0.435622897452846,0.160265811044791,0.435622897452846,1.10151275702125,1.44196938773764,0.805871489434679,0.999329098929397,0.805871489434679
"Adgrf5",NA,397,0.171089846352261,0.496656859387026,0.171089846352261,1.05957534791793,1.46415197220439,0.553547710228266,0.999329098929397,0.553547710228266
"Adgrl2",NA,313,0.00160093877337253,0.170132563048002,0.00160093877337253,1.2298135068946,1.62386199550068,0.0352512676169555,0.999329098929397,0.0352512676169555
"Adgrl4",NA,572,0.206643765609161,0.683379653848839,0.206643765609161,1.23594594542696,1.6581201344099,0.603415908153067,0.999329098929397,0.603415908153067
"Adh1",NA,46,0.292612851051307,0.0113958676467631,0.292612851051307,1.23249493519581,1.24147922849272,0.707733907936719,0.999329098929397,0.707733907936719
"Adipor2",NA,207,0.129373636264838,0.858763108160631,0.129373636264838,1.14016576877289,1.54496127130332,0.504111406640196,0.999850728343472,0.504111406640196
