gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
4732440D04Rik,F1_Aged,2.4299264377987e-4,0.2883,shared,0.0331260510865951,0.3381,M2
9330159M07Rik,F1_Aged,2.01283746327739e-8,0.0606,shared,1.0599023919035e-10,0.0764,M2
9530026P05Rik,F1_Aged,1.2609611628614e-4,0.7351,shared,0.0857706038265011,0.6485,M2
Actc1,F1_Aged,0.00449758611013455,0.3409,shared,0.00878904867255752,0.3284,M2
Adra1a,F1_Aged,0.0183531467252892,0.3441,shared,0.00183018745851735,0.3025,M2
Aig1,F1_Aged,0.00102973450801566,0.287,shared,0.00206837723380972,0.2842,M2
Airn,F1_Aged,2.4543241227921e-4,0.2909,shared,3.36876301984202e-33,0.9308,M2
Apoe,F1_Aged,3.5035448069178e-4,0.7404,shared,0.00126220005897795,0.7635,M2
App,F1_Aged,1.60915917031115e-6,0.7253,shared,5.44664246192425e-6,0.7362,M2
Art1,F1_Aged,0.00298662540678629,0.3134,shared,0.0864311373241159,0.3752,M2
Cacna1c,F1_Aged,0.00460947959566778,0.568,shared,0.00126220005897795,0.5776,M2
Cacna2d1,F1_Aged,7.864191429244189e-12,0.7608,shared,9.81661807914967e-7,0.7366,M2
Clic4,F1_Aged,1.50736916405739e-7,0.271,shared,2.8282982942174497e-13,0.196,M2
Cobll1,F1_Aged,2.6093876499927e-4,0.6513,shared,3.25087684887781e-6,0.7259,M2
Cped1,F1_Aged,0.0651979520154803,0.3982,shared,0.0760210884823678,0.3433,M2
Cradd,F1_Aged,6.4812732511545e-4,0.3188,shared,0.087666174349853,0.3296,M2
D830032E09Rik,F1_Aged,3.4604239680004997e-19,0.977,shared,5.1778112660951e-8,0.9582,M2
Dock4,F1_Aged,0.0696355808889193,0.6119,shared,0.00717698452083089,0.6336,M2
Efna5,F1_Aged,1.11979016888775e-9,0.2506,shared,6.26095949949014e-8,0.286,M2
Fhod3,F1_Aged,6.2323535405691e-5,0.6135,shared,1.35964612897341e-5,0.6166,M2
Filip1,F1_Aged,0.0196899226469379,0.3989,shared,0.0120549777437889,0.4049,M2
Fmn1,F1_Aged,7.86409849009682e-8,0.1207,shared,1.01009718955398e-5,0.1749,M2
Frs2,F1_Aged,0.0603838144675065,0.6349,shared,0.0156057417547146,0.7043,M2
Gfod1,F1_Aged,0.0225690492963878,0.7263,shared,0.0998986401206621,0.7236,M2
Gm12295,F1_Aged,1.71297819884945e-8,0.819,shared,0.00222098673087829,0.7633,M2
Gm26862,F1_Aged,0.0679784300320351,0.3907,shared,0.00126220005897795,0.3214,M2
Gm35330,F1_Aged,1.16476218029093e-11,0.8301,shared,1.1829108327536e-4,0.7907,M2
Gm40124,F1_Aged,7.98294331144544e-6,0.0832,shared,1.1987224343683202e-9,0.0517,M2
Grb10,F1_Aged,0.0166175467220385,0.7634,shared,2.09831297612235e-5,0.0714,M2
Grm1,F1_Aged,2.58331866442655e-119,0.9949,shared,2.96550327633213e-81,0.9894,M2
Hand2os1,F1_Aged,0.0525245228615169,0.6416,shared,0.0864311373241159,0.6485,M2
Itpr2,F1_Aged,5.5768800277250595e-11,0.1726,shared,5.83439764736139e-9,0.1926,M2
Kcnn2,F1_Aged,2.7151085758702e-4,0.7371,shared,0.00826012011133078,0.6814,M2
Kcnq1ot1,F1_Aged,4.6729970806609e-4,0.2568,shared,3.60470702816826e-6,0.8544,M2
Kif1b,F1_Aged,4.6729970806609e-4,0.3627,shared,0.0708433501752237,0.4025,M2
Lama2,F1_Aged,4.2142848782554004e-18,0.2466,shared,8.5792111219872e-8,0.3271,M2
Magi1,F1_Aged,1.04428863380033e-7,0.2702,shared,5.48020807510336e-8,0.2644,M2
Malat1,F1_Aged,8.4141142021991e-4,0.4625,shared,2.45528059376572e-5,0.4633,M2
Malt1,F1_Aged,2.28183060418067e-7,0.1821,shared,9.2647387836447e-4,0.2472,M2
Mtr,F1_Aged,7.76900618262015e-5,0.7887,shared,0.0474042059565864,0.7599,M2
Mtss1,F1_Aged,0.01147132444221,0.3252,shared,0.00873559578852458,0.3276,M2
Myh6,F1_Aged,7.40277661752218e-5,0.5799,shared,5.27657346033045e-5,0.5866,M2
Myot,F1_Aged,1.5592782859102e-4,0.7876,shared,0.099184351756139,0.6612,M2
Myzap,F1_Aged,8.0303627747913e-4,0.3512,shared,0.00878904867255752,0.3608,M2
Noct,F1_Aged,0.00110952009920782,0.7435,shared,0.0771028509119609,0.7638,M2
Nt5e,F1_Aged,1.4101760053442e-4,0.8723,shared,0.0345453644917557,0.7667,M2
Pcdh7,F1_Aged,0.0240042673655231,0.5683,shared,0.00347666137531152,0.5807,M2
Pde4b,F1_Aged,0.0216590893703916,0.3954,shared,0.00711655698676389,0.3967,M2
Pde7b,F1_Aged,1.41317857669218e-6,0.3112,shared,0.0484196645162882,0.3837,M2
Pdlim3,F1_Aged,9.18610713208675e-7,0.1584,shared,4.24385119635357e-8,0.1328,M2
Pfkfb2,F1_Aged,4.6729970806609e-4,0.3211,shared,2.9236524545138e-8,0.2442,M2
Pln,F1_Aged,5.3482424095454e-4,0.6174,shared,0.00873559578852458,0.6187,M2
Ppig,F1_Aged,0.0808143156954272,0.3331,shared,0.0359264141384355,0.6975,M2
Ppip5k2,F1_Aged,0.00198686602192783,0.6291,shared,0.0455030162977716,0.6351,M2
Prkg1,F1_Aged,1.9165318319197302e-14,0.1246,shared,6.5552889984436305e-15,0.1085,M2
Prune2,F1_Aged,7.65229769770375e-6,0.7101,shared,1.5330273107208e-4,0.7167,M2
Ptprg,F1_Aged,5.2485048931328e-4,0.6607,shared,0.00478405496712222,0.6338,M2
Stard13,F1_Aged,7.8184033824256e-4,0.7088,shared,0.00450949786521611,0.7554,M2
Svil,F1_Aged,0.0354164690882109,0.3491,shared,0.0295897820143241,0.3418,M2
Tacc2,F1_Aged,0.0137698052932325,0.6075,shared,0.00533837676151358,0.6214,M2
Tanc2,F1_Aged,0.0808143156954272,0.3084,shared,1.322763791809e-4,0.2759,M2
Tecrl,F1_Aged,0.00460947959566778,0.3443,shared,0.0524825314287511,0.373,M2
Thsd7a,F1_Aged,2.7486036997822097e-22,0.0088,shared,0.0146676766236493,0.2032,M2
Usp25,F1_Aged,0.004183515142125,0.2571,shared,2.414084987842e-4,0.2361,M2
Vav3,F1_Aged,9.0827665851627e-4,0.2963,shared,7.77808050638453e-9,0.2565,M2
Zeb1,F1_Aged,0.0270924136068832,0.7213,shared,0.0819928071079996,0.7293,M2
4732440D04Rik,F1_Young,0.0331260510865951,0.3381,shared,2.4299264377987e-4,0.2883,M2
9330159M07Rik,F1_Young,1.0599023919035e-10,0.0764,shared,2.01283746327739e-8,0.0606,M2
9530026P05Rik,F1_Young,0.0857706038265011,0.6485,shared,1.2609611628614e-4,0.7351,M2
Actc1,F1_Young,0.00878904867255752,0.3284,shared,0.00449758611013455,0.3409,M2
Adra1a,F1_Young,0.00183018745851735,0.3025,shared,0.0183531467252892,0.3441,M2
Aig1,F1_Young,0.00206837723380972,0.2842,shared,0.00102973450801566,0.287,M2
Airn,F1_Young,3.36876301984202e-33,0.9308,shared,2.4543241227921e-4,0.2909,M2
