"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","phi_raw","phi_shrunk","tot_gene_mean","N"
"Dcaf11",0.430166666666667,0.428960096735193,1.5063080775547,1.50515625434602,1.44009169720047,1.5063080775547,1.50515625434602,1.10266666666667,3000
"Impa1",0.581,0.578853578853531,1.52846996831772,1.52717789343722,1.45799506883348,1.52846996831772,1.52717789343722,1.12233333333333,3000
"Dnaja4",0.534,0.529975362613646,1.68455488549023,1.68157941254849,1.5655594655289,1.68455488549023,1.68157941254849,1.21766666666667,3000
"Ndufb2",0.494666666666667,0.494602272917386,1.61745263141685,1.61492101793906,1.51186271382403,1.61745263141685,1.61492101793906,1.17333333333333,3000
"Cwf19l2",0.425777777777778,0.424905660377371,1.80569648232117,1.80264015835653,1.68168956845068,1.80569648232117,1.80264015835653,1.325,3000
"Polr3b",0.504999999999999,0.502277904213748,1.6142042187405,1.61167386602605,1.50872451913626,1.6142042187405,1.61167386602605,1.17066666666667,3000
"Ddit4",0.751333333333333,0.750147666858434,1.26926811740168,1.27770431689079,1.46402577824465,1.26926811740168,1.27770431689079,1.12866666666667,3000
"Snurf",0.236222222222222,0.235705950991871,1.10061626976953,1.11575720706287,1.47793682023346,1.10061626976953,1.11575720706287,1.14266666666667,3000
"Maml3",0.643833333333333,0.645438120929506,1.77088912009624,1.77355794082767,1.80019547019111,1.77088912009624,1.77355794082767,1.476,3000
"Dhx30",0.493555555555555,0.487150199885756,1.61723131280485,1.61444389199733,1.50483306076411,1.61723131280485,1.61444389199733,1.16733333333333,3000
"Abcf3",0.436666666666666,0.437655860349135,1.46561569221571,1.46490599034612,1.41213545372414,1.46561569221571,1.46490599034612,1.06933333333333,3000
"Ghr",0.524003619916662,0.520960904380351,2.39627025242754,2.39344055332905,2.26436672010406,2.39627025242754,2.39344055332905,3.53833333333333,3000
"Rimoc1",0.609666666666667,0.61002304147464,1.54892143918599,1.54821337522785,1.49351946844932,1.54892143918599,1.54821337522785,1.15733333333333,3000
"Nfyc",0.492508321308321,0.498758865248226,2.00687357646297,2.01036971590674,2.05264860048887,2.00687357646297,2.01036971590674,1.88,3000
"Hsd17b11",0.745333333333332,0.745275035257321,1.32749357001812,1.33596405666869,1.52179082488531,1.32749357001812,1.33596405666869,1.18166666666667,3000
"Sacm1l",0.385666666666667,0.379068716094071,1.95804565678688,1.95381335241222,1.79912167875098,1.95804565678688,1.95381335241222,1.47466666666667,3000
"Spta1",0.542333333333333,0.541115434349702,1.77377051772846,1.77037561952377,1.64149871115085,1.77377051772846,1.77037561952377,1.285,3000
"Zfp386",0.524333333333334,0.525943396224889,1.56531471775596,1.56297109500126,1.46596207054034,1.56531471775596,1.56297109500126,1.13066666666667,3000
"Cyp4f17",0.432,0.434521931208554,1.44650194392681,1.44611864736371,1.40216660734627,1.44650194392681,1.44611864736371,1.05633333333333,3000
"Pla2r1",0.450666666666667,0.452221899739342,1.58144702527584,1.57915633499158,1.4831236655449,1.58144702527584,1.57915633499158,1.14766666666667,3000
"Mindy3",0.441166666666667,0.43681159420291,1.57532407907707,1.57335033980708,1.48558732096009,1.57532407907707,1.57335033980708,1.15,3000
"Tmem259",0.463,0.458445844676501,1.53330040088331,1.53143887395535,1.44754390195137,1.53330040088331,1.53143887395535,1.111,3000
"Pla2r1_rep1",0.696999999999998,0.694387305316427,1.36366384098864,1.36884723029625,1.46955428532086,1.36366384098864,1.36884723029625,1.13433333333333,3000
"Cecr2",0.563777777777781,0.561017786557435,1.76715593975928,1.76632992608275,1.70346370582103,1.76715593975928,1.76632992608275,1.34933333333333,3000
"Impa1_rep1",0.498333333333333,0.49896785608965,1.56797979675446,1.56552631953631,1.46563824625769,1.56797979675446,1.56552631953631,1.13033333333333,3000
"Dnajb9",0.494333333333333,0.494238932686477,1.52482219016917,1.52288145891494,1.4371560634299,1.52482219016917,1.52288145891494,1.09933333333333,3000
"Bbs2",0.269666666666667,0.269113149847101,1.19339544219479,1.20330117648834,1.42908489249125,1.19339544219479,1.20330117648834,1.09,3000
"Ercc6",0.653,0.650043490866847,1.48903051495427,1.49020685890268,1.48523364236157,1.48903051495427,1.49020685890268,1.14966666666667,3000
"Cfdp1",0.517666666666666,0.507758159438388,1.72782867653695,1.72451961205739,1.59892695928118,1.72782867653695,1.72451961205739,1.246,3000
"Abcd3",0.530408730158731,0.534457323347911,2.03018148709419,2.02660530432147,1.88703179832938,2.03018148709419,2.02660530432147,1.58166666666667,3000
"Cyp39a1",0.554666666666667,0.553808948004823,1.51432329763017,1.51287765134967,1.44009169720047,1.51432329763017,1.51287765134967,1.10266666666667,3000
"Auh",0.448,0.451982800386276,1.92205128806282,1.91690446522393,1.73961783789314,1.92205128806282,1.91690446522393,1.39533333333333,3000
"Anapc16",0.515166666666667,0.51548318206059,1.72991424110334,1.72664237607674,1.60195414695138,1.72991424110334,1.72664237607674,1.24866666666667,3000
"Eva1c",0.360444444444444,0.352515985543536,1.55602461343767,1.55690712778826,1.54282091041413,1.55602461343767,1.55690712778826,1.199,3000
"Oser1",0.527666666666667,0.530769230718414,1.49714409905412,1.49570436111965,1.42347516401078,1.49714409905412,1.49570436111965,1.08333333333333,3000
"Tmem184c",0.500333333333333,0.506129597197887,1.58370133448265,1.58110765242396,1.47725445378543,1.58370133448265,1.58110765242396,1.142,3000
"Creb5",0.547,0.538523435928394,2.28876953048238,2.27774725742576,1.94118887386972,2.28876953048238,2.27774725742576,1.657,3000
"Smurf2",0.604333333333336,0.598986058281139,1.65571623950438,1.65779338737271,1.67198025970971,1.65571623950438,1.65779338737271,1.315,3000
"Mrpl23",0.403666666666667,0.407361197754203,1.44111021892156,1.44127914527764,1.41161081743942,1.44111021892156,1.44127914527764,1.06866666666667,3000
"Atpsckmt",0.396,0.399452388195904,1.47514822543417,1.47490829601467,1.43395571784218,1.47514822543417,1.47490829601467,1.09566666666667,3000
"Stradb",0.443333333333333,0.440549635445863,1.63027649640049,1.62796474743696,1.53024023770346,1.63027649640049,1.62796474743696,1.18866666666667,3000
"Zbed5-ps",0.36266666666667,0.362221189676702,1.71343474658385,1.71702028981709,1.76851392800506,1.71343474658385,1.71702028981709,1.43466666666667,3000
"Mrpl23_rep1",0.422666666666667,0.420398009950231,1.45956566950367,1.45915707010585,1.41424817837214,1.45956566950367,1.45915707010585,1.072,3000
"Phf12",0.518,0.519692034349382,1.55918803431502,1.55688836091918,1.4611505416197,1.55918803431502,1.55688836091918,1.12566666666667,3000
"Slc4a7",0.398833333333333,0.402691253426381,1.80253911094142,1.80003557624101,1.69333050392251,1.80253911094142,1.80003557624101,1.33766666666667,3000
"Irf2",0.393296031746032,0.392284263959411,1.96959470439014,1.9698898508165,1.9309891702322,1.96959470439014,1.9698898508165,1.64166666666667,3000
"9430037G07Rik",0.225033333333333,0.224484104852199,1.069891300792,1.08842661072565,1.538347526648,1.069891300792,1.08842661072565,1.19533333333333,3000
"Tbcd",0.558333333333334,0.560975609756111,1.53554204114612,1.53393203765049,1.45643210925565,1.53554204114612,1.53393203765049,1.12066666666667,3000
"Trmt61b",0.558,0.557864357864346,1.58515638739082,1.58302406017907,1.49096359538573,1.58515638739082,1.58302406017907,1.155,3000
"Atxn7",0.5215,0.508911819810593,1.96660741363543,1.96054456796092,1.75872406505702,1.96660741363543,1.96054456796092,1.42133333333333,3000
"Myo19",0.273999999999999,0.27579365079967,1.38501656351435,1.39112420133101,1.51502107199064,1.38501656351435,1.39112420133101,1.176,3000
"Pias2",0.498833333333336,0.503680078508344,1.80048203093706,1.79872573922891,1.71122514460668,1.80048203093706,1.79872573922891,1.35866666666667,3000
"Atg3",0.441666666666668,0.44256756756769,1.42965142220229,1.43074850193153,1.42514418603064,1.42965142220229,1.43074850193153,1.08533333333333,3000
"Gna12",0.579333333333333,0.578133783024194,1.61563675206896,1.61374046878853,1.52701201161708,1.61563675206896,1.61374046878853,1.186,3000
"Impa1_rep2",0.529,0.530527563707439,1.55596095504579,1.55374388068858,1.46019966257217,1.55596095504579,1.55374388068858,1.12466666666667,3000
"Eif3h",0.506,0.507543103448258,1.71553738542939,1.71230462501614,1.58895804260346,1.71553738542939,1.71230462501614,1.23733333333333,3000
"Deptor",0.164311111111111,0.159825115375278,0.999944918102365,1.02794444582467,1.72213548861085,0.999944918102365,1.02794444582467,1.37233333333333,3000
"Gm35330",0.800169228157463,0.804761026017173,1.69627979437866,1.71909483298412,2.26395089820105,1.69627979437866,1.71909483298412,3.61266666666667,3000
"Tiam1",0.298333333333333,0.297504798467671,1.48098144936562,1.48537763988311,1.56313669066581,1.48098144936562,1.48537763988311,1.21566666666667,3000
"Cdc73",0.553111111111111,0.551472320376895,1.9445083704012,1.93908169254153,1.75409103207525,1.9445083704012,1.93908169254153,1.415,3000
"Prpf3",0.480333333333333,0.47812200574989,1.44542979963022,1.44474177552504,1.39300318712284,1.44542979963022,1.44474177552504,1.04366666666667,3000
"Cct4",0.351,0.345921450151074,1.42377739954474,1.4256731484954,1.44068169707943,1.42377739954474,1.4256731484954,1.10333333333333,3000
"Klf15",0.475,0.477124183035358,1.62283539801778,1.62009169194473,1.51146929750643,1.62283539801778,1.62009169194473,1.173,3000
"Apbb2",0.701611111111111,0.698738560472113,1.56727930730549,1.57372721605002,1.70204713790404,1.56727930730549,1.57372721605002,1.34766666666667,3000
"Syk",0.414333333333334,0.410962364233407,1.78602719525787,1.78349940554907,1.67656209501994,1.78602719525787,1.78349940554907,1.31966666666667,3000
"Zfp608",0.5275,0.525208027396251,1.88484789867062,1.88010054119959,1.71393211449715,1.88484789867062,1.88010054119959,1.362,3000
"Snhg11",0.616972222222222,0.628820076907474,2.13719232723702,2.13147886380923,1.93459049002545,2.13719232723702,2.13147886380923,1.647,3000
"Uevld",0.489666666666666,0.483433734940363,1.5328838968163,1.53089133946956,1.44364716353519,1.5328838968163,1.53089133946956,1.10666666666667,3000
"Gnaq",0.487816666666666,0.483523583892057,2.11776540610198,2.10995956633012,1.85989040347715,2.11776540610198,2.10995956633012,1.54766666666667,3000
"Resf1",0.558616332624914,0.56596916299096,2.68374348786429,2.66998423301699,2.25394368470897,2.68374348786429,2.66998423301699,3.02666666666667,3000
"Macrod1",0.561881746031747,0.560508134611124,1.97828129084149,1.9739615918998,1.81655211349815,1.97828129084149,1.9739615918998,1.49566666666667,3000
"Acox1",0.46365,0.47507703466342,2.19808610584284,2.19393832206387,2.03575031394886,2.19808610584284,2.19393832206387,1.839,3000
"Paip2",0.545722222222222,0.545924648784435,1.86418985109045,1.85994335796283,1.70710220558321,1.86418985109045,1.85994335796283,1.35366666666667,3000
"Mob4",0.571333333333333,0.574678240047896,1.51931710579402,1.51805916896296,1.4499674256772,1.51931710579402,1.51805916896296,1.11366666666667,3000
"Col5a1",0.252555555555555,0.25516224189163,1.27373362596735,1.28205452566857,1.46531486865351,1.27373362596735,1.28205452566857,1.13,3000
"Deptor_rep1",0.165513888888889,0.158284024871632,1.01676321421047,1.04352954636139,1.70571022637537,1.01676321421047,1.04352954636139,1.352,3000
"Gm33609",0.18,0.179772306066806,1.18688548143692,1.20395417893193,1.61351761319032,1.18688548143692,1.20395417893193,1.259,3000
"Rftn1",0.569666666666667,0.574037089871593,1.59462879553994,1.59271362663141,1.50599664910786,1.59462879553994,1.59271362663141,1.16833333333333,3000
"Gclm",0.591166666666667,0.587185488589793,1.54469798014181,1.54343239914509,1.47454590533213,1.54469798014181,1.54343239914509,1.13933333333333,3000
"Ralgapa1",0.524088612313612,0.534439178515028,1.97480845385316,1.98243613680713,2.13138568414633,1.97480845385316,1.98243613680713,2.11,3000
"Zfand3",0.49995873015873,0.495614035087705,1.99361410003768,1.99376844848645,1.95069167315294,1.99361410003768,1.99376844848645,1.672,3000
"Gsto1",0.687388888888889,0.684109589039436,1.51611490877289,1.51926867771936,1.56434875917282,1.51611490877289,1.51926867771936,1.21666666666667,3000
"Rnf217",0.463666666666667,0.4579774042853,1.66915181463522,1.66637611696754,1.55584089977728,1.66915181463522,1.66637611696754,1.20966666666667,3000
"Gm19689",0.651333333333333,0.650117508813102,1.46916741630858,1.47049560630531,1.46988365147695,1.46916741630858,1.47049560630531,1.13466666666667,3000
"Limk2",0.652333333333333,0.649877149877114,1.4062892364181,1.40824273045998,1.42514418603064,1.4062892364181,1.40824273045998,1.08533333333333,3000
"Ube2q2",0.549333333333333,0.551791713076689,1.6389025003849,1.63636567168252,1.53266762489027,1.6389025003849,1.63636567168252,1.19066666666667,3000
"Rnf217_rep1",0.462333333333333,0.466150870465537,1.66791181092421,1.66502893447764,1.55177539014168,1.66791181092421,1.66502893447764,1.20633333333333,3000
