"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","phi_raw","phi_shrunk","tot_gene_mean","N"
"Smim14",0.466166666666667,0.462637620232223,1.96426786395574,1.95833658024556,1.75994392884649,1.96426786395574,1.95833658024556,1.423,3000
"Ikzf2",0.487266666666667,0.488001900689382,1.94310961184222,1.93740374357818,1.74528889751155,1.94310961184222,1.93740374357818,1.403,3000
"Nkiras1",0.643666666666667,0.646986469864716,1.40853860998647,1.41036782168695,1.42403016996287,1.40853860998647,1.41036782168695,1.084,3000
"Miga2",0.563666666666666,0.565168790520835,2.01389708254146,2.00812363997556,1.81260646676595,2.01389708254146,2.00812363997556,1.491,3000
"Ice1",0.74,0.743305632500658,1.23392481844765,1.24212381046657,1.42319816320796,1.23392481844765,1.24212381046657,1.083,3000
"Gm56984",0.665,0.674380551657424,1.80050432880901,1.80065881904334,1.76214154654754,1.80050432880901,1.80065881904334,1.426,3000
"Resf1_rep1",0.312399463434344,0.31582374673952,2.45051761776707,2.44538017683214,2.25586642041675,2.45051761776707,2.44538017683214,3.07133333333333,3000
"Msl1",0.481666666666667,0.479244114003385,1.49076283588543,1.48933116668916,1.41745936320862,1.49076283588543,1.48933116668916,1.076,3000
"Lnpep",0.421343253968252,0.426019928557993,1.96765331121324,1.97082296939375,2.00565763298684,1.96765331121324,1.97082296939375,1.773,3000
"Wdr70",0.527555555555556,0.526754503885175,1.71473818493979,1.71163632153034,1.59166420393125,1.71473818493979,1.71163632153034,1.23966666666667,3000
"Usp19",0.346666666666666,0.344257079223677,1.34985050196253,1.35277260808542,1.39583642665163,1.34985050196253,1.35277260808542,1.04766666666667,3000
"Unc45a",0.603666666666667,0.607872151524093,1.50932692194204,1.5088789415827,1.46178652602544,1.50932692194204,1.5088789415827,1.12633333333333,3000
"Ift43",0.622666666666667,0.626479750778779,1.41496085198546,1.41612781268675,1.41266151199491,1.41496085198546,1.41612781268675,1.07,3000
"Fermt2",0.59612962962963,0.590134925898127,1.99037609497873,1.98597195191829,1.82611236439188,1.99037609497873,1.98597195191829,1.507,3000
"Fah",0.168472222222222,0.170848267623644,0.930519622128237,0.950926165732908,1.45210516295991,0.930519622128237,0.950926165732908,1.116,3000
"Msl1_rep1",0.486666666666667,0.48444306160589,1.48480232943988,1.48344869146936,1.41371787834101,1.48480232943988,1.48344869146936,1.07133333333333,3000
"Nup42",0.491,0.492576419213979,1.58796280852102,1.58532882656333,1.48034198272326,1.58796280852102,1.58532882656333,1.145,3000
"Rab20",0.350333333333333,0.351982618142506,1.59271638176689,1.59354359918874,1.57717418101568,1.59271638176689,1.59354359918874,1.22733333333333,3000
"Tmem170b",0.501333333333333,0.500766166104796,1.50879990821284,1.50706922376562,1.42710648248019,1.50879990821284,1.50706922376562,1.08766666666667,3000
"D830024N08Rik",0.563474747474747,0.559793148028423,2.08365863291787,2.07708265589124,1.85934628890368,2.08365863291787,2.07708265589124,1.547,3000
"Mast2",0.681487485286164,0.679545870714776,1.75992629712536,1.7764019729485,2.15724375554358,1.75992629712536,1.7764019729485,5.461,3000
"Ip6k3",0.787444444444445,0.784791544333546,1.04699199471931,1.06382113623647,1.47054381685879,1.04699199471931,1.06382113623647,1.13533333333333,3000
"Arpc5",0.491666666666666,0.492824427480963,1.51372110440331,1.51193771746676,1.43050782014924,1.51372110440331,1.51193771746676,1.09166666666667,3000
"Gdpd5",0.463,0.464210208420876,1.52515179021134,1.52334243194107,1.4409770724653,1.52515179021134,1.52334243194107,1.10366666666667,3000
"Rbm28",0.656666666666667,0.666298647529441,1.53900434172193,1.54090805451227,1.55340231273022,1.53900434172193,1.54090805451227,1.20766666666667,3000
"Ogfrl1",0.683,0.683281993837643,1.4838579915443,1.48698960504587,1.53226272954667,1.4838579915443,1.48698960504587,1.19033333333333,3000
"Per2",0.685999999999996,0.688116100762319,1.44754173175066,1.45323957489944,1.56515605383285,1.44754173175066,1.45323957489944,1.21733333333333,3000
"Slc31a1",0.68,0.685841943590401,1.48540836521594,1.48863535136518,1.53631682466496,1.48540836521594,1.48863535136518,1.19366666666667,3000
"Cubn",0.904666666666666,0.905729008790576,0.644506042221558,0.674847047515292,1.43744859089524,0.644506042221558,0.674847047515292,1.09966666666667,3000
"Lima1",0.6,0.598793796668571,1.56364677879517,1.5625380150146,1.4972245665038,1.56364677879517,1.5625380150146,1.16066666666667,3000
"Zswim6",0.513333333333333,0.5194101062674,2.12934346752507,2.1207846453513,1.85113925207654,2.12934346752507,2.1207846453513,1.537,3000
"Snx21",0.515,0.51471025259865,1.55452443761161,1.55225373917022,1.45736873139432,1.55452443761161,1.55225373917022,1.12166666666667,3000
"Pex19",0.509666666666666,0.513652912619943,1.52269415076065,1.52080948903432,1.43657166881638,1.52269415076065,1.52080948903432,1.09866666666667,3000
"Ube4a",0.507666666666667,0.512935586061285,1.75048088007278,1.74704092429735,1.61755839445371,1.75048088007278,1.74704092429735,1.26266666666667,3000
"Zpbp",0.463333333333333,0.468242665944284,1.61872116940272,1.61601056298592,1.50833375810374,1.61872116940272,1.61601056298592,1.17033333333333,3000
"Cul5",0.388222222222222,0.387478849407769,1.84089871852266,1.83826423408947,1.72729721574835,1.84089871852266,1.83826423408947,1.379,3000
"Popdc2",0.511666666666667,0.511360283269415,1.56646870090338,1.56404635263242,1.46499193539022,1.56646870090338,1.56404635263242,1.12966666666667,3000
"Nkiras1_rep1",0.672,0.670353302611153,1.37653858135686,1.37957220425325,1.42486518267108,1.37653858135686,1.37957220425325,1.085,3000
"Cdcp3",0.0265111111111111,0.0278893878517028,0.288178682586722,0.343341708264247,1.75067464158729,0.288178682586722,0.343341708264247,1.41033333333333,3000
"Clcn3",0.401666666666667,0.396370582617539,1.85337362678613,1.85076299568392,1.74011315989931,1.85337362678613,1.85076299568392,1.396,3000
"Ifrd1",0.622785758523182,0.627097729516269,2.16835397133431,2.17345782157461,2.25314151015786,2.16835397133431,2.17345782157461,4.052,3000
"Zdhhc8",0.581666666666666,0.582699619771832,1.43019002656021,1.43028464977504,1.39896915429245,1.43019002656021,1.43028464977504,1.052,3000
"Maml3_rep1",0.473666666666667,0.472454826001522,2.08933273369384,2.0814798696298,1.83087600249257,2.08933273369384,2.0814798696298,1.51266666666667,3000
"Arap2",0.528333333333333,0.529603314880836,1.55159849168782,1.54958896766906,1.46146832574447,1.55159849168782,1.54958896766906,1.126,3000
"Gls",0.335333333333333,0.34076163610752,1.5171770980781,1.51869413911352,1.52179082488531,1.5171770980781,1.51869413911352,1.18166666666667,3000
"Dek",0.493333333333333,0.490272373540871,1.5442367706511,1.54206532521913,1.4499674256772,1.5442367706511,1.54206532521913,1.11366666666667,3000
"Hibch",0.639333333333334,0.636246122026764,1.69123695448772,1.69103717080386,1.64601575825926,1.69123695448772,1.69103717080386,1.28933333333333,3000
"Synpo2",0.360822338037699,0.376810603990166,2.74998670206791,2.7319117121139,2.20367232410225,2.74998670206791,2.7319117121139,4.87866666666667,3000
"Ppip5k1",0.440144444444444,0.448818897637807,2.00801816611134,2.00480086861415,1.8749504453062,2.00801816611134,2.00480086861415,1.56633333333333,3000
"Ccdc9b",0.493333333333334,0.494162196276477,1.4646901693778,1.46364012627216,1.40216660734627,1.4646901693778,1.46364012627216,1.05633333333333,3000
"Pitpnb",0.687333333333333,0.683853859751685,1.41253669470883,1.41581799624536,1.46661106848302,1.41253669470883,1.41581799624536,1.13133333333333,3000
"Kdelr2",0.4065,0.401448837911277,1.48650059538375,1.48613032582069,1.4415685866282,1.48650059538375,1.48613032582069,1.10433333333333,3000
"Dync2h1",0.559666666666667,0.565179094940836,1.55505473357026,1.55325923930687,1.47054381685879,1.55505473357026,1.55325923930687,1.13533333333333,3000
"Gm20619",0.4020125317324,0.40140350911675,2.58981771097017,2.57984090225392,2.26298115498361,2.58981771097017,2.57984090225392,3.325,3000
"Gphn",0.522273134273134,0.522433132010334,2.29570477563354,2.29356460039811,2.1845396077114,2.29570477563354,2.29356460039811,2.318,3000
"Irf2_rep1",0.404978571428571,0.402836879432638,1.99060896235527,1.99021851654006,1.93324656606578,1.99060896235527,1.99021851654006,1.645,3000
"Cdh4",0.759681746031747,0.761182265983401,1.71798088153066,1.72867991351788,1.96242413113222,1.71798088153066,1.72867991351788,1.69166666666667,3000
"Slc16a7",0.282,0.29099427383328,1.54556559977307,1.55036515956637,1.63694110617379,1.54556559977307,1.55036515956637,1.28066666666667,3000
"Gm30262",0.5175,0.518203170874816,1.48739987561341,1.48808448270735,1.47054381685879,1.48739987561341,1.48808448270735,1.13533333333333,3000
"Mtfr1",0.495666666666667,0.495785671282378,1.53525849605357,1.53320127870806,1.44424348963317,1.53525849605357,1.53320127870806,1.10733333333333,3000
"Ube2k",0.412600000000001,0.416721817780709,1.93559773219882,1.93332795750428,1.82947630512685,1.93559773219882,1.93332795750428,1.511,3000
"Vezt",0.557,0.559853189661198,1.62083197241409,1.61850417147455,1.52059097763361,1.62083197241409,1.61850417147455,1.18066666666667,3000
"Per2_rep1",0.559666666666667,0.556786703601125,1.65327861008704,1.65079464461894,1.54811261035967,1.65327861008704,1.65079464461894,1.20333333333333,3000
"Klf4",0.630888888888889,0.633103843947167,1.52723954306894,1.52752172479047,1.49872478174327,1.52723954306894,1.52752172479047,1.162,3000
"Smc3",0.491,0.491980259099306,1.4706347057536,1.47008390902487,1.42126857580077,1.4706347057536,1.47008390902487,1.08066666666667,3000
"Gja1",0.616196031746032,0.618277680140302,2.43220426939122,2.42035393203798,2.05918377822824,2.43220426939122,2.42035393203798,1.89666666666667,3000
"Eif4enif1",0.722333333333334,0.715832601697406,1.27307080774868,1.28174994983015,1.47420965220603,1.27307080774868,1.28174994983015,1.139,3000
"Ano10",0.518333333333333,0.517643789939336,1.66181493451927,1.65884993026824,1.54363483691465,1.66181493451927,1.65884993026824,1.19966666666667,3000
"Cyb5r4",0.411444444444444,0.408663436876593,1.58120883452467,1.57984405864677,1.5075532862705,1.58120883452467,1.57984405864677,1.16966666666667,3000
"Unc45a_rep1",0.558333333333334,0.556943205471296,1.53459422509687,1.53303067393524,1.45674393527882,1.53459422509687,1.53303067393524,1.121,3000
"Nipal3",0.674,0.675159235668528,1.38639567278282,1.38951842607163,1.43686375691392,1.38639567278282,1.38951842607163,1.099,3000
"Ube2q2_rep1",0.532,0.53432751825231,1.63702799771518,1.6342871041048,1.52540197509374,1.63702799771518,1.6342871041048,1.18466666666667,3000
"6030443J06Rik",0.730888888888889,0.73923196677744,1.47190056785391,1.47955855309829,1.64114957587463,1.47190056785391,1.47955855309829,1.28466666666667,3000
"Pwwp2a",0.467333333333333,0.467721357524468,1.80670543647012,1.8029239398242,1.66335938315928,1.80670543647012,1.8029239398242,1.30633333333333,3000
"Ikzf2_rep1",0.474666666666667,0.466666666670705,1.94847482424429,1.94276530854185,1.75043038186011,1.94847482424429,1.94276530854185,1.41,3000
"Sptlc1",0.489,0.491461100569253,1.46166874076167,1.46066451889925,1.40043693229239,1.46166874076167,1.46066451889925,1.054,3000
"Tet1",0.233666666666667,0.235203452530135,1.18047641818046,1.19058292004198,1.4218181999024,1.18047641818046,1.19058292004198,1.08133333333333,3000
"Lrig2",0.515333333333333,0.517719568566844,1.49912600077322,1.49756173768466,1.4220935188834,1.49912600077322,1.49756173768466,1.08166666666667,3000
"Ermp1",0.452,0.453832227137122,1.52296777620859,1.52127180595658,1.44186473039756,1.52296777620859,1.52127180595658,1.10466666666667,3000
"Gm7854",0.374444444444444,0.369794558578599,1.58088001309111,1.58092777688503,1.54485592115455,1.58088001309111,1.58092777688503,1.20066666666667,3000
"Recql5",0.452666666666667,0.453553524560143,1.55688825539039,1.55484137346521,1.46563824625769,1.55688825539039,1.55484137346521,1.13033333333333,3000
"Usp28",0.578550769600769,0.574898034853567,1.98629126489214,1.98922304829951,2.01751996467044,1.98629126489214,1.98922304829951,1.798,3000
"Zfat",0.498666666666667,0.494671901289946,1.64773868437178,1.64478680405039,1.53024023770346,1.64773868437178,1.64478680405039,1.18866666666667,3000
"Fyttd1",0.466666666666667,0.47012162884962,1.74329863465083,1.7400393672407,1.61535831813375,1.74329863465083,1.7400393672407,1.26066666666667,3000
"Tcf20",0.431333333333335,0.432934926958833,1.70567289015279,1.70355691989159,1.60907253438949,1.70567289015279,1.70355691989159,1.255,3000
"Lyn",0.533666666666667,0.537645811098772,1.73690899271815,1.73374549206587,1.6116702167371,1.73690899271815,1.73374549206587,1.25733333333333,3000
"Zfp641",0.293833333333332,0.290099557524225,1.42229892202759,1.42837392925623,1.55055472879477,1.42229892202759,1.42837392925623,1.20533333333333,3000
"Fah_rep1",0.180888888888889,0.181954887218039,0.968871681852444,0.987610814438044,1.44514009226175,0.968871681852444,0.987610814438044,1.10833333333333,3000
"Lrrc8a",0.452,0.451302378623863,1.62141373883666,1.61891504551157,1.51660721502609,1.62141373883666,1.61891504551157,1.17733333333333,3000
"Cfdp1_rep1",0.493916666666667,0.492942743009331,1.73458514507751,1.73126911178938,1.6053384107409,1.73458514507751,1.73126911178938,1.25166666666667,3000
"Gm26779",0.203388888888889,0.198324857912045,1.01641220141376,1.0336126920099,1.45057653352464,1.01641220141376,1.0336126920099,1.11433333333333,3000
"Esyt2",0.611,0.613821138211382,1.64180345323121,1.64095020734691,1.58034320624003,1.64180345323121,1.64095020734691,1.23,3000
"Ddx6",0.450666666666667,0.455174248816528,1.72802812439593,1.72500866009794,1.6068353470298,1.72802812439593,1.72500866009794,1.253,3000
"Plcg1",0.506,0.505878712871278,1.49375402066427,1.49225330368194,1.41854085738732,1.49375402066427,1.49225330368194,1.07733333333333,3000
"Cpt2",0.649666666666667,0.651970802919635,1.47651046651396,1.47783342287011,1.47691406296386,1.47651046651396,1.47783342287011,1.14166666666667,3000
"Pcbd2",0.572,0.567302733367718,1.76842403550952,1.76552415072331,1.64946329307037,1.76842403550952,1.76552415072331,1.29266666666667,3000
"Rpl9",0.493,0.494213324992174,1.47815329101183,1.47687631597464,1.40926766026596,1.47815329101183,1.47687631597464,1.06566666666667,3000
"Pex11a",0.394333333333333,0.391664112779667,1.45729412390395,1.45745154578689,1.42710648248019,1.45729412390395,1.45745154578689,1.08766666666667,3000
"Ube2h",0.454615222399433,0.449958915373055,2.13750642573208,2.13820356832959,2.10564686732337,2.13750642573208,2.13820356832959,2.02833333333333,3000
"Isca1",0.538666666666667,0.529980657543605,1.66844358530899,1.66554121500177,1.55177539014168,1.66844358530899,1.66554121500177,1.20633333333333,3000
"Adgrl4",0.496666666666667,0.488811933937134,1.73493458563176,1.73159166647015,1.60496348860266,1.73493458563176,1.73159166647015,1.25133333333333,3000
"Nrbp1",0.549666666666667,0.550160771545121,1.42751355138035,1.42730134325962,1.38818321715686,1.42751355138035,1.42730134325962,1.03666666666667,3000
"B3gntl1",0.567666666666667,0.568908819133061,1.52509935181301,1.52367523505595,1.45118697105994,1.52509935181301,1.52367523505595,1.115,3000
"Sergef",0.56,0.555321072485743,1.52010605040534,1.51854840005602,1.44275473836209,1.52010605040534,1.51854840005602,1.10566666666667,3000
"Ap4b1",0.589,0.588824779835993,1.48604833851393,1.48547420127269,1.4356968821588,1.48604833851393,1.48547420127269,1.09766666666667,3000
