"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"2210408F21Rik",0.46420581655481,149,-120.64246382884,-117.918643449025,-2.72382037981427,0.019594771171643,0.342908495503753
"2210408I21Rik",0.621527777777778,48,-36.6920993563353,-36.5887125357161,-0.103386820619164,0.649308029950188,0.996370321614354
"2610307P16Rik",0.461805555555556,144,-114.050047531801,-113.706777464024,-0.343270067777439,0.407343707916495,0.946992743413498
"4632427E13Rik",0.507936507936508,147,-108.420192103201,-107.732579418239,-0.687612684961209,0.240916117763329,0.879705457712217
"4833422C13Rik",0.675287356321839,203,-158.350895307533,-158.263676831793,-0.0872184757399737,0.676198281528158,0.996370321614354
"4930523C07Rik",0.339285714285714,84,-58.6181398656433,-58.5875325013416,-0.0306073643016944,0.804586212215735,1
"4933431K23Rik",0.47948717948718,65,-50.0636416733254,-50.0631198249175,-0.000521848407906589,0.974227787671576,1
"5031425E22Rik",0.510224948875256,163,-122.41215062252,-122.386638420059,-0.0255122024607886,0.821290224672289,1
"9330188P03Rik",0.575757575757576,55,-41.5977035798726,-40.7570833481439,-0.8406202317287,0.194759705624274,0.851387178880411
"9530026P05Rik",0.465829877193514,770,-972.286377360112,-971.935581342903,-0.350796017209291,0.402249264160956,0.946992743413498
"9630014M24Rik",0.391071428571429,112,-85.9552476789471,-85.9373061612678,-0.0179415176793043,0.849757239869373,1
"A830082K12Rik",0.509345794392523,107,-83.9918606283014,-77.7179419136309,-6.27391871467047,0.00039666509209038,0.0298490481798011
"AW554918",0.477011494252874,203,-158.689479022612,-156.191706710811,-2.4977723118013,0.0254126548817435,0.390265771398204
"Aak1",0.536507936507936,105,-81.9963570705369,-81.4144671209771,-0.581889949559738,0.280682999794138,0.905161532312432
"Abca6",0.587730061349693,163,-129.139154767988,-127.43867939575,-1.70047537223752,0.0651588526224852,0.585285091585315
"Abca8a",0.759190031152648,321,-233.27097649821,-233.236976494955,-0.0340000032547891,0.794271339319054,1
"Abca8b",0.775537634408602,124,-75.4258111956237,-72.3314217561659,-3.09438943945784,0.0128562868797265,0.291888710102561
"Abca9",0.558333333333333,100,-75.1303286523299,-75.1263874380834,-0.00394121424652383,0.92925433522731,1
"Abcc9",0.422356338161507,503,-485.573815082042,-485.144402716682,-0.429412365359781,0.354067791421078,0.91293200331013
"Abcg2",0.48780487804878,82,-61.5519696369353,-61.066679772491,-0.485289864444361,0.324535638747667,0.91293200331013
"Abhd17b",0.304878048780488,82,-54.83181288771,-54.5457630698414,-0.286049817868594,0.449425781334803,0.951399431197953
"Abi1",0.628109452736318,268,-216.183273466837,-215.752164172187,-0.431109294650383,0.353118579061558,0.91293200331013
"Abi2",0.482758620689655,174,-139.146424909378,-139.134792088469,-0.0116328209091705,0.878768307846631,1
"Ablim1",0.378981937602627,116,-87.7565876115145,-87.4088139451898,-0.347773666324713,0.40428391200571,0.946992743413498
"Abr",0.52,100,-79.0108119718537,-78.7872124714293,-0.223599500424427,0.503668114221145,0.971501090718167
"Acaca",0.518115942028985,92,-69.2217435152926,-69.0160300773402,-0.205713437952369,0.521246166588117,0.976930860168263
"Acap2",0.459643605870021,159,-124.489316109862,-123.939897696209,-0.549418413653015,0.294521513846911,0.905523157776427
"Acbd6",0.568181818181818,66,-50.5900616227973,-48.5269441990405,-2.06311742375682,0.0422231949867635,0.512467003669992
"Acer2",0.485466034755134,211,-171.508225040069,-170.523500124869,-0.984724915200218,0.160506271471605,0.825436062493256
"Acer3",0.676470588235294,68,-49.7976626656556,-49.7142222454538,-0.0834404202017964,0.682898912821317,0.996860197668363
"Actr2",0.559895833333333,128,-93.8407579290545,-93.8412820841449,0.000524155090417366,1,1
"Actr3",0.445736434108527,129,-102.195580352651,-101.85497864731,-0.340601705341172,0.409172641791704,0.946992743413498
"Acvr1",0.423948220064725,103,-78.0322712333161,-78.0132946339244,-0.0189765993917206,0.845537146934292,1
"Acyp2",0.382478632478632,195,-163.992754631568,-162.710591514923,-1.28216311664528,0.109299115586092,0.715196386769864
"Adam19",0.544715447154472,82,-64.2783153886823,-63.4556381337771,-0.822677254905251,0.199592388317384,0.851387178880411
"Adam22",0.543543543543544,111,-88.3913502087094,-87.5217150738589,-0.86963513485054,0.187231314956235,0.849686526418509
"Adam9",0.533333333333333,75,-55.1908807521649,-52.1059433965368,-3.08493735562807,0.0129943811142004,0.291888710102561
"Adamts12",0.451566951566952,234,-205.302296835701,-202.785569373245,-2.51672746245629,0.0248622546934607,0.389767638683941
"Adamts17",0.441176470588235,51,-38.4746751295063,-37.8279413509254,-0.646733778580909,0.255409906117442,0.890061621278179
"Adamts2",0.614740368509213,199,-151.233285699857,-151.10313608764,-0.130149612217423,0.609914658131275,0.996370321614354
"Adamts9",0.591452991452991,156,-169.27592055122,-166.344019402724,-2.9319011484956,0.0154553713278242,0.325337790597475
"Adap2",0.56075117370892,355,-305.370085391533,-305.374739667178,0.00465427564478205,1,1
"Adap2os",0.597058823529412,170,-126.36257793821,-126.356121379562,-0.00645655864862249,0.909526429229347,1
"Adcy3",0.55787037037037,72,-54.6312139145489,-54.5326924464541,-0.098521468094745,0.657118365160481,0.996370321614354
"Adcy6",0.441613588110403,157,-116.493939874404,-116.391308111253,-0.10263176315101,0.650505408139004,0.996370321614354
"Adcy9",0.467329545454545,176,-142.681105795981,-141.923169361562,-0.757936434418355,0.218245121156484,0.854767121572245
"Adgra3",0.507042253521127,71,-52.3852297014728,-49.4716455107184,-2.91358419075445,0.0157805041286483,0.325337790597475
"Adgrl2",0.514669738863287,217,-184.880402776253,-183.968842779883,-0.911559996370102,0.176942343886563,0.837696009141229
"Adgrl3",0.423610072301172,382,-337.038255217066,-335.95879977068,-1.07945544638591,0.141745126155395,0.786666728731935
"Adk",0.397849462365591,62,-47.2675044209914,-45.2527298734158,-2.01477454757558,0.04470988905407,0.522470441520468
"Aebp2",0.54,75,-57.2619920254498,-57.0901094157707,-0.171882609679066,0.557663887077931,0.986561495773165
"Aff1",0.455555555555556,189,-150.993696858792,-150.428150283208,-0.565546575584136,0.287542287860627,0.905523157776427
"Aff4",0.514767932489452,79,-60.9672072322433,-60.098391256267,-0.868815975976375,0.187439154000628,0.849686526418509
"Afg2a",0.59349593495935,123,-97.1117086472474,-96.898579293679,-0.213129353568391,0.513830477217051,0.971501090718167
"Aftph",0.635542168674699,83,-60.052456637461,-59.5896335133033,-0.462823124157659,0.33599680604012,0.91293200331013
"Agap1",0.450133333333333,125,-97.7560668197274,-97.7378098964853,-0.0182569232421059,0.848458242389224,1
"Agfg1",0.428802588996764,103,-77.0418683016916,-76.4593712968553,-0.58249700483627,0.280432229405704,0.905161532312432
"Agl",0.521505376344086,62,-47.4992069739214,-47.4890004877682,-0.0102064861532156,0.886389713798288,1
"Agmo",0.620877192982456,190,-158.731230084798,-153.918526093921,-4.81270399087646,0.00191903815601549,0.0875197704485852
"Ago2",0.587813620071685,93,-68.2284090767158,-68.0592680064561,-0.169141070259769,0.560822485244921,0.987670681365028
"Ago3",0.507154882154882,198,-153.889213014534,-153.884782512654,-0.00443050187979566,0.925003582199814,1
"Agtpbp1",0.525925925925926,90,-68.0633930480187,-68.0639611243594,0.000568076340670132,1,1
"Agtr1a",0.533639143730887,109,-83.8453768362858,-81.1028635779697,-2.74251325831607,0.0191800290159681,0.342908495503753
"Aig1",0.667808219178082,146,-112.965846411438,-111.908711036101,-1.05713537533745,0.145931553239016,0.795749955162025
"Airn",0.244608427747963,559,-544.298027168392,-404.818164406915,-139.479862761477,1.26558538163617e-62,1.90470599936244e-59
"Akap10",0.491666666666667,80,-62.5589122000143,-61.9159559329689,-0.642956267045392,0.256802587199076,0.890182912968415
"Akap11",0.483630952380952,112,-84.5148268175472,-84.3782358906478,-0.136590926899387,0.601205300220032,0.996370321614354
"Akap13",0.453782051282051,260,-214.68549415235,-214.125403213918,-0.5600909384315,0.289879294525096,0.905523157776427
"Akap6",0.680444444444444,150,-112.556602607962,-111.61223831262,-0.944364295342311,0.169345393734476,0.837696009141229
"Akt3",0.497917427840701,391,-349.321271411342,-349.013992064439,-0.307279346903101,0.433076526235422,0.946992743413498
"Aldh1a1",0.511415525114155,146,-125.551870574329,-122.161022165885,-3.39084840844342,0.0092097298874657,0.232314300632391
"Alpk1",0.380577427821522,127,-100.688840674246,-100.446212596813,-0.242628077432215,0.486051091303065,0.971501090718167
"Ambra1",0.539351851851852,216,-165.368452910983,-165.333784482762,-0.0346684282211811,0.792304773946364,1
