"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"1700025G04Rik",0.518927064496685,0.5022,0.4408,0.252203679814688,0.129535086970301,0.700440528634361,79
"2210408F21Rik",0.548792637622425,0.5392,0.3493,0.20921116548992,0.116941186758272,1.61674008810573,141
"2310014F06Rik",0.448198198198198,0.4316,2e-04,0.115543942331601,0.176358114587798,0.255506607929515,37
"2610037D02Rik",0.45,0.4816,0,0.0847636079861598,0.129462283930861,0.475770925110132,71
"2610307P16Rik",0.444861111111111,0.4603,0.3836,0.230441322714422,0.129472713559161,0.466960352422908,60
"2700097O09Rik",0.659285714285714,0.6465,0.9832,0.474619285666366,0.154645855641096,0.308370044052863,50
"3222401L13Rik",0.437735849056604,0.422,0.5848,0.312651579080634,0.138339178449155,0.361233480176211,53
"4632427E13Rik",0.531737588652482,0.5449,1e-04,0.0843773313122663,0.128814310690935,0.784140969162996,94
"4732440D04Rik",0.270725995316159,0.2763,0.1459,0.133944571026901,0.119956008148421,1.37004405286344,122
"4833422C13Rik",0.703846153846154,0.6855,0.4417,0.256046343400092,0.134882115153074,0.378854625550661,65
"4933431K23Rik",0.522023809523809,0.5124,0.4522,0.264561693985913,0.141797893947818,0.348017621145374,56
"5031425E22Rik",0.603952380952381,0.5694,0.1207,0.127734143542232,0.125086615236836,1.03083700440529,125
"5330438D12Rik",0.403030303030303,0.4137,1.054,0.498446336843119,0.149973705138391,0.3215859030837,55
"5430431A17Rik",0.470338983050847,0.4767,6e-04,0.0885400142861681,0.134882115153074,0.378854625550661,59
"6720427I07Rik",0.591503267973856,0.6129,2e-04,0.110561652390634,0.168748497084629,0.273127753303965,51
"6820431F20Rik",0.80188679245283,0.7936,1e-04,0.109300857361718,0.166880842810464,0.277533039647577,53
"9330159M07Rik",0.128888888888889,0.1125,0.6147,0.318513900908071,0.129950897986927,0.607929515418502,75
"9530026P05Rik",0.581693507010753,0.5831,0.209,0.139371340790862,0.0916464945012425,4.68722466960352,209
"AU040320",0.527777777777778,0.5386,0.6438,0.341710350852249,0.148501609201668,0.325991189427313,60
"AW554918",0.483974358974359,0.4779,0.411,0.240839496970358,0.129462191706059,0.47136563876652,78
"Aak1",0.496898759503802,0.4679,2e-04,0.0820233734605774,0.125161032398789,1.02643171806167,119
"Abca1",0.482269503546099,0.4793,0.0448,0.113306664740815,0.147073045947472,0.330396475770925,47
