"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"1700025G04Rik",0.5022,0.518927064496685,79,0.4408,0.252203679814688,0.129535086970301,-0.0907654639231821,-0.782760950520199,0.21085853585717,1
"2210408F21Rik",0.5392,0.548792637622425,141,0.3493,0.20921116548992,0.116941186758272,0.181065559047513,0.228824443961628,1,1
"2310014F06Rik",0.4316,0.448198198198198,37,2e-04,0.115543942331601,0.176358114587798,-0.400537929583729,0.157031216823594,1,1
"2610037D02Rik",0.4816,0.45,71,0,0.0847636079861598,0.129462283930861,-0.106915203916512,-0.119684311697483,0.624662500511534,1
"2610307P16Rik",0.4603,0.444861111111111,60,0.3836,0.230441322714422,0.129472713559161,-0.163498732282879,-0.0402678004504438,0.776572889101988,1
"2700097O09Rik",0.6465,0.659285714285714,50,0.9832,0.474619285666366,0.154645855641096,0.84799690655495,-0.285758629630841,0.449656627146986,1
"3222401L13Rik",0.422,0.437735849056604,53,0.5848,0.312651579080634,0.138339178449155,-0.497499659470817,0.0183309559308995,1,1
"4632427E13Rik",0.5449,0.531737588652482,94,1e-04,0.0843773313122663,0.128814310690935,0.260062839302503,-0.205835942078167,0.521122140514515,1
"4732440D04Rik",0.2763,0.270725995316159,122,0.1459,0.133944571026901,0.119956008148421,-1.41078802627749,0.759603950432762,1,1
"4833422C13Rik",0.6855,0.703846153846154,65,0.4417,0.256046343400092,0.134882115153074,0.97490901903717,-0.915456054914692,0.176019849606904,1
"4933431K23Rik",0.5124,0.522023809523809,56,0.4522,0.264561693985913,0.141797893947818,0.0365258760251144,-1.44491439579433,0.0891403978234642,1
"5031425E22Rik",0.5694,0.603952380952381,125,0.1207,0.127734143542232,0.125086615236836,0.321928094887362,-0.167832160406135,0.562342613825951,1
"5330438D12Rik",0.4137,0.403030303030303,55,1.054,0.498446336843119,0.149973705138391,-0.357552004618084,-1.91894069199112,0.0501067975771228,0.935323460678254
"5430431A17Rik",0.4767,0.470338983050847,59,6e-04,0.0885400142861681,0.134882115153074,-0.134301091711591,0.0127857573478138,1,1
"6720427I07Rik",0.6129,0.591503267973856,51,2e-04,0.110561652390634,0.168748497084629,0.66296501272243,-0.149602966324665,0.584380658383957,1
"6820431F20Rik",0.7936,0.80188679245283,53,1e-04,0.109300857361718,0.166880842810464,1.94341647163363,-7.49845608396527e-05,0.990229199849044,1
"9330159M07Rik",0.1125,0.128888888888889,75,0.6147,0.318513900908071,0.129950897986927,-3.26534456652099,-2.47256823920543,0.0261641730590647,0.799870862610978
"9530026P05Rik",0.5831,0.581693507010753,209,0.209,0.139371340790862,0.0916464945012425,0.52083216330144,-4.73568281630742,0.00208703947996348,0.291044362512344
"AU040320",0.5386,0.527777777777778,60,0.6438,0.341710350852249,0.148501609201668,0.31315788525963,-0.831339546619326,0.197241985971879,1
"AW554918",0.4779,0.483974358974359,78,0.411,0.240839496970358,0.129462191706059,-0.134929580086109,-0.375252700267836,0.386316265139066,1
