"","bb_mu","AR","N","bb_theta","thetaCorrected","log2FC","llr_mean","pval_mean","padj_mean"
"1700025G04Rik",0.5022,0.518927064496685,79,0.4408,0.252203679814688,0.130060540564374,-0.0929976993773067,0.666270724397392,0.994847207610624
"2210408F21Rik",0.5392,0.548792637622425,141,0.3493,0.20921116548992,0.563136138267978,-2.76114813405962,0.0187755974800819,0.123128529855028
"2310014F06Rik",0.4316,0.448198198198198,37,2e-04,0.115543942331601,-0.321928094887364,-0.0285957904381604,0.810991122729274,1
"2610037D02Rik",0.4816,0.45,71,0,0.0847636079861598,0.0627357553479624,0.109159433533378,1,1
"2610307P16Rik",0.4603,0.444861111111111,60,0.3836,0.230441322714422,-0.143364175171176,0.0116278393252003,1,1
"2700097O09Rik",0.6465,0.659285714285714,50,0.9832,0.474619285666366,1.08746284125034,-3.57455043482064,0.00750015781910621,0.0634479768477054
"3222401L13Rik",0.422,0.437735849056604,53,0.5848,0.312651579080634,-0.369233809665718,-0.19150184056555,0.536000084731989,0.886815661542487
"4632427E13Rik",0.5449,0.531737588652482,94,1e-04,0.0843773313122663,0.0458036896131242,0.307822685354182,1,1
"4732440D04Rik",0.2763,0.270725995316159,122,0.1459,0.133944571026901,-1.4432343911095,-18.7132504558913,9.49235215386209e-10,5.53566195119128e-08
"4833422C13Rik",0.6855,0.703846153846154,65,0.4417,0.256046343400092,0.909234536076818,-7.09012857029123,0.000166104244013398,0.00333743905408433
"4933431K23Rik",0.5124,0.522023809523809,56,0.4522,0.264561693985913,1.77635683940025e-15,-0.0416442948835538,0.77288931237093,1
"5031425E22Rik",0.5694,0.603952380952381,125,0.1207,0.127734143542232,0.69389687227432,-4.05128041989956,0.00442027636196986,0.0448568879072955
"5330438D12Rik",0.4137,0.403030303030303,55,1.054,0.498446336843119,-0.280107919192737,-0.551846141308225,0.29345722821069,0.643131285656974
"5430431A17Rik",0.4767,0.470338983050847,59,6e-04,0.0885400142861681,0.321928094887363,0.27278604480027,1,1
"6720427I07Rik",0.6129,0.591503267973856,51,2e-04,0.110561652390634,0.584962500721155,-1.35311395700614,0.0999570930388106,0.35767373796449
"6820431F20Rik",0.7936,0.80188679245283,53,1e-04,0.109300857361718,1.61667136044849,-8.72724860254191,2.94267309103145e-05,0.000799537654620022
"9330159M07Rik",0.1125,0.128888888888889,75,0.6147,0.318513900908071,-3.79007693062577,-31.8022210113741,1.52085847587588e-15,2.13904271518778e-13
"9530026P05Rik",0.5831,0.581693507010753,209,0.209,0.139371340790862,0.404132722939971,-8.43337211320812,4.00980095653271e-05,0.0010292519659828
"AU040320",0.5386,0.527777777777778,60,0.6438,0.341710350852249,0.966833136064801,-1.20830518835605,0.120054454570932,0.402017059408418
"AW554918",0.4779,0.483974358974359,78,0.411,0.240839496970358,-0.349942471056958,-0.206634001936763,0.520315438883849,0.869830561164649
"Aak1",0.4679,0.496898759503802,119,2e-04,0.0820233734605774,-0.153805336079035,-0.141341573349095,0.594947956102601,0.935868791474552
"Abca1",0.4793,0.482269503546099,47,0.0448,0.113306664740815,-0.231325546106455,-0.0657133614297578,0.716957326227838,1
"Abca6",0.6595,0.6475,40,0.5834,0.31693166798287,1.36257007938471,-4.11650535681789,0.00411352344109333,0.0423941144295438
"Abca8a",0.6765,0.70924097380283,97,0.155,0.1389765066111,1.21473884879301,-15.7119814480006,2.07405299338744e-08,1.01205320554885e-06
"Abca8b",0.6711,0.671604938271605,45,0.6943,0.352995498305758,0.337034987277571,-1.6752662387189,0.0671832778694774,0.281545687720619
"Abca9",0.5522,0.5375,40,1.2542,0.595456451868267,-0.283792966000591,0.737889839004424,1,1
"Abcc5",0.4913,0.497916666666667,80,0.4751,0.265417163666655,-0.0303736490435194,-0.0127425226221476,0.873164382261761,1
"Abcc9",0.4457,0.464935064935065,154,1e-04,0.0778537066648372,-0.192645077942396,-0.361994185915222,0.394838758947199,0.758280700917873
"Abcd3",0.6241,0.597111111111111,75,2e-04,0.0851965868768748,0.652076696579694,-2.35353165188167,0.0300389237654492,0.1685987481765
"Abhd17b",0.3829,0.413265306122449,49,0.1208,0.153928968630479,-0.839535327806754,-1.67959712834457,0.0668307600567556,0.281545687720619
"Abhd18",0.4922,0.475996677740864,86,0.2688,0.186445693264269,-0.045803689613124,-0.00252266530630152,0.943373488681686,1
"Abi1",0.6692,0.638841807909605,118,0.2725,0.186398718894079,1.27563444261343,-14.6150111092391,6.42755259260954e-08,2.89967514130744e-06
"Abi2",0.5027,0.511574074074074,72,0.9047,0.429012341879575,-0.310340120612151,0.0328567962287138,1,1
"Ablim1",0.499,0.487109455273857,156,0.0671,0.0810057733569069,0.0250909809628301,0.0187410375799573,1,1
"Abra",0.3768,0.401629407037076,79,0.5627,0.295630968397286,-0.924448966992823,-3.90873818153467,0.00517433981890731,0.0483275254179976
"Abtb2",0.5303,0.536345381526104,83,0.2651,0.185099561385175,0.394859617341213,-0.671480734231864,0.246512381784805,0.587648160366371
"Acaca",0.4606,0.452777777777778,60,0.5797,0.315526604691731,-0.12553088208386,-0.00727988505913402,0.903957275451333,1
"Acacb",0.4942,0.485193896217518,127,0.0561,0.0962305937512872,0.140862535839849,0.0258740867912763,1,1
"Acad10",0.4967,0.514492753623188,46,0.1233,0.153688953575544,-0.125530882083859,0.00227034217050814,1,1
"Acad11",0.6099,0.628787878787879,33,0.8888,0.463195845639382,0.169925001442313,-0.230765286047667,0.49690952574813,0.852303210949627
"Acadl",0.4505,0.444562647754137,94,0.063,0.108716022081414,-0.106915203916511,0.145303032944454,1,1
"Acadm",0.5647,0.576190476190476,77,1e-04,0.0851454110683652,0.134301091711591,0.154808005205915,1,1
"Acadsb",0.4923,0.495098039215686,51,0.4666,0.270850334905988,0.263034405833794,0.0253932958145953,1,1
"Acap2",0.5355,0.541666666666667,68,0,0.08746966287446,0.423807708906575,-0.852072456513966,0.191746803791245,0.519803410277628
"Acat1",0.6044,0.610162601626016,82,0.1853,0.155442952840169,0.886343218204433,-3.5482741072974,0.00772325477710932,0.0647988209830425
"Acbd3",0.5446,0.542857142857143,42,0.0756,0.142925209740303,0.469485283301221,-0.820667153619276,0.200142494145658,0.528774258013556
"Acer2",0.4415,0.436444444444444,75,7e-04,0.0850626963311331,-0.395928676331138,-0.721877113443057,0.229532789804639,0.564301881061752
"Acer3",0.6303,0.633333333333333,45,1.044,0.508176856498008,0.750021746991653,-1.92132206708308,0.0499646677878327,0.239409861083583
"Acin1",0.5063,0.506613756613757,63,1e-04,0.0913238350292939,0.30256277002043,-0.120048283395185,0.624136377849929,0.957824070672676
"Ackr3",0.6373,0.62431693989071,61,0.654,0.333196811761744,1.11103131238875,-3.43549601517008,0.00876060072866559,0.0709051538623181
"Aco2",0.4641,0.455504019789734,105,0.1676,0.144029836064033,-0.206450877467425,-0.3281198819748,0.41789059516285,0.78489898902936
"Acot13",0.4388,0.413207547169811,53,0,0.0905756297135457,-0.565597175854224,-0.883628274240742,0.183721967505492,0.512577857999571
"Acot7",0.5238,0.515625,32,4e-04,0.129255283563729,0.502500340529183,-0.219924010628478,0.507195818142886,0.857641584992674
"Acox1",0.4192,0.423299319727891,98,0.3536,0.219008883818347,-4.44089209850063e-16,1.43031523454025,1,1
"Acsl1",0.4066,0.368851435705368,89,0.1632,0.146084258576939,-0.407657968913245,-0.816710506886764,0.201230526505599,0.529892278496571
"Acss1",0.6022,0.5717394533571,102,0.3757,0.22296496848854,0.81398801439005,-4.67955327767859,0.00221880277117177,0.0275687327490607
"Actc1",0.4213,0.423801965230537,105,0.213,0.157267228279857,-0.327574658028502,-0.945308791744836,0.169132280814182,0.488589181494079
"Actc1dt",0.3412,0.366037735849057,53,5e-04,0.0889899685756254,-0.736965594166206,-1.11441489251213,0.135456405561782,0.432153858671295
"Actn2",0.473,0.453813380804353,132,0.085,0.0934103636131557,-0.11121747859855,-0.264947963703548,0.466650617042857,0.824657520583497
"Actn4",0.53,0.524691358024691,54,0.0928,0.14093735437491,0.302562770020431,-0.349063746465042,0.403413599944155,0.767733430846713
"Actr2",0.5498,0.540983606557377,61,0.3257,0.220912882497818,0.256339753259786,-0.332070372561084,0.415101899458671,0.780274089312644
"Actr3",0.461,0.448275862068966,87,0.5681,0.300859179310893,-0.175086706558092,-0.108604959610204,0.641174092948543,0.972745720964445
"Actr3b",0.6386,0.612745098039216,34,0.2232,0.207438168635612,1.52356195605701,-2.90104351570395,0.0160071635277893,0.109665123194682
"Acvr1",0.5474,0.576023391812866,57,0.5042,0.286855718615782,0.037474705418663,-0.0331493970239407,0.796803990386596,1
"Acvr2a",0.4751,0.48469387755102,49,1.7952,0.785146832497787,-0.255257055242074,-0.105267918873892,0.646347743725712,0.976258657768906
"Acyp2",0.433,0.431593977938335,165,0.0592,0.0843236842606149,-0.377282577283425,-3.39487565172098,0.00916826800934016,0.0731225019665525
"Adam10",0.4266,0.418390804597701,58,1e-04,0.0963319811965115,-0.750021746991653,-1.3391418549275,0.10172530916622,0.36033365069101
"Adam17",0.3851,0.398373983739837,41,0.1409,0.168974322078436,-0.963474123974887,-1.91930199782327,0.0500852059678964,0.239507454938481
"Adam19",0.3512,0.339115646258503,70,0.2354,0.174391847210959,-0.257157839497125,0.733741651950865,1,1
"Adam22",0.6169,0.615671641791045,67,1.6016,0.693065982455747,0.155278225477912,-0.526331888367125,0.304894391870072,0.657545240460456
"Adam9",0.4283,0.4375,56,0.4365,0.265964567947151,-0.68449817427207,-1.24560976109046,0.114482984886275,0.388819342135062
"Adamts1",0.6173,0.59051724137931,29,0.5112,0.30834293125929,1.22239242133645,-2.30996488509691,0.0316025320788526,0.173306546331506
"Adamts12",0.4058,0.383445945945946,74,0.1756,0.151656029346686,-0.71822903158462,-4.40892598738323,0.00298297608303265,0.0334849568757327
"Adamts2",0.5502,0.556862745098039,68,0.3484,0.217247424499799,0.154328146391294,-0.318719213847743,0.424639904569593,0.791359323324938
"Adamts6",0.4134,0.399621212121212,44,0.3531,0.237513921105382,-0.308122295362331,-0.456363737446559,0.339391773616452,0.697797860908931
"Adamts9",0.5749,0.56123141564318,91,0.4351,0.248193211023239,0.567040592723895,-3.29061630849834,0.0103059501745944,0.0800706125791179
"Adamtsl5",0.4436,0.482737487231869,89,0.1573,0.144273316671593,-0.157541276986481,0.233093001791431,1,1
"Adap2",0.5316,0.538194444444444,96,0.3015,0.199513263777526,0.274174963438994,-0.327379586259369,0.418416272596443,0.785269472353293
"Adarb1",0.5299,0.53448275862069,58,1.3739,0.613782722623801,0.362570079384709,-0.233063414391282,0.494774425606695,0.852038662972429
"Adcy5",0.4048,0.412962962962963,45,0.8832,0.448358371863301,-0.308122295362331,-0.0286531074845868,0.810805381243424,1
"Adcy6",0.4167,0.421078431372549,102,2e-04,0.084941509121434,-0.447458976971221,-1.45033301467171,0.0885429610818564,0.332016695375586
"Adcy9",0.5197,0.535513482501434,83,0.9956,0.463047483232634,-0.239187663879427,0.105408821102685,1,1
"Adgra3",0.5063,0.486111111111111,48,0.2396,0.203953308572162,0.415037499278844,-0.133625866122216,0.60518131999641,0.945126411568527
"Adgrl2",0.5015,0.490396825396825,105,0.3912,0.232956479189003,0.0140751852117249,0.0636510226601814,1,1
"Adgrl3",0.4258,0.403301320528211,119,0.3024,0.197753149273826,-0.571156701196126,-2.57306732484204,0.0232981800664295,0.140745865144569
"Adgrl4",0.4297,0.4125,32,0.2332,0.206511710271982,-0.331205908475374,-0.42017964040258,0.35929403655553,0.724344048401578
"Adk",0.4657,0.451319942849548,144,0.0985,0.097765369389966,-0.149612546020056,-0.765094756270798,0.216084004517217,0.549634951915602
"Adprhl1",0.4553,0.449931771127423,92,0.1549,0.140721485314384,-0.312590230308026,-0.473709811062051,0.330376981129481,0.685704307188011
"Adra1a",0.3354,0.32560372633902,102,0.2055,0.155576553612892,-0.910732661902913,-7.6703335833535,8.97632503749936e-05,0.00202475407213783
"Aebp2",0.4865,0.494708994708995,63,0.1097,0.130458323006005,0.0740005814437765,0.0743449851840126,1,1
"Afap1",0.4096,0.408474576271186,59,1e-04,0.0899656469996272,-0.689659879387849,-1.89366550697689,0.0516419323992386,0.244023439459643
