"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"2210408F21Rik",TRUE,3,123.665408649045,80,1.54581760811307,0.430817757054956,0.426666666737903,0.437500000004358,1.30539594802513,998.999999999999,"sex",2,0.922727086026517,FALSE,-0.251314428263199,0.379383849829028,-0.662427850780827,0.509600980989786,-0.0441497843394268,0.453554974578844,-0.0973416384208395,0.922698553272311
"2610307P16Rik",TRUE,3,191.715752347073,123,1.55866465322823,0.467125219561312,0.434782608756455,0.54385964911793,1.37548653890784,998.999999999999,"sex",2,0.209345690988365,FALSE,0.175890666444006,0.284249887968812,0.618788868136001,0.537199769517946,-0.438254930664075,0.348173948892362,-1.25872407185628,0.210513831132903
"4632427E13Rik",TRUE,4,162.013765881962,114,1.42117338492949,0.504193321891091,0.461538461538462,0.568965517241379,1.1724059125193,998.999999999999,"sex",2,0.22456540341831,FALSE,0.277631736598279,0.269421005926515,1.03047546587367,0.304968180648365,-0.431782416425537,0.354755437529678,-1.21712698593778,0.226069523315447
"4732440D04Rik",TRUE,4,73.6130676438085,58,1.26919082144497,0.203199117620528,0.183673469387773,0.280000000669365,1.20211632611314,998.999999999999,"sex",2,0.398431389829613,FALSE,-0.944461605520591,0.491661542332677,-1.92095887963825,0.0596567060221414,-0.547193271257007,0.638410124868944,-0.857118723437129,0.39490704194996
"4833422C13Rik",TRUE,4,161.389700457922,126,1.28087063855494,0.722888284486438,0.705882352941162,0.736263736263622,1.24176559912056,998.999999999999,"sex",2,0.68468829695146,FALSE,0.87546873735383,0.276625351059404,3.16481744713928,0.00194581955489857,0.1511700516886,0.371023182873523,0.407440986619244,0.684375529643184
"5031425E22Rik",TRUE,3,182.750937311865,123,1.48577997814524,0.556516029227788,0.538461538461518,0.578947366240426,1.18276910654158,998.999999999999,"sex",2,0.643709496949138,FALSE,0.318453722173008,0.279217628638845,1.14052154846181,0.256284968832918,-0.164303042345834,0.354774066753716,-0.463120215773531,0.6440965757222
"9330188P03Rik",TRUE,3,74.4243330491022,47,1.58349644785324,0.55867346935327,0.551020408125898,0.599999999981076,1.31041533333882,998.999999999999,"sex",2,0.756923532730285,FALSE,0.405465108029316,0.567898431073837,0.71397469308486,0.478773684847324,-0.200670695534345,0.6467487330453,-0.310276132416156,0.757722710700144
"9530026P05Rik",TRUE,3,994.111081175216,566,1.75638000207635,0.528196181524853,0.524201853757358,0.532710280373829,2.65113044581506,0.845353033764169,"sex",2,0.783280806325831,FALSE,0.131028262406394,0.0996811075728799,1.31447438332881,0.189219013992348,-0.0341451369442381,0.124098304638587,-0.275145877646592,0.783304576457766
"A830082K12Rik",TRUE,3,120.552300082103,87,1.38565862163336,0.591709547992297,0.527272727272718,0.666666665972217,1.18926953913918,998.999999999999,"sex",2,0.154273823242359,FALSE,0.693147177434922,0.302644258228734,2.29030341263257,0.0244222518918991,-0.583947885469968,0.409044704024101,-1.42758940459369,0.156989738344356
"AW554918",TRUE,4,179.228124510869,118,1.51888241110906,0.484906515114077,0.408450704225353,0.555555555555555,1.26766655890212,998.999999999999,"sex",2,0.0885474532749767,FALSE,-0.370373788296891,0.2550313132105,-1.45226789461413,0.149080972988344,0.5935173396111,0.347605575179115,1.70744482249823,0.0903692426477024
"Abca6",TRUE,3,190.531643143355,117,1.62847558242184,0.462813566155775,0.416666666730211,0.527272727258152,1.27016014093396,998.999999999999,"sex",2,0.231779903706174,FALSE,-0.336472236359774,0.226019806977277,-1.48868473457992,0.139260910847922,0.445671528266292,0.371529072699846,1.19956030635144,0.232733714769625
"Abca8a",TRUE,4,279.696305500718,235,1.1901970446839,0.782329877724577,0.763888888888812,0.797979797979797,1.44358581264502,0.75061355802909,"sex",2,0.47479250979618,FALSE,1.37371557891303,0.186429270998235,7.36856166178986,2.91355093246574e-12,-0.199595737737198,0.278334182722488,-0.717108246586456,0.474019452937089
"Abca8b",TRUE,4,119.472082316378,92,1.29860959039542,0.737751460090674,0.708333333333269,0.76119402985048,1.22455638567491,998.999999999999,"sex",2,0.552319966305555,FALSE,1.15923691048308,0.304926400495313,3.80169414193081,0.000258119126111766,-0.271933715482488,0.455162881508178,-0.597442644227574,0.551679567355844
"Abca9",TRUE,3,129.473923002796,88,1.47129457957723,0.513970138513244,0.506666666666667,0.529411764703151,1.21115980163174,998.999999999999,"sex",2,0.831498891971741,FALSE,0.11778303564542,0.354451950217958,0.332296198604616,0.74045583621964,-0.0911147885632588,0.427088205980518,-0.213339509935835,0.831555637440763
