gene,padj_Aged,padj_Young
1110002E22Rik,0.0728441103020919,0.0217609564544433
1110019D14Rik,1.1578299198384e-4,4.2908684123378e-4
1600010M07Rik,0.0311865627041437,0.0300348111669913
1700025G04Rik,6.97195460313998e-83,1.3607134638665098e-43
2210408F21Rik,1.49228848673197e-63,1.4195233197473898e-76
2310014F06Rik,1.13769028827193e-34,3.5661187381154095e-11
4732440D04Rik,1.4186973981762097e-107,3.47514344948296e-58
4933431K23Rik,6.7797603765996307e-05,4.53413311266402e-6
5031425E22Rik,1.7152555030965798e-55,1.2877612610084598e-40
5330438D12Rik,0.0621115839919248,0.0565677659687101
9530026P05Rik,3.01887880215626e-99,3.14049574263897e-97
A330102I10Rik,0.0302414200169042,3.97140423273045e-24
A930029G22Rik,2.29869234509537e-5,7.2533971023594e-4
AW554918,0.0340304184299595,0.0840234539176396
Aak1,2.26476367399448e-59,7.24451093854161e-66
Abca1,5.903602833747e-4,0.0467884863201551
Abcb4,1.00890379347757e-7,0.00101354690253359
Abcc5,1.5635990852261396e-182,4.09308745066378e-72
Abcc8,0.0370550327591439,0.0161544623794446
Abcc9,6.51624624402479e-14,9.401778848654229e-23
Abhd18,3.61059696789183e-157,6.13153627851175e-104
Abhd2,5.00715606019805e-5,6.83596775964099e-11
Abra,3.96464994345204e-74,1.02492626069374e-87
Acacb,1.720766991608e-71,6.418963808561311e-73
Acadsb,0.00693101447759155,0.0157736523126366
Ackr3,5.05666794223361e-25,3.00097392059654e-16
Acsl1,8.701249759238228e-140,2.51231831697569e-169
Acss1,9.218127727894329e-87,5.226651597353649e-75
Actc1,2.1101996811665703e-67,3.21777153542645e-64
Actc1dt,7.59794618135731e-187,0.00812084186091613
Adam17,8.80098864989443e-5,0.048081096096332
Adam19,3.5612085711254097e-103,1.0627922128774e-127
Adam22,2.4247443432645398e-49,3.20456846068403e-30
Adamts1,1.7747579474350899e-12,3.16980362776915e-16
Adamts6,0.0125092960979446,4.40014909447936e-8
Adamts9,2.2865779706674396e-203,9.74602295284164e-19
Adamtsl5,3.56467838001637e-61,2.6350863197945697e-70
Adarb1,1.48995722304383e-5,5.03966039313968e-6
Adcy5,4.8076638388313e-8,8.5778351694629e-4
Adcy8,9.11037576041968e-59,9.33771902493332e-14
Adgrl2,5.46166781915939e-5,1.21213601573021e-5
Adprhl1,4.835169077065369e-95,3.974955201582859e-141
Adra1a,1.7549819046764e-27,2.28247077403221e-37
Aebp2,0.0218924548954829,0.0269323448777533
Aff1,1.86512297142387e-38,8.7712421493448e-80
Agfg1,0.00183021163241115,0.0450516803081668
Agl,5.70734894692091e-33,6.82727659220824e-90
Agps,0.0473738021026038,0.0518125255091747
Agtpbp1,3.892867223090639e-107,3.8711221383557695e-136
Agtr1a,4.98604991229343e-7,8.34113752053408e-5
Aig1,2.31765907000229e-67,5.464925592605479e-118
Aldh9a1,0.0342430180155806,2.5947939265567e-4
Alpk2,3.03407128382988e-59,4.3375459414632897e-69
Alpk3,1.93318149269731e-5,2.1252685059621398e-80
Alpl,8.23150214863291e-5,0.0212662898570694
Amd1,1.3390260725159798e-132,3.1492335337431802e-58
Angpt1,5.898101028489689e-70,1.6759176479693097e-92
Ank,4.8373711880073296e-26,1.8423364187244298e-48
Ank3,3.00872355942988e-28,2.9489130600305e-51
Ankrd1,6.966975112854899e-43,3.3853445467439293e-43
Ankrd11,4.720657331163709e-43,2.88300760409682e-29
Ankrd17,5.862634439055869e-43,4.3906439775090805e-73
Ankrd23,3.53065251177604e-110,2.46387717513696e-32
Ano4,3.6746512087594596e-144,8.450335011971968e-156
Antxr2,1.56782375258595e-148,7.672574284002269e-188
Aopep,1.9833001524556698e-31,2.41309611553931e-25
Aox1,2.5000814170383698e-101,5.0910000269198994e-46
Arhgap10,1.0544068716808098e-43,3.600459331954319e-89
Arhgap20,1.77870527500702e-19,2.08523021304758e-62
Arhgap21,3.3737941098614296e-94,2.56706033092078e-88
Arhgap44,0.0300189303537752,0.0268521448940975
Arhgef12,3.31950368809899e-51,3.34716597974609e-103
Arid1b,1.39140554557005e-13,8.026782313389898e-96
Arid4b,1.3076620090346e-82,3.59482988082402e-66
Arid5b,1.4441469461898702e-85,3.3537900682262e-7
Arl8b,0.0628364574664912,0.0454024679267089
Arrdc3,3.1666195568884795e-19,1.01177599348233e-12
Art1,7.774919970948249e-114,7.11133025488222e-103
Art3,6.756201601952889e-86,1.3459960033162798e-54
Asap1,5.76293776270232e-91,8.646404829280859e-98
Asb14,1.5620149779265e-4,5.30059143078006e-72
Asb8,0.0169964122437592,0.0057241115044936
Ash1l,1.51753777979628e-10,1.1803465318934902e-61
Asph,2.82398224378621e-59,4.38055514161541e-53
Atcayos,4.362328016978209e-147,5.311933215552269e-136
Atf3,0,2.13514132034086e-6
Atf6,1.506200289305e-70,2.29665341592145e-68
Atg10,4.40072846401951e-90,2.80286125510917e-64
Atg13,6.93518677442556e-7,0.0130071541450801
Atosa,2.0557783773585897e-100,1.6628934609385599e-108
Atp10d,1.0240493844026599e-25,0.0511718600433866
Atp11b,4.7393414781063e-4,0.0156271374039656
Atp1a1,4.96822042868942e-64,9.065506445292339e-104
Atp1b1,1.23670541861545e-64,4.57041742903114e-61
Atp2c1,1.061650909577e-78,2.1116066972358299e-122
Atp5f1a,6.26514015560019e-113,1.0227729302088898e-109
Atp5f1c,5.54562238361021e-19,2.32100990750554e-29
Atp6v1b2,3.9253872185627e-4,9.44901760779052e-8
Atp6v1h,1.48346444083858e-5,3.10481544656592e-6
Atrnl1,2.3471596449661797e-100,0.00870852781334715
Atxn1,8.91967066060009e-50,4.62141980556989e-51
B3galt1,0.0442842822669,0.0905758102412432
B4galt1,2.87915064273702e-72,1.2308124842620697e-107
Babam2,8.7588265038808e-25,8.260823321819891e-111
Bach2,1.3713607299548702e-15,2.59625782674064e-10
Bag3,2.38316631393913e-48,5.155676989818279e-122
Baiap2l1,1.3272069120709199e-11,8.796095795886279e-20
Bcas3,3.4789139318333202e-47,7.84079955000758e-41
Bckdhb,2.00296050130127e-18,6.85844668780302e-85
Bcl2,2.18179969110375e-5,2.6779483207745804e-9
Bdnf,1.02994671374297e-6,0.0264509789389851
Bhlhe40,0.0347704291191179,1.05334638884972e-5
Bicc1,0.0512374360846444,0.00672570334165444
Bmpr1a,1.51125166728902e-41,1.5976167807081902e-10
Bnip3,2.80229465159955e-129,1.7193767880101598e-173
Btaf1,5.22184012981e-5,0.00625480297886191
