gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
Abi1,0.667431561996779,3.92885014910977e-6,0.733879138180758,9.16738152920732e-6,above,above,consistent_above
Agmo,0.713888888888889,0.0491869884775096,0.771717171717172,0.018442146811513,above,above,consistent_above
Airn,0.25354099191678803,1.12104856369815e-25,0.851685952935953,5.52532764607179e-55,below,above,discordant
Alcam,0.201550387596899,0.00223906769820348,0.17760101010101,0.0745405459931095,below,below,consistent_below
Arhgap42,0.349865591397849,0.0628759833615358,0.305392156862745,0.0225052991851836,below,below,consistent_below
Atad2,0.288690476190476,0.0434726995959018,0.226415094339623,0.00225688439320246,below,below,consistent_below
Btaf1,0.299603174603175,0.0134269131784773,0.274285714285714,0.00808675361504049,below,below,consistent_below
Clic4,0.357406410389221,3.92885014910977e-6,0.321008708508708,1.04336236816154e-7,below,below,consistent_below
Cmah,0.155200501253133,1.38497119884526e-5,0.122881355932203,2.2556102489706303e-9,below,below,consistent_below
Cp,0.912465564738292,1.33972583100358e-26,0.898438182612495,3.2626071913542197e-18,above,above,consistent_above
Cst3,0.807389937106918,5.6759761294901805e-9,0.771929824561403,5.36241759658372e-5,above,above,consistent_above
Ctla2a,0.302011494252874,2.98997180745065e-5,0.213960113960114,1.27294704977268e-8,below,below,consistent_below
Cytl1,0.759537856440511,4.073492038548e-4,0.762179487179487,4.5703382890283e-5,above,above,consistent_above
Dcbld2,0.328544061302682,0.0594323481465589,0.315185185185185,0.00861268376255388,below,below,consistent_below
Efna5,0.3619825708061,0.0279791299361796,0.274619125255882,4.70841315344183e-6,below,below,consistent_below
Emcn,0.357096166236728,2.33674901756236e-7,0.413929682268428,0.00119885539220035,below,below,consistent_below
Fam20a,0.19228650137741,6.44348658393725e-8,0.111728395061728,7.73897560864451e-20,below,below,consistent_below
Fgf14,0.283980582524272,0.0408107589309164,0.258713794796269,0.00186287612980147,below,below,consistent_below
Flt1,0.404269463789491,0.0289396118923399,0.406412931049181,0.00640590721547987,below,below,consistent_below
Fmo2,0.716759431045145,0.0464572113344089,0.757575757575758,0.00436313456112275,above,above,consistent_above
Gda,0.259833333333333,4.073492038548e-4,0.292549019607843,0.051377184158579,below,below,consistent_below
Gm12216,0.297260273972603,0.0779757829751264,0.25,0.00125320278566991,below,below,consistent_below
Gm56730,1,1.38459443839496e-80,1,3.9710957845748997e-73,above,above,consistent_above
Grb10,0.646345029239766,0.0842994046017913,0.105504587155963,3.0430540271544197e-22,above,below,discordant
Greb1l,0.708833333333333,0.0018546102910298,0.792018779342723,0.00346253542553477,above,above,consistent_above
Igfbp7,0.369166666666667,0.0150703579095739,0.356193320061933,0.0374085955257691,below,below,consistent_below
Kcnc2,0.994047619047619,6.399214036859439e-136,0.989128036533697,8.522979447814468e-87,above,above,consistent_above
Kcnq1ot1,0.225,5.1668137244073e-13,0.902255639097744,1.8624630888174098e-19,below,above,discordant
Man2a1,0.728071083505866,5.35034991107191e-10,0.732873151154401,3.88465065588134e-8,above,above,consistent_above
Mat2a,0.724458874458874,7.6265041002465e-4,0.716438356164384,0.0177270517842488,above,above,consistent_above
Mbnl1,0.282874617737003,0.00492740851570631,0.315126050420168,0.085010882316248,below,below,consistent_below
Mcc,0.294546094299789,6.473648268799661e-9,0.289447731755424,2.88907342364881e-7,below,below,consistent_below
Mgp,0.65404698089597,1.20878270671178e-12,0.66339374013905394,2.82737053261082e-12,above,above,consistent_above
Mpp7,0.836805555555556,1.89732047049765e-5,0.845528455284553,6.29092553744582e-5,above,above,consistent_above
Neat1,0.599256142918115,0.00406552687950654,0.629941010459843,0.00520101987195342,above,above,consistent_above
Nrxn1,0.0595443875373453,4.09184179766109e-67,0.0537634408602151,4.19100748955417e-17,below,below,consistent_below
Nt5e,0.239942528735632,0.00225589959239109,0.206214689265537,6.1966943316375e-4,below,below,consistent_below
Ntn4,0.689950980392157,0.0620914895788224,0.712121212121212,0.0593449735406622,above,above,consistent_above
Or5m3b,0.978723404255319,1.2018204980384401e-14,1,1.4353999479661198e-20,above,above,consistent_above
Pde9a,0.224358974358974,0.00230891737357199,0.311904761904762,0.0716630353026059,below,below,consistent_below
Pecam1,0.56636725328138,0.00779674484926783,0.591868886624619,4.5764257363694e-4,above,above,consistent_above
Plagl1,0.241071428571429,7.6265041002465e-4,0.92156862745098,7.7383307825283e-9,below,above,discordant
Plpp1,0.700019074763227,5.39410986005507e-6,0.645468975468975,0.0716630353026059,above,above,consistent_above
Prkg1,0.163716455656188,2.20282102581324e-101,0.147781385281385,2.15520032982593e-85,below,below,consistent_below
Rapgef5,0.32406820934374,3.95022326684716e-9,0.3522705453149,1.75369913549419e-7,below,below,consistent_below
Rph3al,0.254545454545455,0.0497522410853398,0.294117647058824,0.068447023999181,below,below,consistent_below
Sema6d,0.671180555555556,0.0337697339792229,0.677350427350427,0.0676069023654944,above,above,consistent_above
Slit3,0.323264077192649,5.7768151954724e-4,0.30245245825603,6.1002704079459e-4,below,below,consistent_below
St3gal1,0.724,3.4733506702405e-4,0.744615384615385,0.0383841989006705,above,above,consistent_above
Stxbp6,0.636792049851751,0.00759549063055648,0.648878889566809,0.00119885539220035,above,above,consistent_above
Tmcc3,0.601947383891828,0.0111773546770091,0.630716040716041,0.00186549929220981,above,above,consistent_above
Tuft1,0.247265625,0.088736907564758,0.197435897435897,6.97458127075037e-5,below,below,consistent_below
Tulp4,0.338129496402878,0.0493230716174467,0.336134453781513,0.0198320094292,below,below,consistent_below
Zeb1,0.749942709237581,6.7074261853253e-15,0.659001817703475,6.1002704079459e-4,above,above,consistent_above
