"term","estimate","se","z","p","gene"
"sexM",-0.202484643275127,0.154975419309823,-1.30655973816289,0.194928298569254,"Ablim1"
"sexM",0.0343823858038931,0.247372279372519,0.138990455564006,0.889984485474064,"Actn2"
"sexM",0.253301558763169,0.246556773192598,1.0273559127305,0.309008235402601,"Adk"
"sexM",0.116161559894255,0.216925042217718,0.535491701219394,0.594322757596915,"Ank2"
"sexM",0.0709623611864218,0.185895072007623,0.38173341778265,0.703985671775168,"Arhgap26"
"sexM",-0.203425810058822,0.131617405971334,-1.54558440471869,0.125714172856506,"Atp2a2"
"sexM",-0.0346646798652059,0.117536513718322,-0.294926902020254,0.768736596718079,"Cacna1c"
"sexM",-0.096804435276911,0.195694520978663,-0.494671157847417,0.622278242843575,"Cacnb2"
"sexM",-0.0148283332454457,0.186964241331454,-0.0793110657944358,0.93699929156832,"Cd36"
"sexM",-0.311187173300134,0.212097534531643,-1.46718901748341,0.147726467547254,"Cdh13"
"sexM",0.0389562679749591,0.209118998011746,0.186287560409843,0.852765867389736,"Cdh2"
"sexM",0.35429241468464,0.244982087573936,1.44619722279783,0.153078817822662,"Celf2"
"sexM",0.282644278417573,0.227303417107221,1.24346691314477,0.219272830965817,"Cpeb3"
"sexM",0.286489523356312,0.185654615443491,1.54313170546257,0.126952700837177,"D830005E20Rik"
"sexM",0.16128973502401,0.186285136544821,0.865821814963769,0.388942285738859,"Fhl2"
"sexM",0.195874523198658,0.176902518177049,1.10724553396477,0.271679975443719,"Fhod3"
"sexM",-0.201318678540921,0.28267585880502,-0.712189146225548,0.479657845090714,"Gpcpd1"
"sexM",0.399898959264792,0.237578635154211,1.68322778268854,0.0972034539018226,"Lama2"
"sexM",-0.0162232660299341,0.194230457310004,-0.0835258602312854,0.933702516934072,"Limch1"
"sexM",-0.124101360779626,0.201841738260632,-0.614844887133197,0.540739766989478,"Lmo7"
"sexM",0.119953517415525,0.206959406162127,0.579599253979093,0.564468816251886,"Lncpint"
"sexM",0.0428825596823809,0.248799196445157,0.172358111662284,0.863777406057582,"Magi1"
"sexM",0.018841251227103,0.0335960212850992,0.560817933386048,0.575925555304731,"Malat1"
"sexM",0.379587046612912,0.238306953287679,1.59284922817457,0.117496982757158,"Mast2"
"sexM",-0.458437116636654,0.237359094975397,-1.93140741745823,0.0585921538728575,"Mbnl2"
"sexM",-0.131217469494126,0.170091400919622,-0.771452694167257,0.443416881403693,"Mhrt"
"sexM",-0.434670595731053,0.23192046902984,-1.874222648606,0.0663137742531392,"Mlip"
"sexM",-0.0354194590426977,0.129664643222853,-0.273162044504475,0.78536151462785,"Myh6"
"sexM",-0.133718097185843,0.283380974152626,-0.471866883744367,0.638602032808096,"Myocd"
"sexM",0.159052505675213,0.201093253049714,0.790939045756513,0.431994824661652,"Myom1"
"sexM",0.119663992919526,0.14880596589166,0.804161259278066,0.423629091171517,"Neat1"
"sexM",-0.0360795842524051,0.214906888946463,-0.167884726400712,0.86722934062406,"Palld"
"sexM",-0.0210926246139473,0.158232304411973,-0.133301633268455,0.894289584285552,"Pcdh7"
"sexM",0.185927287109334,0.183328915548134,1.01417327732197,0.313676308821135,"Pdlim5"
"sexM",-0.148301267472058,0.244862036773481,-0.605652347853538,0.547282910015896,"Pln"
"sexM",0.0853927430418344,0.180143953823614,0.474025029590756,0.636617456002948,"Ptprg"
"sexM",0.136757369718427,0.148566143758138,0.920515039692118,0.359413733808472,"Ptprm"
"sexM",0.102526834242581,0.204627631631715,0.501041005190869,0.618378615381918,"Qki"
"sexM",0.285048068519742,0.118557469798523,2.40430290056083,0.0183247883655269,"Rbm20"
"sexM",0.166580258190638,0.100089520630084,1.66431267870984,0.0995670510013222,"Ryr2"
"sexM",-0.0417104885813675,0.124500880925844,-0.335021634153829,0.738415201158602,"Slc8a1"
"sexM",0.0623730707302394,0.111798061827968,0.557908336785101,0.578390897218096,"Sorbs1"
"sexM",0.0140712869587359,0.208632725004395,0.0674452531760751,0.946440839811083,"Sorbs2"
"sexM",-0.158605029981284,0.119108478108735,-1.33160151569137,0.186391645999089,"Sptbn1"
"sexM",0.141129338783599,0.166555964528702,0.847338846032614,0.399575810770226,"Trdn"
"sexM",0.0651125697734944,0.0831290383317916,0.783271057625034,0.4355242995518,"Ttn"
"sexM",0.0566785265265584,0.193581055571714,0.292789634601209,0.770587820875526,"Zbtb16"
