"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"Ablim1",TRUE,3,71.4053953692684,67.7118528070631,58,57,0.051726379261741
"Celf2",TRUE,3,157.899313607718,156.81400766166,82,81,0.00687340509126022
"Dlc1",TRUE,3,60.4870659133646,56.4389268752713,51,50,0.066925696873633
"Ebf1",TRUE,3,139.605372912505,138.500759764367,65,64,0.00791239710258895
"Ext1",TRUE,4,139.481603520163,139.379743818039,62,61,0.000730273380531887
"Lama2",TRUE,4,112.339457268849,108.227482939564,68,67,0.0366031172773401
"Lncpint",TRUE,3,75.2992412457682,67.7988573962841,53,52,0.0996076949169211
"Malat1",TRUE,3,144.291233603634,134.065244274655,112,111,0.0708704823819638
"Mast4",TRUE,3,76.1669143146073,76.1498527414602,57,56,0.000224002420219804
"Mir99ahg",TRUE,4,124.114763653842,124.062169174542,59,58,0.000423756834010192
"Neat1",TRUE,3,67.1905620773637,67.1413894055983,51,50,0.000731838970312371
"Nfia",TRUE,3,67.912444387803,67.8996402130454,49,48,0.000188539447711356
"Nfib",TRUE,3,81.5552296740905,81.5394285008664,53,52,0.000193748129792115
"Pdlim5",TRUE,3,74.4499030150782,74.2762218500555,56,55,0.00233285952014672
"Ptprg",TRUE,4,156.737518002842,152.290000590232,75,74,0.0283755763730422
"Ptprm",TRUE,3,86.3516254642327,84.868809150752,72,71,0.0171718401999846
"Rora",TRUE,3,125.195737452918,125.145346882731,72,71,0.000402494295822398
"Sptbn1",TRUE,3,127.693884985402,127.667704902687,78,77,0.000205022211656636
"Tcf4",TRUE,3,91.1394046957047,90.7673674527183,50,49,0.00408206795105293
"Zbtb16",TRUE,3,83.6947738852687,78.4550801735067,57,56,0.062604789624556
