"","AR","N","log2FC","llr_var","pval_var"
"1700025G04Rik",0.403036487322202,35,-0.465663572348812,3067.6991954053,1
"2210408F21Rik",0.415356220007383,43,-0.405638801276594,3139.51139572132,1
"2610035D17Rik",0.759090909090909,11,1.66296501272243,27.4358162090266,1
"2610037D02Rik",0.459803921568627,17,-0.415037499278844,-91.1099293203192,1.58763677765592e-41
"2610307P16Rik",0.552696078431373,34,0.256775415362112,2978.46008024037,1
"2900026A02Rik",0.566666666666667,10,-0.0565835283663674,-3185.37878332552,0
"4632427E13Rik",0.394871794871795,26,-0.387023123109247,137.083546512899,1
"4732440D04Rik",0.321118551587302,32,-1.13750352374994,-54.6597372665842,1.3812850333903e-25
"5031425E22Rik",0.601124338624339,36,0.524661990453342,2751.52219673465,1
"5330438D12Rik",0.455128205128205,13,-0.430634354329862,-2761.2691466218,0
"9330159M07Rik",0.0416666666666667,14,-4.4594316186373,151.856510399084,1
"9530026P05Rik",0.466914922896977,59,-0.0697089718114046,3614.65989052109,1
"9630014M24Rik",0.597222222222222,12,0.584962500721156,-3109.35612454442,0
"AU040320",0.733333333333333,10,2.04439411935845,-2795.93791545984,0
"AW554918",0.525,20,-0.0892673380970874,-63.9657965043707,1.16179065717072e-29
"Aak1",0.456132756132756,22,0.108934371553164,32.8110888731508,1
"Abca1",0.504617604617605,33,0.0962153152593029,-28.8020268793002,3.20564248416545e-14
"Abca6",0.552150537634409,31,0.542149417182183,-59.0957609988363,1.57428789823484e-27
"Abca8a",0.672425301780505,78,1.11917170097768,4169.47198387317,1
"Abca8b",0.521502976190476,32,-0.0551415541924611,-24.6339307889134,2.2329091066806e-12
"Abca9",0.547707231040564,27,0.46394709975979,-2.15799999885849,0.0377555739795252
"Abcc1",0.595238095238095,14,-0.0565835283663674,-218.717181878646,3.91589659134067e-97
"Abcc5",0.446,25,-0.517848304862619,-63.5406830851462,1.78311103825034e-29
"Abcd3",0.583333333333333,10,0.695145418471579,-3089.43295908676,0
"Abcg2",0.472222222222222,12,0.415037499278843,-3227.82432277505,0
"Abhd18",0.528888888888889,15,-0.20945336562895,-52.1378640664611,1.7603229195616e-24
"Abi1",0.686727058949281,54,1.34103691783507,3185.52720931894,1
"Abi3bp",0.695751633986928,17,0.900464326449085,62.6783428355193,1
"Abl2",0.51,10,0.115477217419936,-3009.50526512659,0
"Ablim1",0.487393038901141,88,-0.0336831262562887,4003.37440571517,1
"Ablim3",0.500980392156863,34,-0.186413124230881,2965.92677294129,1
"Abra",0.525595238095238,14,-0.263034405833794,-3563.80079881328,0
"Abtb2",0.605555555555556,15,0.169925001442312,-878.953854043924,0
"Acaca",0.452380952380952,14,-0.0506260730699681,-3123.88548070826,0
"Acacb",0.433974358974359,26,-0.453717967442903,-30.1728064850322,7.95817259191047e-15
"Acadl",0.460526315789474,19,-0.277533975528909,-122.757276398499,2.46798453131235e-55
"Acadm",0.533333333333333,10,0.275634442613427,-3048.77320018188,0
"Acadsb",0.630952380952381,14,0.163498732282879,-4101.49577346608,0
"Acap2",0.612280701754386,19,0.552541023028779,6.80439166123597,1
"Acat1",0.546536796536797,11,-0.222392421336448,-2876.49668377756,0
"Acer2",0.576282051282051,13,0.178337241258512,-3350.24598141916,0
"Acer3",0.458333333333333,14,-0.0489096004809464,-22.0884838838888,2.99990313486875e-11
"Acin1",0.483333333333333,10,0.807354922057604,-3327.76227571982,0
"Ackr3",0.616496598639456,28,0.540568381362703,-67.8716712187938,2.27062812171959e-31
"Aco2",0.486428571428571,20,0.282399730700725,-139.062122598074,1.92468841125906e-62
"Acox1",0.433888888888889,15,0.133266530863464,-20.1517277217185,2.17424081891588e-10
"Acsl1",0.664166666666667,10,0.839535327806754,-3357.25886947088,0
"Acss1",0.525416666666667,20,0.423807708906576,3359.00178359621,1
"Acss3",0.290674603174603,12,-1.58496250072116,-3098.90005737498,0
