"","AR","N","log2FC","llr","pval"
"1700025G04Rik",0.403036487322202,35,-0.465663572348812,-1.39551942649473,0.0947927567688866
"2210408F21Rik",0.415356220007383,43,-0.405638801276594,-1.20060406471281,0.121241585059052
"2610035D17Rik",0.759090909090909,11,1.66296501272243,-1.66641797718585,0.067909685581523
"2610037D02Rik",0.459803921568627,17,-0.415037499278844,-7.65033702040992,9.16837907869052e-05
"2610307P16Rik",0.552696078431373,34,0.256775415362112,-5.83244388295858,0.000636907855710321
"2900026A02Rik",0.566666666666667,10,-0.0565835283663674,-16.1403653946306,1.33430001471566e-08
"4632427E13Rik",0.394871794871795,26,-0.387023123109247,-8.04333097240306,6.05087125093303e-05
"4732440D04Rik",0.321118551587302,32,-1.13750352374994,-14.6112115619913,6.45281020126756e-08
"5031425E22Rik",0.601124338624339,36,0.524661990453342,-4.40942082920679,0.00298135862434409
"5330438D12Rik",0.455128205128205,13,-0.430634354329862,-15.9639817971001,1.59997180539699e-08
"9330159M07Rik",0.0416666666666667,14,-4.4594316186373,-4.13555928118378,0.00402806822615079
"9530026P05Rik",0.466914922896977,59,-0.0697089718114046,-5.46291662946609,0.000948325405826774
"9630014M24Rik",0.597222222222222,12,0.584962500721156,-17.628516733328,2.88936715450367e-09
"AU040320",0.733333333333333,10,2.04439411935845,-11.6259060450369,1.42116480274089e-06
"AW554918",0.525,20,-0.0892673380970874,-6.17206013592607,0.000442377563934272
"Aak1",0.456132756132756,22,0.108934371553164,-7.93248607058792,6.80261946502177e-05
"Abca1",0.504617604617605,33,0.0962153152593029,-10.1875021940016,6.36558429536545e-06
"Abca6",0.552150537634409,31,0.542149417182183,-9.03189066592731,2.1362669727955e-05
"Abca8a",0.672425301780505,78,1.11917170097768,-0.906700571549408,0.178100768798138
"Abca8b",0.521502976190476,32,-0.0551415541924611,-11.7493652001233,1.24996223905108e-06
"Abca9",0.547707231040564,27,0.46394709975979,-9.16182346970848,1.86379291422487e-05
"Abcc1",0.595238095238095,14,-0.0565835283663674,-8.36315548520398,4.3178014677636e-05
"Abcc5",0.446,25,-0.517848304862619,-9.85913203001222,8.97395945478981e-06
"Abcd3",0.583333333333333,10,0.695145418471579,-13.243296592515,2.65373476546081e-07
"Abcg2",0.472222222222222,12,0.415037499278843,-18.5200680960598,1.15722503693057e-09
"Abhd18",0.528888888888889,15,-0.20945336562895,-7.04232036496206,0.000174765070323655
"Abi1",0.686727058949281,54,1.34103691783507,-3.96337840727655,0.00487090266605616
"Abi3bp",0.695751633986928,17,0.900464326449085,-1.74182032018683,0.0619782446100749
"Abl2",0.51,10,0.115477217419936,-13.0767877332835,3.15312718212595e-07
"Ablim1",0.487393038901141,88,-0.0336831262562887,-1.68971997199111,0.0660144837701089
"Ablim3",0.500980392156863,34,-0.186413124230881,-0.592101581445398,0.276501973320976
"Abra",0.525595238095238,14,-0.263034405833794,-22.3131767255677,2.38460257448526e-11
"Abtb2",0.605555555555556,15,0.169925001442312,-1.09591166584269,0.138744987002583
"Acaca",0.452380952380952,14,-0.0506260730699681,-18.4886821367406,1.19508621149646e-09
"Acacb",0.433974358974359,26,-0.453717967442903,-11.9047700203169,1.06354029968241e-06
"Acadl",0.460526315789474,19,-0.277533975528909,-7.94484317269864,6.71436170989635e-05
"Acadm",0.533333333333333,10,0.275634442613427,-13.9705600250167,1.25063573927698e-07
"Acadsb",0.630952380952381,14,0.163498732282879,-19.0211772685117,6.9225441167392e-10
"Acap2",0.612280701754386,19,0.552541023028779,-7.49690042737073,0.000107864934325084
"Acat1",0.546536796536797,11,-0.222392421336448,-14.8130281660977,5.23958546231309e-08
"Acer2",0.576282051282051,13,0.178337241258512,-19.1715282941617,5.93388439136076e-10
"Acer3",0.458333333333333,14,-0.0489096004809464,-2.99936513736317,0.0143161780650089
"Acin1",0.483333333333333,10,0.807354922057604,-15.5469138331615,2.45851926888891e-08
"Ackr3",0.616496598639456,28,0.540568381362703,-12.905110004689,3.766886060685e-07
"Aco2",0.486428571428571,20,0.282399730700725,-10.2984344215785,5.66887555729942e-06
"Acox1",0.433888888888889,15,0.133266530863464,-2.7474373651533,0.0190722941387987
"Acsl1",0.664166666666667,10,0.839535327806754,-13.6979367070768,1.65784628841712e-07
"Acss1",0.525416666666667,20,0.423807708906576,0.568544443073122,1
"Acss3",0.290674603174603,12,-1.58496250072116,-15.0856164851296,3.95532989530542e-08
"Actc1",0.443450028232637,23,-0.36564947231668,-10.2231213255298,6.13298411815255e-06
"Actn2",0.537143616617301,38,0.415037499278844,-1.5405184779855,0.0792100096674361
"Actr2",0.535294117647059,17,0.304854581528421,-8.27296830341712,4.74856297481128e-05
"Actr3",0.472222222222222,21,0.128324096975539,-15.9265204117996,1.66289137019617e-08
"Acvr1",0.609848484848485,11,-0.400537929583729,-14.3756756806358,8.22924787874593e-08
"Acvr2a",0.425925925925926,18,-0.602664502454615,-9.419313125255,1.42256834525243e-05
"Acyp2",0.32846587336014,56,-0.92771113919312,-0.00390027087959766,0.929621806323053
"Adam10",0.422549019607843,17,-0.540568381362703,-6.15244259079175,0.000451774288298749
"Adam17",0.361111111111111,12,-0.415037499278844,-16.4670009432676,9.53410870557804e-09
"Adam19",0.490225563909774,19,0.0347654181606767,-7.1737095134597,0.000151987906450106
"Adam22",0.805555555555556,12,1.62803122261304,-9.03286802775232,2.13407483998926e-05
"Adam9",0.505555555555556,18,0.289506617194985,-24.4820326147284,2.60695104309296e-12
