"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"1700025G04Rik",TRUE,4,56.5659038471235,55.6147563224515,30,29,0.0168148559464824
"2010001K21Rik",TRUE,4,27.482036713193,26.395843681527,20,19,0.0395237457471455
"2210408F21Rik",TRUE,3,50.2734971406635,50.2163061125714,28,27,0.00113759796602464
"2610037D02Rik",TRUE,4,45.0724687224743,41.8831734836848,32,31,0.0707592756551011
"2610307P16Rik",TRUE,3,84.6247217932538,84.5637837273566,43,42,0.000720097680747545
"4632427E13Rik",TRUE,4,43.4914143828434,43.4049375324871,28,27,0.00198836601622288
"4732440D04Rik",TRUE,3,55.7528297834198,55.2436913175016,37,36,0.00913206500721175
"5031425E22Rik",TRUE,3,50.3488868376696,49.9689704950542,38,37,0.00754567511771009
"9330159M07Rik",TRUE,5,20.6287654524225,20.4700874654159,26,25,0.00769207383605308
"9530026P05Rik",TRUE,4,120.410459709524,117.253748410324,57,56,0.0262162548570499
"AW554918",TRUE,4,46.4245410638652,41.6608745148336,27,26,0.102610956185399
"Aak1",TRUE,4,50.2195176067361,49.1842357575134,36,35,0.020615129307491
"Abcc5",TRUE,3,43.8214730700942,43.417556075725,25,24,0.00921733036502714
"Abcd3",TRUE,4,40.1754344057201,36.0312636942066,28,27,0.103151858164437
"Abhd18",TRUE,4,36.1008154729387,35.4243960050169,21,20,0.0187369581285173
"Abi1",TRUE,5,60.2082299655646,54.6724067062534,54,53,0.091944627212549
"Abi3bp",TRUE,4,35.418261375449,35.1926144685259,20,19,0.00637091991984462
"Ablim1",TRUE,3,70.0301975896706,67.989495424453,42,41,0.0291403171125508
"Ablim3",TRUE,3,37.0629666038595,36.3116853559093,28,27,0.0202704024202939
"Abra",TRUE,4,33.0087331684154,30.8735295648876,18,17,0.0646860208973679
"Abtb2",TRUE,3,44.8303087209193,44.5936587889823,21,20,0.00527879326930736
"Acacb",TRUE,3,17.8118818639366,17.5302941287765,22,21,0.015808982863861
"Acadl",TRUE,3,26.6401791221552,26.5380625548514,21,20,0.00383317870482625
"Acat1",TRUE,4,35.8903711944849,34.2057497971498,24,23,0.0469379764340221
"Ackr3",TRUE,4,48.5397585026324,46.6397096012396,22,21,0.0391441770623928
"Aco2",TRUE,4,41.3871537283221,41.358575970801,26,25,0.000690498257230554
"Acsl1",TRUE,4,32.2062150226023,31.8132723533848,16,15,0.0122008335640089
