gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
1110019D14Rik,0.5355,0.04713928793416,0.5319,0.147033726425573
1500004A13Rik,0.4494,0.0117307325504683,0.5132,0.580971676787905
1500009L16Rik,0.5812,0.0404184720485886,0.5237,0.681761031936911
1600014C10Rik,0.4041,0.00570230446061017,0.498,1
1700037F03Rik,0.5752,0.068682470213414,0.5121,0.681486062346428
2210408I21Rik,0.5514,0.0933254299040397,0.5345,0.508464534995276
2310002L09Rik,0.4447,0.00125657708106595,0.4611,0.394814089185349
2310057M21Rik,0.5611,0.00427461083509762,0.5091,1
4921524J17Rik,0.4223,8.3681034935843e-4,0.4585,0.128395827869554
4930470G03Rik,0.5975,0.00638501390043355,0.5267,1
4930512H18Rik,0.4578,0.0730830182288501,0.4836,0.584696020846326
4932441J04Rik,0.4184,0.02116338433552,0.4565,0.643813987571991
5330438D12Rik,0.4695,0.0521660668071723,0.5331,0.256459982409068
6430548M08Rik,0.3878,0.00304782637657943,0.3595,0.169833465793291
6720427I07Rik,0.5372,0.0255755970756319,0.5317,1
9630050E16Rik,0.4123,0.00801471571423974,0.5815,0.221519395588077
A330032B11Rik,0.4425,0.0557585425264895,0.4805,0.294733987323255
A430046D13Rik,0.5926,0.00174921206684594,0.5543,0.238928727006237
Aars1,0.4163,0.0559737566534888,0.4664,1
Aarsd1,0.5828,0.0266670927859075,0.5315,0.401419666133869
Abcc1,0.5416,0.0216570968482762,0.5213,0.208895586953449
Abcc5,0.4651,0.0109514305234042,0.4897,0.45641551502284
Abcf3,0.4216,0.00850402599261766,0.473,0.674054828693991
Abhd12,0.4434,0.0503320842803169,0.4542,0.241523989374972
Abi2,0.41,0.0224241361377157,0.4508,0.164596442533016
Abtb2,0.4755,0.0449566393382683,0.493,0.400406506370872
Acacb,0.4774,0.00315666395092144,0.4862,0.469720726235874
Acin1,0.4731,0.0866994418594116,0.5063,1
Acot13,0.4622,0.00637282742658452,0.4871,0.619842034641795
Actr1a,0.4484,0.0549200822398565,0.46,0.197763599158884
Adamts6,0.5326,0.0490943980600309,0.5265,0.639873934866356
Adamtsl4,0.4348,0.0449052162197709,0.4829,0.46555191283986
