gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
1110002L01Rik,0.9709,2.9237557819651096e-44,0.9456,1.1477561555008799e-35
1500002F19Rik,0.6247,4.71482804937644e-5,0.5988,0.00816407022643431
1600020E01Rik,0.2958,1.6386573825828199e-19,0.2796,4.47456879991241e-19
1700025G04Rik,0.545,4.0461078979122e-5,0.5652,2.54995315118426e-7
1700087I21Rik,0.0952,1.2579080679827099e-86,0.0972,1.4774028814535502e-61
1700109H08Rik,0.4042,7.47655932055737e-6,0.3927,0.00590415847846595
1700120C14Rik,0.7499,9.55212332447232e-17,0.7636,2.5685218643291604e-15
1700123M08Rik,0.6473,8.9846914967008e-6,0.6,0.0151037505709795
1810034E14Rik,0.6489,0.00264440091506259,0.6639,0.00752122676406134
1810037I17Rik,0.1141,4.2701011883389296e-26,0.1319,7.417094276929449e-23
2010001K21Rik,0.9344,6.01245984176685e-16,0.9782,1.41495189176111e-35
2010109A12Rik,0.3913,0.0532848678268111,0.3621,0.0495305824059252
2310014F06Rik,0.3689,3.2029403419469897e-16,0.3658,6.421852378726089e-16
2310016D03Rik,0.6956,4.94265202127812e-7,0.705,0.00226786645595495
2310069G16Rik,0.2518,2.1728168730663797e-11,0.2271,6.97423459275897e-10
2500002B13Rik,0.6312,5.59237996257322e-6,0.5917,0.0322930531210485
2610005L07Rik,0.737,3.0060030670210997e-13,0.7492,2.0760566819226697e-11
2610008E11Rik,0.776,5.557524377024209e-40,0.7498,3.99573875549212e-29
2610035D17Rik,0.969,5.70788838165294e-88,0.9669,1.0241965712012699e-106
2610037D02Rik,0.4429,4.71482804937644e-5,0.4559,0.00336406971586994
2700049A03Rik,0.5603,0.0284044868223802,0.6002,6.36993297483592e-5
2700097O09Rik,0.6065,4.9700928329903694e-11,0.6244,1.48191141539238e-11
2810030D12Rik,0.5927,0.00656719396750127,0.6343,0.0244938854631305
2810449D17Rik,0.7637,3.99967042489211e-12,0.779,9.51694292086817e-13
2900089D17Rik,0.7271,3.60335133103475e-5,0.7283,1.0196184844741e-4
3222401L13Rik,0.4061,3.83548801105562e-10,0.4011,7.94572190481207e-8
3300002I08Rik,0.3859,0.00133300832997931,0.2951,2.59388346794303e-7
3425401B19Rik,0.6135,2.40066442519444e-7,0.5748,0.029603394798239
4631405J19Rik,0.2785,1.08838342454223e-6,0.3409,0.00107028774129341
4732440D04Rik,0.3148,1.14266747633858e-108,0.3507,2.1243672431384e-86
