"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"0610043K17Rik",0.5948,0.597315436241611,149,2e-04,0.333608886196042,0.509415972183421,0.555518722828674,0.0972268290277185,1,1
"1110002E22Rik",0.4867,0.484775641025641,520,0.537,0.399021660415061,0.297979082673937,-0.0564133089052667,0.0542261912257231,1,1
"1110002L01Rik",0.9456,0.94620253164557,158,1e-04,0.313262892179249,0.478398857321773,4.12101540096137,-0.108230104837801,0.641750399293955,1
"1110004F10Rik",0.457,0.448630136986301,292,0.4268,0.397293747187098,0.359255983203762,-0.217029236569355,-0.328760981859261,0.417436148760606,1
"1110019D14Rik",0.5319,0.533597883597884,504,0.9406,0.547757547313477,0.291060360596783,0.14767716804226,0.199831224813124,1,1
"1110038F14Rik",0.4453,0.448717948717949,208,0.9793,0.652730692000299,0.42894334358179,-0.365871442474959,-0.00793962573516183,0.89972171167033,1
"1110059E24Rik",0.4152,0.420608108108108,296,0.823,0.547589031789363,0.359010981219621,-0.54189377882927,-1.40526525245266,0.0936474026294727,1
"1500002F19Rik",0.5988,0.59652076318743,297,1.5894,0.833769005715014,0.351591194728731,0.630354403535171,-1.24335539978165,0.114811444870483,1
"1500004A13Rik",0.5132,0.511232888217015,567,0.6295,0.425474894745719,0.284731989241629,0.0777921606061511,0.105323441869189,1,1
"1500009L16Rik",0.5237,0.524305555555556,192,2.1901,1.10752254095153,0.421298094213308,0.163975735111126,-0.223629338525569,0.50363964786787,1
"1600010M07Rik",0.4908,0.494345738295318,595,0.0958,0.220120267192543,0.280633021425411,-0.0601209924375707,-0.140559517221902,0.595968698302244,1
"1600014C10Rik",0.498,0.496739130434783,230,2e-04,0.260081236876607,0.397114742456204,-0.0113153132278345,0.00259627595701772,1,1
"1600020E01Rik",0.2796,0.282873851294904,399,0.5789,0.439377607187947,0.335314065378392,-1.40952049431128,-1.34295844793633,0.10123893747014,1
"1700025G04Rik",0.5652,0.5531752828132,1229,0.5566,0.32304491683263,0.170569269642371,0.480739577753883,0.187111157560821,1,1
"1700037C18Rik",0.5571,0.557377049180328,122,1.7226,1.01484650192484,0.550900890606537,0.326810316267109,-1.03250400959332,0.150714135896018,1
"1700037F03Rik",0.5121,0.508620689655172,174,0.7676,0.590974135270559,0.457406495936567,0.101538026462062,-0.081322979366405,0.686732038761621,1
"1700081N11Rik",0.5622,0.55886524822695,235,0.2038,0.336354867121755,0.395522000383961,0.372554167957331,-0.0618598781819628,0.725034614792315,1
"1700087I21Rik",0.0972,0.0970388155262105,357,0.3276,0.345960861537314,0.338389555854658,-3.20858662181142,3.30969817636105,1,1
"1700109H08Rik",0.3927,0.397473275024295,343,1.0872,0.641550562362094,0.349285558914372,-0.691413442351799,-0.000867129907220487,0.966782141823628,1
"1700120C14Rik",0.7636,0.764592933947773,217,0.5255,0.461721154327655,0.400412109709772,1.70231945135931,-0.000124306899124349,0.987419882982649,1
"1700123M08Rik",0.6,0.601123595505618,178,1.702,0.944062572815934,0.454738236214204,0.567040592723894,-2.16046260314278,0.0376464480264476,1
"1810024B03Rik",0.6354,0.627777777777778,90,1.1984,0.836215689113547,0.582108095839424,0.899071091149219,-0.163750981987931,0.567133737711427,1
"1810034E14Rik",0.6639,0.6625,100,0.2984,0.489080345012691,0.57391671361605,1,-0.149451693693777,0.584570716428769,1
"1810037I17Rik",0.1319,0.130573248407643,157,1e-04,0.329700221386198,0.50350413813052,-2.72047747137764,-0.0296494991130913,0.807607352321982,1
"1810062O18Rik",0.5676,0.565326633165829,199,4e-04,0.280996514785109,0.42894334358179,0.392317422778761,-0.0027883589348221,0.940471369402737,1
"2010001K21Rik",0.9782,0.977777777777778,135,2.1797,1.15739642391784,0.50350413813052,5.77258950389693,-0.0768935609691965,0.694942204879169,1
"2010109A12Rik",0.3621,0.364077669902913,103,3.9673,1.88161284723739,0.572816022013902,-0.906890595608518,-1.32456470469549,0.103606623346699,1
"2210408F21Rik",0.4883,0.484868059384252,2225,0.1139,0.122319479907675,0.120760618978988,-0.0682558395367625,0.00270722836785353,1,1
"2210408I21Rik",0.5345,0.536064425770308,238,3.6162,1.60895335375971,0.360012088975658,0.192645077942396,-0.379632681425107,0.383558523271155,1
"2310002L09Rik",0.4611,0.468960863697706,247,0.4903,0.431633149340446,0.374873696759307,-0.270357746639653,-0.850665387422168,0.192114032715639,1
"2310014F06Rik",0.3658,0.373180557881613,853,0.7715,0.437870973762759,0.221304933926987,-0.878908183082638,0.420630132507767,1,1
"2310015A10Rik",0.5867,0.586290322580645,310,0.331,0.356543245103685,0.352580383021695,0.509788110264382,-1.06331649183008,0.144758428176899,1
"2310016D03Rik",0.705,0.703125,96,6.2619,2.75150936781697,0.57056997444578,1.4093909361377,-0.313107638782384,0.428746983002695,1
"2310022A10Rik",0.5349,0.528554143980641,551,0.2045,0.274941343336272,0.301317078388933,0.218941821650624,-0.470257112107276,0.3321456314313,1
"2310039L15Rik",0.5844,0.580735411670664,417,0.8207,0.524890771080182,0.325677171029799,0.525883267967134,0.158494107842841,1,1
"2310057M21Rik",0.5091,0.510580524344569,356,0.4199,0.38469001005791,0.344007875361781,0.040833717508578,-1.26107289307777,0.112257736631733,1
"2310069G16Rik",0.2271,0.216071428571429,140,0.0392,0.353182471632655,0.516691361673609,-1.76081233612057,-0.442130112197617,0.347037487222067,1
"2500002B13Rik",0.5917,0.592352092352092,231,0.494,0.453776039558002,0.406547271084922,0.526068811667588,-1.18858277196264,0.12312075919789,1
"2510039O18Rik",0.4127,0.416666666666667,92,0.5219,0.581115367635833,0.584854871502463,-0.538419914784126,-0.573235995484154,0.284288905079312,1
"2610005L07Rik",0.7492,0.757575757575758,231,0.0131,0.269396687332918,0.403860540453143,1.57718515012944,0.0319165904305407,1,1
"2610008E11Rik",0.7498,0.750669344042838,498,0.2961,0.314661306426364,0.3088547020152,1.58496250072116,0.0112595311302925,1,1
"2610020C07Rik",0.4598,0.460079840319361,167,0.601,0.54431317839447,0.482767661134487,-0.239670412768284,-0.762856390929983,0.216757021850566,1
"2610035D17Rik",0.9669,0.969353484466835,397,0.1539,0.274602615453148,0.330147728002108,4.84622781370189,2.87638574871573,1,1
"2610037D02Rik",0.4559,0.4522565742715,938,0.2429,0.236196363864113,0.219868579741789,-0.246706235929794,-0.447712526780151,0.344011391678308,1
"2610307P16Rik",0.4791,0.481372549019608,85,0.6652,0.62692029209471,0.571700259459321,-0.199308808223407,-0.171079734905732,0.558585379364948,1
"2700049A03Rik",0.6002,0.60235294117647,425,0.7444,0.498027352239243,0.328901775986738,0.559178474950923,-2.04513346921152,0.0431308298598002,1
