gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
Cacna2d1,F1_Aged,0.00116474600939148,0.7679,shared,0.00376994002820382,0.7302,Smooth_Muscle
Clic4,F1_Aged,0.0213262585827955,0.2613,shared,0.0484329364486478,0.3091,Smooth_Muscle
Cobll1,F1_Aged,0.0414412642371511,0.6515,shared,5.2751759385287e-4,0.7337,Smooth_Muscle
Cradd,F1_Aged,1.690164426664e-4,0.1915,shared,0.0657327028045813,0.3288,Smooth_Muscle
Efna5,F1_Aged,0.0504675894400449,0.345,shared,0.0199392042883177,0.3114,Smooth_Muscle
Gm35330,F1_Aged,4.98297758090588e-5,0.8286,shared,2.9893727584109e-4,0.7993,Smooth_Muscle
Grm1,F1_Aged,8.55948035068374e-35,0.9908,shared,4.29951266525254e-41,0.9881,Smooth_Muscle
Lama2,F1_Aged,2.57544209271092e-8,0.2833,shared,1.95506492453583e-8,0.2625,Smooth_Muscle
Malat1,F1_Aged,0.0138373265023418,0.4616,shared,6.9609653523214e-4,0.4491,Smooth_Muscle
Pcdh7,F1_Aged,0.0412835045434734,0.6382,shared,0.00101777613293939,0.6094,Smooth_Muscle
Pde7b,F1_Aged,1.51043206593355e-6,0.2333,shared,0.00101777613293939,0.2486,Smooth_Muscle
Prkg1,F1_Aged,6.29378295308164e-9,0.1583,shared,2.9822921629550704e-15,0.077,Smooth_Muscle
Prune2,F1_Aged,0.094429442071864,0.7116,shared,0.00745345838977704,0.7743,Smooth_Muscle
Cacna2d1,F1_Young,0.00376994002820382,0.7302,shared,0.00116474600939148,0.7679,Smooth_Muscle
Clic4,F1_Young,0.0484329364486478,0.3091,shared,0.0213262585827955,0.2613,Smooth_Muscle
Cobll1,F1_Young,5.2751759385287e-4,0.7337,shared,0.0414412642371511,0.6515,Smooth_Muscle
Cradd,F1_Young,0.0657327028045813,0.3288,shared,1.690164426664e-4,0.1915,Smooth_Muscle
Efna5,F1_Young,0.0199392042883177,0.3114,shared,0.0504675894400449,0.345,Smooth_Muscle
Gm35330,F1_Young,2.9893727584109e-4,0.7993,shared,4.98297758090588e-5,0.8286,Smooth_Muscle
Grm1,F1_Young,4.29951266525254e-41,0.9881,shared,8.55948035068374e-35,0.9908,Smooth_Muscle
Lama2,F1_Young,1.95506492453583e-8,0.2625,shared,2.57544209271092e-8,0.2833,Smooth_Muscle
Malat1,F1_Young,6.9609653523214e-4,0.4491,shared,0.0138373265023418,0.4616,Smooth_Muscle
Pcdh7,F1_Young,0.00101777613293939,0.6094,shared,0.0412835045434734,0.6382,Smooth_Muscle
Pde7b,F1_Young,0.00101777613293939,0.2486,shared,1.51043206593355e-6,0.2333,Smooth_Muscle
Prkg1,F1_Young,2.9822921629550704e-15,0.077,shared,6.29378295308164e-9,0.1583,Smooth_Muscle
Prune2,F1_Young,0.00745345838977704,0.7743,shared,0.094429442071864,0.7116,Smooth_Muscle
Celf2,F1_Aged,0.0128253161351128,0.6657,aged_only,0.258688994689221,0.6132,Smooth_Muscle
Fhl2,F1_Aged,0.00879997001502381,0.6375,aged_only,0.246350331298523,0.5615,Smooth_Muscle
Gm26862,F1_Aged,0.0697461004493949,0.3401,aged_only,0.569931113975824,0.3057,Smooth_Muscle
Kcnn2,F1_Aged,0.0412835045434734,0.6855,aged_only,0.526689782910205,0.5806,Smooth_Muscle
Kif1b,F1_Aged,0.0528329484298778,0.3709,aged_only,0.362111666003436,0.5575,Smooth_Muscle
Myzap,F1_Aged,0.0412835045434734,0.3542,aged_only,0.535953162349839,0.3236,Smooth_Muscle
Ppm1l,F1_Aged,7.9758922242172e-4,0.7654,aged_only,1,0.6254,Smooth_Muscle
Ppp1r12a,F1_Aged,0.00783100566506671,0.3616,aged_only,0.435835942509938,0.5339,Smooth_Muscle
Ptprg,F1_Aged,7.804361495692e-4,0.6943,aged_only,0.526689782910205,0.5625,Smooth_Muscle
Slc25a13,F1_Aged,7.804361495692e-4,0.2405,aged_only,0.794370795243636,0.4495,Smooth_Muscle
Zcchc7,F1_Aged,0.0335865560561985,0.3382,aged_only,0.759279144402062,0.5345,Smooth_Muscle
Acss1,F1_Young,0.00934669737253317,0.7246,young_only,0.467081782888277,0.6245,Smooth_Muscle
Acyp2,F1_Young,0.00241062287800006,0.3508,young_only,0.51801963947835,0.4558,Smooth_Muscle
Airn,F1_Young,2.5507601644915e-7,0.8477,young_only,0.458521603132385,0.4296,Smooth_Muscle
Cd36,F1_Young,0.0265842253307736,0.5988,young_only,0.873558229289103,0.4787,Smooth_Muscle
Cog5,F1_Young,0.063881648218860193,0.6944,young_only,1,0.4874,Smooth_Muscle
D830005E20Rik,F1_Young,0.0874578845388148,0.4026,young_only,0.190336279388453,0.4149,Smooth_Muscle
Faf1,F1_Young,0.0652380452072427,0.697,young_only,1,0.5182,Smooth_Muscle
Lncpint,F1_Young,0.0652380452072427,0.3913,young_only,0.506878404471146,0.4214,Smooth_Muscle
Malt1,F1_Young,0.0246547593660202,0.2311,young_only,0.190336279388453,0.2769,Smooth_Muscle
Pakap,F1_Young,0.0199392042883177,0.6875,young_only,1,0.506,Smooth_Muscle
Pan3,F1_Young,0.0890466736780514,0.2779,young_only,1,0.5716,Smooth_Muscle
Pfkfb2,F1_Young,0.0652380452072427,0.254,young_only,0.212612092670369,0.3052,Smooth_Muscle
Pln,F1_Young,0.0652380452072427,0.654,young_only,0.190336279388453,0.6174,Smooth_Muscle
Ppp2r3a,F1_Young,0.0520639297389088,0.2728,young_only,0.153365763109035,0.357,Smooth_Muscle
Psme4,F1_Young,0.063881648218860193,0.3775,young_only,1,0.4912,Smooth_Muscle
Rbm6,F1_Young,0.0874578845388148,0.628,young_only,0.868374193357692,0.4695,Smooth_Muscle
