gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Celf2,0.6657,0.0128253161351128,0.6132,0.258688994689221
Fhl2,0.6375,0.00879997001502381,0.5615,0.246350331298523
Gm26862,0.3401,0.0697461004493949,0.3057,0.569931113975824
Kcnn2,0.6855,0.0412835045434734,0.5806,0.526689782910205
Kif1b,0.3709,0.0528329484298778,0.5575,0.362111666003436
Myzap,0.3542,0.0412835045434734,0.3236,0.535953162349839
Ppm1l,0.7654,7.9758922242172e-4,0.6254,1
Ppp1r12a,0.3616,0.00783100566506671,0.5339,0.435835942509938
Ptprg,0.6943,7.804361495692e-4,0.5625,0.526689782910205
Slc25a13,0.2405,7.804361495692e-4,0.4495,0.794370795243636
Zcchc7,0.3382,0.0335865560561985,0.5345,0.759279144402062
