N,AR,tot_gene_mean,tot_gene_variance,alpha,beta,bb_mu,bb_theta,phi,id,theta_smoothed,thetaCorrected,theta_common,resid,AR.1,N.1,log2FC,loglik0_disp,loglik1_disp,llr_disp,pval_disp,padj_disp
149,0.5973154362416107,1.0939597315436242,0.08570651188100867,5.956877122521304e-4,4.0531328874887147e-4,0.5950920245398778,998.9999999999991,1.2960456355970524,1,960.9354038345791,1008.5260173513174,960.9354038345791,38.06459616541997,NA,149,0.5555187228286727,-169.31577480712238,-169.7985751644478,0.4828003573254307,1,1
520,0.4847756410256412,1.278846153846154,0.34406032310656637,4.907162801903655e-4,5.102847208106364e-4,0.49022556391017463,998.9999999999991,1.520904725822983,2,802.2240327652663,904.61198129546,802.2240327652663,196.77596723473278,NA,520,-0.056413308905268966,-639.5283274216252,-644.4417693319282,4.913441910302936,1,1
158,0.9462025316455696,1.1645569620253164,0.16383133112956533,945652.1734913947,54347.826508605256,0.9456521734913947,1e-6,0.4430393215778682,3,NA,1e-6,904.0979344262992,-904.0979334262992,NA,158,4.121015400961381,-55.907464861450705,-36.767266211798415,-19.14019864965229,0,0
292,0.44863013698630133,1.1404109589041098,0.14860189238808172,4.629253879303888e-4,5.380756130706131e-4,0.462462462542458,998.9999999999991,1.4412751654917955,4,926.0935120074141,985.7137791406026,926.0935120074141,72.90648799258497,NA,292,-0.217029236569366,-297.24458361399394,-298.1163443698634,0.8717607558694453,1,1
504,0.5335978835978837,1.3968253968253967,0.5976837388368186,5.260942755049026e-4,4.749067254960993e-4,0.5255681812293972,998.9999999999991,1.632063357670132,5,427.7478842860297,659.4289945128955,427.7478842860297,571.2521157139694,NA,504,0.14767716804225994,-605.7936265330268,-623.4621233670897,17.66849683406292,1,1
208,0.44871794871794857,1.0673076923076923,0.08240431066518042,4.3737431124818584e-4,5.636266897528161e-4,0.43693693693693725,998.9999999999991,1.4207392704534154,6,975.1520717103715,1017.8341805174845,975.1520717103715,23.84792828962759,NA,208,-0.3658714424749565,-164.14653404121376,-164.27473540631357,0.1282013650998124,1,1
296,0.420608108108108,1.1283783783783785,0.13261566651397177,4.075932219644809e-4,5.93407779036521e-4,0.40718562874251607,998.9999999999991,1.4432539117371679,7,936.243567106582,992.3593848362601,936.243567106582,62.75643289341713,NA,296,-0.5418937788292748,-263.866757960313,-264.38938402082977,0.5226260605167568,1,1
297,0.5965207631874299,1.2525252525252526,0.34479934479934665,6.081350167371707e-4,3.928659842638313e-4,0.6075268817204329,998.9999999999991,1.5607525345732078,8,813.2777657604599,911.8492573726273,813.2777657604599,185.72223423953915,NA,297,0.6303544035351694,-282.04769470598615,-283.41579988617195,1.3681051801858075,1,1
567,0.5112328882170152,1.3086419753086416,0.42577324084980384,5.139910800288167e-4,4.8700992097218523e-4,0.5134770889487874,998.9999999999991,1.5478794985495865,9,774.5545209558022,886.4957579370156,774.5545209558022,224.44547904419687,NA,567,0.07779216060615424,-699.3181630895743,-705.3776340284114,6.05947093883708,1,1
192,0.5243055555555556,1.1927083333333335,0.2506271815008735,5.289131926621591e-4,4.7208780833884274e-4,0.5283842794694965,998.9999999999991,1.5716220114602701,10,876.1005817850267,952.981611819092,876.1005817850267,122.89941821497234,NA,192,0.16397573511111752,-167.76972681032223,-168.18862704490184,0.4189002345796098,1,1
595,0.49434573829531847,1.2907563025210085,0.3917494270435424,4.900734067384667e-4,5.109275942625351e-4,0.4895833333317278,998.9999999999991,1.420647082866078,11,795.1581079485734,899.9856664874986,795.1581079485734,203.8418920514257,NA,595,-0.060120992437573406,-868.1823775936172,-876.4645196997021,8.282142106084962,1,1
230,0.49673913043478257,1.108695652173913,0.14097209037402703,4.985377534397172e-4,5.024632475612848e-4,0.49803921568627696,998.9999999999991,1.387592414391028,12,951.1952086543874,1002.148761668084,951.1952086543874,47.80479134561165,NA,230,-0.011315313227836299,-242.7087549955553,-243.33405866748905,0.6253036719337501,1,1
