gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
9330159M07Rik,F1_Aged,6.2119919776625206e-15,0.1015,shared,5.839713509805571e-15,0.0588,Coronary_EC
Ablim3,F1_Aged,0.0742180417110524,0.4098,shared,0.0912343080501185,0.4217,Coronary_EC
Abra,F1_Aged,0.0378961789403643,0.3754,shared,0.0108577815536768,0.2889,Coronary_EC
Acyp2,F1_Aged,1.8348533344343e-4,0.3946,shared,0.0310665290946209,0.4184,Coronary_EC
Adam19,F1_Aged,0.00411529067068824,0.276,shared,1.3538307796369e-4,0.2529,Coronary_EC
Agmo,F1_Aged,0.00130985278970171,0.7791,shared,7.71487477905516e-7,0.8947,Coronary_EC
Airn,F1_Aged,0.0646235526002633,0.4101,shared,1.1983709242389798e-44,0.8647,Coronary_EC
Aox1,F1_Aged,1.60909757311278e-8,0.8393,shared,8.4620397441329e-4,0.7675,Coronary_EC
Bicc1,F1_Aged,0.0450885051535747,0.3373,shared,0.0495609270329267,0.3056,Coronary_EC
Cacna1c,F1_Aged,2.92855437796216e-5,0.5791,shared,1.04826754159055e-12,0.6173,Coronary_EC
Cacna2d1,F1_Aged,2.8708741148112803e-9,0.7219,shared,2.6228542057930196e-11,0.7259,Coronary_EC
Cald1,F1_Aged,0.0924000230671259,0.3893,shared,0.00680865261722705,0.3356,Coronary_EC
Cast,F1_Aged,0.0708544669882304,0.6253,shared,0.0280851626348255,0.6573,Coronary_EC
Ccdc85a,F1_Aged,8.0546926714324e-4,0.6357,shared,0.0131022953103209,0.6008,Coronary_EC
Celf2,F1_Aged,0.0457323980252449,0.5766,shared,0.00222955274041505,0.5962,Coronary_EC
Cisd2,F1_Aged,0.0128023265164148,0.7853,shared,6.5306728888624e-4,0.8979,Coronary_EC
Clic4,F1_Aged,1.01458040698374e-12,0.2399,shared,6.3768114647843e-6,0.33,Coronary_EC
Cobll1,F1_Aged,0.00413480383696528,0.6634,shared,0.00328505035807332,0.6659,Coronary_EC
Corin,F1_Aged,0.0967161061482857,0.5764,shared,0.0326248578285212,0.5886,Coronary_EC
Cp,F1_Aged,2.8385253887653e-4,0.7334,shared,0.00556017960316641,0.6873,Coronary_EC
Cradd,F1_Aged,0.00119213914553579,0.325,shared,3.63345756275459e-6,0.249,Coronary_EC
Ctnnal1,F1_Aged,0.0344049366689814,0.7405,shared,0.0845590869997366,0.7148,Coronary_EC
D830005E20Rik,F1_Aged,2.09428068941756e-5,0.3826,shared,2.4657605906375e-4,0.3946,Coronary_EC
D830032E09Rik,F1_Aged,1.2633005659986801e-14,0.9304,shared,7.71294315296566e-14,0.9849,Coronary_EC
Dip2c,F1_Aged,0.018157870204976,0.603,shared,0.0358066538148165,0.5874,Coronary_EC
Efna5,F1_Aged,2.4575466427968e-4,0.3418,shared,2.53723552429629e-12,0.2811,Coronary_EC
Enah,F1_Aged,0.0256405990254051,0.6336,shared,0.0189201026733091,0.6234,Coronary_EC
Errfi1,F1_Aged,4.1040736097724e-4,0.7277,shared,0.00179747831297876,0.6788,Coronary_EC
