gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
9330159M07Rik,0.1015,6.2119919776625206e-15,0.0588,5.839713509805571e-15,below,below,consistent_below
Ablim3,0.4098,0.0742180417110524,0.4217,0.0912343080501185,below,below,consistent_below
Abra,0.3754,0.0378961789403643,0.2889,0.0108577815536768,below,below,consistent_below
Acyp2,0.3946,1.8348533344343e-4,0.4184,0.0310665290946209,below,below,consistent_below
Adam19,0.276,0.00411529067068824,0.2529,1.3538307796369e-4,below,below,consistent_below
Agmo,0.7791,0.00130985278970171,0.8947,7.71487477905516e-7,above,above,consistent_above
Airn,0.4101,0.0646235526002633,0.8647,1.1983709242389798e-44,below,above,discordant
Aox1,0.8393,1.60909757311278e-8,0.7675,8.4620397441329e-4,above,above,consistent_above
Bicc1,0.3373,0.0450885051535747,0.3056,0.0495609270329267,below,below,consistent_below
Cacna1c,0.5791,2.92855437796216e-5,0.6173,1.04826754159055e-12,above,above,consistent_above
Cacna2d1,0.7219,2.8708741148112803e-9,0.7259,2.6228542057930196e-11,above,above,consistent_above
Cald1,0.3893,0.0924000230671259,0.3356,0.00680865261722705,below,below,consistent_below
Cast,0.6253,0.0708544669882304,0.6573,0.0280851626348255,above,above,consistent_above
Ccdc85a,0.6357,8.0546926714324e-4,0.6008,0.0131022953103209,above,above,consistent_above
Celf2,0.5766,0.0457323980252449,0.5962,0.00222955274041505,above,above,consistent_above
Cisd2,0.7853,0.0128023265164148,0.8979,6.5306728888624e-4,above,above,consistent_above
Clic4,0.2399,1.01458040698374e-12,0.33,6.3768114647843e-6,below,below,consistent_below
Cobll1,0.6634,0.00413480383696528,0.6659,0.00328505035807332,above,above,consistent_above
Corin,0.5764,0.0967161061482857,0.5886,0.0326248578285212,above,above,consistent_above
Cp,0.7334,2.8385253887653e-4,0.6873,0.00556017960316641,above,above,consistent_above
Cradd,0.325,0.00119213914553579,0.249,3.63345756275459e-6,below,below,consistent_below
Ctnnal1,0.7405,0.0344049366689814,0.7148,0.0845590869997366,above,above,consistent_above
D830005E20Rik,0.3826,2.09428068941756e-5,0.3946,2.4657605906375e-4,below,below,consistent_below
D830032E09Rik,0.9304,1.2633005659986801e-14,0.9849,7.71294315296566e-14,above,above,consistent_above
Dip2c,0.603,0.018157870204976,0.5874,0.0358066538148165,above,above,consistent_above
Efna5,0.3418,2.4575466427968e-4,0.2811,2.53723552429629e-12,below,below,consistent_below
Enah,0.6336,0.0256405990254051,0.6234,0.0189201026733091,above,above,consistent_above
Errfi1,0.7277,4.1040736097724e-4,0.6788,0.00179747831297876,above,above,consistent_above
Fhl2,0.5551,0.0379719870616206,0.5523,0.0565398856707772,above,above,consistent_above
Fhod3,0.608,3.57742646752272e-6,0.618,4.41642346134851e-6,above,above,consistent_above
Fmn1,0.0122,6.2119919776625206e-15,0.0225,2.6228542057930196e-11,below,below,consistent_below
Gm12092,0.2798,0.018815942931609,0.1867,0.0611866687825033,below,below,consistent_below
Gm12295,0.7424,3.5600151814494e-5,0.775,2.292117410418e-4,above,above,consistent_above
Gm13481,0.9939,4.9996920161146e-30,0.937,1.4538883113256501e-9,above,above,consistent_above
Gm20757,0.8163,0.0036354249201724,0.7592,0.0118046379460085,above,above,consistent_above
Gm24474,0.9077,3.57742646752272e-6,0.9487,3.0911169569538e-10,above,above,consistent_above
Gm26862,0.2557,1.6199575915368e-4,0.3198,5.967896199441e-4,below,below,consistent_below
Gm30382,0.7315,0.0814572975085535,0.6988,0.0823081874609263,above,above,consistent_above
Gm35330,0.7776,5.7774911031924205e-9,0.8075,4.25190074841915e-11,above,above,consistent_above
Gm40124,0.0497,9.6589136763914e-9,0.2143,2.19850876109662e-5,below,below,consistent_below
Gm56646,0.9552,2.3478686973628798e-12,0.9538,1.0481499673275401e-9,above,above,consistent_above
Gm57283,0.8526,3.80285613259755e-5,0.78,7.0261915989713e-4,above,above,consistent_above
