gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Apoe,0.881944444444444,1.28286413089369e-10,0.732506613756614,0.116246595395772
Cd44,0.686438923395445,0.0942203955951252,0.319111111111111,1
Dock10,0.699691358024691,0.0959919141190119,0.586111111111111,1
Gda,0.807471264367816,0.00769575035272567,0.614814814814815,1
Lyz2,0.755449735449735,8.2636815362047e-4,0.772222222222222,0.205315475760801
Neat1,0.662358276643991,0.0184335933361442,0.536998164437189,1
Sash1,0.306860371267151,0.0441885589562369,0.452521008403361,1
Tanc2,0.324664224664225,0.0280540102367115,0.280803571428571,0.127140006797975
Vav3,0.287086032813881,5.82467479474438e-6,0.359813389615669,0.293985649705647
Wipf1,0.300750360750361,0.0942203955951252,0.38577694235589,0.705650843770869
