"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"1700025G04Rik",0.6096,0.611627906976744,43,0.3961,0.225477072276188,0.11464064838983,0.704544116473829,0.336501392263443,1,1
"5031425E22Rik",0.5474,0.544573643410853,43,0.2379,0.165919920801355,0.115433025703937,0.31194400631474,-3.91335956383726,0.00514794589869873,0.909962467771238
"9530026P05Rik",0.567,0.537202380952381,40,0.1021,0.11122406361631,0.110658219829977,0.432959407276106,0.00578212746433593,1,1
"AW554918",0.5533,0.55982905982906,39,0.7287,0.353084195600932,0.11663126141449,0.214124805352848,-0.0407102685478051,0.77538149385347,1
"Aak1",0.3893,0.430232558139535,43,0.1488,0.132111379175153,0.115474113126851,-0.724365557386573,-0.0276300837631425,0.814150667592903,1
"Abca1",0.4875,0.483506944444444,48,0.3838,0.218938698347972,0.11178837194347,0.0291463456595165,-0.029683881366843,0.807498021957619,1
"Abca8a",0.6304,0.61494708994709,21,0.0789,0.102177632981447,0.110297304773663,0.781359713524659,-0.287165494438891,0.448543011131112,1
"Abhd17b",0.4982,0.464539007092199,47,1.2062,0.53056396360664,0.110752027081875,0.556393348524385,-1.83839915676088,0.0551747036383371,1
"Abi1",0.6672,0.644383394383394,52,0.7085,0.347980041547157,0.120551516789692,1.39854937649027,0.198995636895532,1,1
"Abi3bp",0.4328,0.457818532818533,74,0.2175,0.17051233496744,0.13427917294027,-0.420331798948357,-0.180761814037695,0.54766126678471,1
"Ablim1",0.4384,0.4375,32,0.0584,0.0957838448865669,0.112421859090083,-0.404390255079335,0.039165575466285,1,1
"Ablim2",0.5106,0.486111111111111,30,0,0.0851654505787202,0.130076031517232,0.0614005446641435,-0.00404232095380763,0.928355049796317,1
"Ablim3",0.4181,0.41875,40,0.3082,0.192998925411649,0.116017692078725,-0.476438043942987,-0.0169303089047759,0.854003611157629,1
"Ackr3",0.5895,0.58,35,0.4068,0.230441963386333,0.116017692078725,0.584962500721156,-0.05670916845947,0.736285472430194,1
"Adam10",0.4706,0.480392156862745,51,0.4695,0.253213288394899,0.114431095808476,-0.241008099503795,-0.11380280761928,0.633304940252348,1
"Adam12",0.7037,0.691666666666667,35,0.6845,0.33540254686852,0.115261489917186,1.55639334852439,0.184825409938831,1,1
"Adam19",0.3112,0.321428571428571,28,0.1367,0.178443607321063,0.193256869581704,-1.16992500144231,-0.0324876363929043,0.798798423074293,1
"Adamts5",0.3969,0.431972789115646,28,0.5462,0.287188909523235,0.121837194478487,-0.830074998557688,-0.69106192022635,0.239739711110546,1
"Adamts9",0.6858,0.625850340136054,21,0.8077,0.382413939391556,0.115607556764036,1.45066140900957,2.17605576658083,1,1
"Adamtsl1",0.5398,0.550273224043716,61,0.2419,0.180035785785901,0.134672656823667,0.208946890271496,-1.20602916082596,0.120403959288924,1
"Adgrl4",0.4741,0.4953125,32,0.1033,0.11492026850548,0.115607556764036,-0.206450877467427,-0.00844581839655234,0.896591878837312,1
"Adk",0.4628,0.459770114942529,29,0.9699,0.459220052045758,0.138840092824554,-0.192645077942396,-0.0934451369532106,0.665517517181554,1
"Afap1l1",0.4293,0.390243902439024,41,0.1806,0.14420788137562,0.115505504154364,-0.321928094887362,-1.08345886448333,0.141008611790574,1
"Aff1",0.3581,0.325036075036075,33,1e-04,0.075503812691305,0.115261489917186,-0.841302253980941,-0.125127345367623,0.616895798964386,1
"Agap1",0.4362,0.395772594752187,49,0.0397,0.0873592254052167,0.110400656935568,-0.337034987277571,-0.0331219903420816,0.796886165980118,1
"Agfg1",0.5846,0.595238095238095,35,0.1023,0.114416402636049,0.115417985626125,0.485426827170242,-0.00172789763436754,0.953122549579736,1
"Ago3",0.4994,0.489035087719298,38,0.2423,0.167580959598074,0.115417985626125,0,0.0105001325738669,1,1
"Agps",0.5384,0.557692307692308,26,1.5646,0.685055495083732,0.138840092824554,-0.321928094887362,1.0730130376502,1,1
"Ahnak",0.3737,0.412962962962963,45,0.1549,0.134209138684297,0.115140091150483,-0.782408564927373,0.30472936725706,1,1
"Aig1",0.4731,0.455357142857143,28,0.5517,0.314077859978015,0.159715584806422,-0.137503523749935,-0.55528743052,0.291957020650173,1
"Airn",0.3565,0.355353508924938,63,1.1583,0.528256333222822,0.135009506275657,-0.868210127444459,-1.15942185578359,0.127815005729186,1
"Akap13",0.5182,0.523688458434221,59,0.1051,0.118153558880472,0.119501868930107,0.146841388329271,-0.937403059836143,0.170925642230189,1
"Akt3",0.3197,0.302482269503546,47,0.127,0.120392706854335,0.110219794268854,-1.04890960048095,-0.00703629402893569,0.905570129033423,1
"Ank2",0.6048,0.626262626262626,33,0.3026,0.190424790451147,0.115334129949052,0.6463630453853,0.263954368039077,1,1
"Ankhd1",0.4632,0.476666666666667,50,0.6806,0.332062325899225,0.112421859090083,-0.404390255079335,-0.352015929192113,0.401432238713851,1
"Ankrd11",0.5372,0.520138888888889,48,0.3851,0.218942450316142,0.111040102449521,0.241008099503795,-1.02469796884105,0.15226659308087,1
"Ankrd12",0.5287,0.524122807017544,38,0.2853,0.184704448765489,0.11663126141449,0.106915203916512,-0.545703904959908,0.296159494115204,1
"Ankrd17",0.4755,0.451242236024845,69,0.0813,0.108131014815221,0.117998103294447,-0.125530882083859,-0.276996163837637,0.456691004066389,1
"Ankrd44",0.5166,0.516666666666667,30,0.5724,0.305137235110926,0.134054270426087,0.125530882083859,0.0140597837098007,1,1
"Anks1",0.4103,0.458333333333333,22,1e-04,0.126570189599544,0.193256869581704,-0.523561956057013,0.132479423714333,1,1
"Ano6",0.3569,0.30982905982906,39,1e-04,0.0752206891040273,0.114829065824884,-0.84799690655495,0.113488663538391,1,1
"Antxr2",0.3347,0.317543859649123,38,1.1734,0.521218959135517,0.11550309025298,-0.662965012722429,-0.283944268868829,0.451099177225743,1
"Anxa2",0.5473,0.555764411027569,38,0.2099,0.155222258805578,0.115334129949052,0.245112497836532,0.00984383754079943,1,1
"Aopep",0.5212,0.524848484848485,55,0.0601,0.108014301953557,0.130115843850399,0.145430439521564,-0.199768098678099,0.527328881080376,1
"Ap2a2",0.5624,0.532,25,0.0488,0.101538599998429,0.1267792883976,0.362570079384708,-0.567815639952148,0.28657735630397,1
"Apaf1",0.5773,0.592592592592593,45,0.6538,0.323200630167051,0.114431095808476,0.403355694231209,0.0579642818602579,1,1
"Apbb2",0.5574,0.583928571428571,28,0.1353,0.126893144881527,0.115334129949052,0.245112497836532,-0.0792703735708002,0.690503583995786,1
"Apc",0.6815,0.722619047619048,42,0,0.0755299021211302,0.115359337173006,1.09953567355091,-0.34582059691791,0.405606710251779,1
"Aplp2",0.7081,0.693548387096774,31,0.5274,0.294946536569419,0.144589676853692,1.41503749927884,-0.2821291491876,0.452549579573436,1
"Apoe",0.4563,0.478817733990148,29,0.2584,0.172557986965823,0.1136815654258,-0.347923303420307,0.0218667369409573,1,1
"App",0.4922,0.487491373360939,69,0.021,0.0963708561884318,0.135010421018465,-0.0320612092322986,-0.202676025661376,0.52433809824194,1
"Arb2a",0.4665,0.445205479452055,73,0.3577,0.217235029546325,0.124324301793753,-0.113656781795567,-0.553676591035824,0.292658032514291,1
