"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.611627906976744,43,-39.1244732663998,-38.7831573913939,-0.341315875005868,0.408681960961167,1
"5031425E22Rik",0.544573643410853,43,-37.5978327321343,-37.5221422004881,-0.0756905316461243,0.697219043106151,1
"9530026P05Rik",0.537202380952381,40,-41.7072126909224,-41.7073970851908,0.000184394268394783,1,1
"AW554918",0.55982905982906,39,-33.2994784203307,-32.572835860037,-0.726642560293705,0.228001557764491,1
"Aak1",0.430232558139535,43,-35.414193773765,-35.4089694767763,-0.0052242969886791,0.918583351589987,1
"Abca1",0.483506944444444,48,-48.185178568177,-47.7343126460566,-0.450865922120364,0.342317764158902,1
"Abca8a",0.61494708994709,21,-27.681727421605,-27.6671042620421,-0.0146231595628556,0.864211536782807,1
"Abhd17b",0.464539007092199,47,-48.1747541698901,-43.9508340702736,-4.22392009961645,0.00365477214420664,0.196040676762823
"Abi1",0.644383394383394,52,-51.7177157863415,-49.3187186643441,-2.39899712199743,0.0284928900027525,0.619072791877985
"Abi3bp",0.457818532818533,74,-77.0686884769739,-76.9244958392366,-0.144192637737305,0.591257146552612,1
"Ablim1",0.4375,32,-34.7618124853741,-34.7319975362465,-0.0298149491275908,0.807081860367912,1
"Ablim2",0.486111111111111,30,-25.9623840757929,-25.8842002036248,-0.0781838721681645,0.692522904650523,1
"Ablim3",0.41875,40,-32.5375101308538,-32.4565578984752,-0.0809522323785856,0.687409141082594,1
"Ackr3",0.58,35,-31.0956684206438,-30.7494942784349,-0.346174142208913,0.405366788846342,1
"Adam10",0.480392156862745,51,-43.6792994210915,-43.3210048289279,-0.358294592163503,0.397265002649771,1
"Adam12",0.691666666666667,35,-31.4502025510809,-30.5793014443928,-0.870901106688077,0.186910636326495,1
"Adam19",0.321428571428571,28,-21.2296275091682,-21.2255356636559,-0.00409184551236308,0.927918694895395,1
"Adamts5",0.431972789115646,28,-26.0107403554718,-25.5852403934585,-0.425499962013323,0.356269617961216,1
"Adamts9",0.625850340136054,21,-23.6776020036192,-22.2917979644074,-1.38580403921175,0.095949724672159,0.799952937092302
"Adamtsl1",0.550273224043716,61,-72.2759865456074,-72.0611694151882,-0.214817130419192,0.512168465448416,1
"Adgrl4",0.4953125,32,-29.3819094874242,-29.3817677813618,-0.000141706062382951,0.986568368731526,1
"Adk",0.459770114942529,29,-26.597491559404,-25.7644891824949,-0.8330023769091,0.196794520406775,1
"Afap1l1",0.390243902439024,41,-35.481318384875,-35.4534187126027,-0.0278996722722979,0.81326285408038,1
"Aff1",0.325036075036075,33,-28.501785992903,-28.1767205268263,-0.325065466076765,0.420065871785317,1
"Agap1",0.395772594752187,49,-43.2314724508993,-43.1856440929548,-0.0458283579445506,0.762081455948059,1
"Agfg1",0.595238095238095,35,-31.8805449474995,-31.8802792587582,-0.00026568874125843,0.981609091911868,1
"Ago3",0.489035087719298,38,-34.1231497045844,-34.0511580425126,-0.0719916620718095,0.704352727551925,1
"Agps",0.557692307692308,26,-26.4996305090366,-23.7233210762231,-2.77630943281356,0.0184530573938287,0.441028071712507
"Ahnak",0.412962962962963,45,-37.7507206810329,-37.7426043182371,-0.00811636279576788,0.898617711094251,1
"Aig1",0.455357142857143,28,-25.0590601766043,-24.8276731857543,-0.231386990850066,0.496330394793355,1
"Airn",0.355353508924938,63,-76.5998660376737,-68.0827326525068,-8.5171333851669,3.67112859923579e-05,0.00877399735217355
"Akap13",0.523688458434221,59,-57.621157760529,-57.6205184528264,-0.000639307702606118,0.971475536390923,1
"Akt3",0.302482269503546,47,-41.08785731091,-41.0824988006554,-0.00535851025455969,0.917547861780162,1
"Ank2",0.626262626262626,33,-29.4098786337738,-29.327233449245,-0.0826451845287579,0.684331781145541,1
"Ankhd1",0.476666666666667,50,-46.4091284434127,-45.4115550764227,-0.997573366989968,0.157803781832202,1
"Ankrd11",0.520138888888889,48,-49.8390528954692,-49.2227751866955,-0.616277708773652,0.266910645231056,1
"Ankrd12",0.524122807017544,38,-32.1011334121747,-32.0188331750445,-0.0823002371301484,0.684955811370545,1
"Ankrd17",0.451242236024845,69,-61.7943427736888,-61.7826963251639,-0.0116464485249281,0.878697867698988,1
"Ankrd44",0.516666666666667,30,-27.4895110568884,-27.0128212926445,-0.47668976424394,0.32886055669884,1
"Anks1",0.458333333333333,22,-19.5014340798682,-19.1184673300698,-0.382966749798396,0.381478004067686,1
"Ano6",0.30982905982906,39,-31.9728608087825,-31.716769119843,-0.256091688939424,0.474195212989337,1
"Antxr2",0.317543859649123,38,-34.4161874933302,-31.9771458459748,-2.4390416473554,0.0271998067079295,0.609445669049546
"Anxa2",0.555764411027569,38,-32.5929568154123,-32.5435114674769,-0.0494453479354036,0.753164925233873,1
"Aopep",0.524848484848485,55,-60.6223891170872,-60.5321945353887,-0.0901945816985403,0.67103901279269,1
"Ap2a2",0.532,25,-24.0354413308441,-24.0082543961695,-0.0271869346745852,0.815620042211318,1
"Apaf1",0.592592592592593,45,-41.7440800571495,-40.6703931841459,-1.07368687300362,0.142813995820454,0.994151796148208
"Apbb2",0.583928571428571,28,-28.6281145794167,-28.6242363631794,-0.00387821623733231,0.929820554828963,1
"Apc",0.722619047619048,42,-32.7478652682905,-32.6863848523211,-0.0614804159693918,0.725845153314729,1
"Aplp2",0.693548387096774,31,-23.2809623080984,-23.0776425451024,-0.203319762996049,0.523680096095624,1
"Apoe",0.478817733990148,29,-33.060435390364,-32.9211290510298,-0.139306339334155,0.597611961189953,1
"App",0.487491373360939,69,-73.7628746717762,-73.3540384509592,-0.408836220816994,0.365861569224266,1
"Arb2a",0.445205479452055,73,-70.0998256223998,-69.6359146056735,-0.463911016726257,0.335429508538577,1
"Arfgef1",0.509009009009009,37,-32.0595318740097,-31.9150499529635,-0.144481921046264,0.590885290919224,1
"Arhgap24",0.40281746031746,20,-24.4623665905699,-24.4627830125107,0.000416421940819589,1,1
"Arhgap26",0.481587301587302,60,-58.0167010866893,-57.9821537090239,-0.0345473776654188,0.792659403039913,1
"Arhgap29",0.53,65,-60.9772512549951,-60.953066878353,-0.024184376642097,0.825926471285929,1
"Arhgap32",0.609375,32,-28.0322032148833,-27.0585797731818,-0.97362344170153,0.162883834418076,1
"Arhgef12",0.585820895522388,67,-62.1798223851013,-61.4571162001244,-0.722706184976843,0.229265505448572,1
"Arhgef3",0.652,50,-47.3358680797714,-47.3188898596023,-0.0169782201691788,0.853799503083147,1
"Arid1b",0.420745149911817,54,-54.5172378800258,-54.4820441621881,-0.0351937178376929,0.790773507517573,1
"Arid2",0.53735632183908,29,-25.0715658614362,-24.9180661003845,-0.153499761051751,0.579527261481059,1
"Arid4b",0.486666666666667,25,-22.9123939327663,-22.9041442994906,-0.00824963327569961,0.897793283327368,1
"Arih1",0.488562091503268,51,-45.3219505963178,-45.1451564946237,-0.176794101694171,0.552088929588437,1
"Arl15",0.500478524743231,68,-74.5820988024958,-74.5340607296891,-0.0480380728066763,0.75659021662531,1
"Asap1",0.462376933895921,79,-99.9747184027643,-99.9638491846064,-0.0108692181578931,0.882785048982356,1
"Ascc3",0.540540540540541,37,-32.8825285464836,-32.7435840556542,-0.138944490829445,0.598088202781123,1
"Ash1l",0.546666666666667,50,-39.7429081910674,-39.2261572338166,-0.516750957250842,0.309337585522162,1
"Atad2b",0.525,40,-33.0931893223673,-33.0203746659035,-0.0728146564638052,0.702747632249604,1
"Ate1",0.585833333333333,40,-32.6600387259045,-32.3945948991279,-0.265443826776632,0.466233910435107,1
"Atp10d",0.546551724137931,29,-25.5641487764358,-25.3806855217869,-0.183463254648913,0.544684368856307,1
"Atp13a3",0.595833333333333,40,-34.6235076099589,-34.249323074882,-0.374184535076907,0.386993084552634,1
"Atp2a2",0.468468468468468,37,-30.918387755357,-30.8630522732216,-0.0553354821353587,0.739381541852098,1
"Atp2b1",0.329166666666667,32,-26.4559149473162,-26.4262821897442,-0.0296327575720419,0.807660612198578,1
"Atp6v0b",0.42985842985843,37,-30.3316148111558,-30.215240617208,-0.116374193947749,0.629493386387838,1
"Atrnl1",0.385,30,-29.2371014950197,-27.2492038224313,-1.98789767258848,0.0461586497020671,0.671729540062499
"Atxn1",0.479289493575208,63,-61.3555138011637,-61.1703919219813,-0.185121879182418,0.542871428930625,1
"Atxn7",0.39247311827957,31,-28.98096474448,-27.1667729567406,-1.81419178773937,0.0568019596396962,0.671729540062499
"B4galt1",0.543137254901961,34,-33.5225411470834,-32.599673884266,-0.922867262817405,0.174280310361787,1
"B4galt5",0.563131313131313,22,-24.3674602147761,-22.4780016482317,-1.8894585665444,0.0519022399307165,0.671729540062499
"Babam2",0.572368421052632,38,-33.4672095199591,-31.9203934927242,-1.54681602723495,0.0785991871629318,0.695748360442248
"Baz1b",0.485294117647059,34,-29.0046493103845,-28.9923816209803,-0.0122676894042435,0.875530364447063,1
"Baz2b",0.515350877192982,38,-37.8149732154971,-37.5495439001955,-0.265429315301652,0.466246096924191,1
"Bbs9",0.505747126436782,29,-24.7743840169271,-24.5588974771929,-0.215486539734197,0.511511858899289,1
"Bbx",0.436991869918699,41,-35.2888482832677,-35.2668679556662,-0.021980327601554,0.833926830629609,1
"Bicc1",0.461830357142857,32,-34.5588663336859,-34.4980453776856,-0.060820956000299,0.72726048146395,1
"Birc6",0.441277056277056,55,-53.6039179848942,-53.5967022983091,-0.00721568658507721,0.904379652678968,1
"Bmp2k",0.5,36,-31.5485142931879,-31.5460595588086,-0.00245473437936639,0.944139853680574,1
"Bmpr2",0.547798742138365,53,-47.5846098843935,-47.522992912393,-0.0616169720005217,0.725553144243436,1
