"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"1700025G04Rik",TRUE,3,217.777281724349,147,1.48147810696836,0.482682867711714,0.430107527069395,0.530434782607029,1.39508573307302,998.999999999999,"sex",2,0.168440051481193,FALSE,-0.281412458672527,0.218059593834979,-1.29053005063144,0.198892833411518,0.403302276274874,0.292220479535029,1.38013008847495,0.169641908533031
"2210408F21Rik",TRUE,4,88.9982497051956,55,1.61814999463992,0.630685504966281,0.591836734693878,0.69230769229492,1.30434080959141,998.999999999999,"sex",2,0.441754699644536,FALSE,0.810930216156371,0.472822962959573,1.71508213366047,0.0919598485579695,-0.439366659723888,0.572859253165447,-0.766971393577185,0.446378396642084
"2610037D02Rik",TRUE,4,82.9659665192055,64,1.29634322686259,0.371376071866242,0.250000000000275,0.580645161290323,1.19321256072861,998.999999999999,"sex",2,0.00554862393857268,FALSE,0.325422400434628,0.375140825716676,0.867467303279868,0.388926980997702,-1.42403468910127,0.508687178171374,-2.79943106531677,0.00675900073675677
"2610307P16Rik",TRUE,3,356.340684113102,214,1.66514338370608,0.514754960854988,0.492647058823536,0.528634361233476,1.68053897455088,43.2034983529642,"sex",2,0.548593485622923,FALSE,-0.0294138852062681,0.189559352754688,-0.155169791301899,0.876833720457551,0.144076793526392,0.239847669960545,0.600701243210294,0.548674656996346
"4632427E13Rik",TRUE,4,100.866964231661,71,1.42066146805157,0.482758620689655,0.325,0.617021276595744,1.1886884863787,998.999999999999,"sex",2,0.0106840905950727,FALSE,-0.730887508542793,0.352580383820713,-2.07296702278947,0.0418060910587117,1.2078115806331,0.471731760889247,2.56037791128647,0.0125841904761012
"4732440D04Rik",TRUE,4,89.9083386793485,72,1.24872692610206,0.342050985892256,0.290322580645165,0.521739130434782,1.13792714559603,998.999999999999,"sex",2,0.0537959080924894,FALSE,0.0870113769896292,0.41657724187672,0.208872132806955,0.835137864269838,-0.980829253011705,0.501500056203591,-1.95579091343815,0.054370358518928
"4732471J01Rik",TRUE,4,102.009682142895,72,1.41680114087354,0.513278435409161,0.477611940298508,0.649999999999998,1.18096398124518,998.999999999999,"sex",2,0.186132802430019,FALSE,0.619039208406216,0.478844596309737,1.29277684905897,0.200221391796161,-0.708651367095902,0.540094999185072,-1.31208651841835,0.193658815039731
"4930523C07Rik",TRUE,4,121.575789413557,77,1.57890635602021,0.470892757448105,0.426229508196721,0.558823529411765,1.20223776099608,998.999999999999,"sex",2,0.25143066316181,FALSE,0.23638877806423,0.371057029849409,0.63706858797465,0.525969798985627,-0.533640301532161,0.463731332428158,-1.15075317153566,0.253394889987417
"5031425E22Rik",TRUE,3,129.250595254021,83,1.55723608739784,0.536332179195565,0.470588235295767,0.558823528424443,1.19891411653458,998.999999999999,"sex",2,0.431302110252111,FALSE,-0.117783035649764,0.365560817686715,-0.322198195077636,0.748112689230011,0.354171809709281,0.448501276531717,0.789678487535441,0.431965762654563
"9530026P05Rik",TRUE,3,406.527854484968,225,1.80679046437763,0.470836172517904,0.457142857375697,0.482071713147411,1.87638487296437,11.5927483365585,"sex",2,0.659756621792638,FALSE,-0.171850255988407,0.174584719150085,-0.984337328175174,0.326006969443916,0.100106351129568,0.22716071995191,0.44068512879674,0.659864069455261
"9630014M24Rik",TRUE,4,137.224658635473,78,1.75929049532657,0.443881325836047,0.375,0.451612903225806,1.36611607305362,998.999999999999,"sex",2,0.615379496599037,FALSE,-0.510825623765989,0.587068455141658,-0.870129572270628,0.386899554689486,0.316669609325032,0.63305884696043,0.500221442043642,0.618327569995028
"AW554918",TRUE,3,140.986512813404,96,1.46860950847296,0.471438127253213,0.446153846460975,0.5,1.17375134903566,998.999999999999,"sex",2,0.579646073962662,FALSE,-8.68540776061853e-16,0.291879771283839,-2.97567992547602e-15,0.999999999999998,-0.216223107226705,0.389224052376955,-0.555523498371312,0.579828941775286
"Aak1",TRUE,4,144.23278939954,101,1.42804741979743,0.471613614441229,0.439024390243903,0.555555555555555,1.14556850701311,998.999999999999,"sex",2,0.255277168996934,FALSE,0.223143551314208,0.342218841582057,0.652049286014262,0.515850536609166,-0.468266009347192,0.410684040354551,-1.14020990185771,0.256895527820587
"Abca8a",TRUE,3,51.3219916688548,34,1.50947034320161,0.589995324524568,0.499999999999961,0.61290322531265,1.90347097558328,1.29306986164449,"sex",2,0.389407998025117,FALSE,-1.56496235903141e-13,0.349684990060541,-4.47534896696728e-13,0.999999999999646,0.459532327297265,0.529357368092787,0.868094703116926,0.391428757528535
"Abcc4",TRUE,4,80.9266426882493,68,1.1900976865919,0.760233918128645,0.666666666666649,0.807017543859642,1.15920570466475,998.999999999999,"sex",2,0.207570331946189,FALSE,0.693147180559864,0.45347631328633,1.52851904333579,0.131022367381307,0.737598943130814,0.57374888983205,1.28557798751772,0.20295133698764
"Abcc5",TRUE,4,106.343997909053,77,1.38109088193576,0.356971677559915,0.319444444444447,0.466666666666667,1.27565954284481,998.999999999999,"sex",2,0.179430825080926,FALSE,-0.133531392624523,0.37738750430157,-0.353830985664587,0.724432574998261,-0.622794689556941,0.458649048472763,-1.35788941813084,0.178464688190308
"Abcg2",TRUE,4,109.068094759371,67,1.62788201133389,0.541649048625793,0.488372093023256,0.6,1.27839523739934,998.999999999999,"sex",2,0.338531806323903,FALSE,-0.0465200156348926,0.333013686552035,-0.139694005121989,0.889320848059273,0.451985123743057,0.470343612322612,0.960967921964755,0.340023606253097
"Abi1",TRUE,3,226.457347659256,154,1.47050225752764,0.549268137877209,0.54615384615384,0.557377048402206,1.22468000491814,998.999999999999,"sex",2,0.888393849182724,FALSE,0.230523655457811,0.266623163308321,0.864604757506515,0.388600519241931,-0.0453812223222385,0.322938183458924,-0.140526034537538,0.888428021060815
"Ablim1",TRUE,3,716.927312565603,450,1.59317180570134,0.460757354765688,0.450079239308574,0.475409836065584,2.34139862549418,0.792770039792978,"sex",2,0.458025241387761,FALSE,-0.0984400728132113,0.105791703003341,-0.930508442709374,0.352606800425795,-0.101910468948687,0.137197706734839,-0.742800090278826,0.457990298498411
"Ablim3",TRUE,3,318.48211019358,225,1.4154760453048,0.469030448911214,0.405660377536572,0.497907949790795,1.52173890073966,3.90988971268049,"sex",2,0.121241309902527,FALSE,-0.381934609959351,0.201933710790625,-1.89138608142234,0.0598573515800471,0.373566360288835,0.241286721414317,1.54822593675753,0.122973290286525
"Acer2",TRUE,4,161.293291025531,99,1.62922516187405,0.5,0.5,0.5,1.34653465346535,998.999999999999,"sex",2,NA,FALSE,-6.07099402077437e-16,0.295212061447759,-2.0564857651823e-15,0.999999999999998,1.03413034984039e-15,0.380186442171373,2.72006109406249e-15,0.999999999999998
"Ackr3",TRUE,4,111.251325316571,72,1.54515729606349,0.552083333333333,0.537313432835821,0.586206896551724,1.29714536921755,998.999999999999,"sex",2,0.677510545105332,FALSE,0.348306694268215,0.400073538220261,0.870606678506326,0.386862445405,-0.198774960297251,0.477132119442062,-0.416603603483433,0.678207755422047
"Actn1",TRUE,3,83.5662587072219,60,1.3927709784537,0.518928901768753,0.421052633490335,0.5614035087575,1.22525873227907,998.999999999999,"sex",2,0.297082493256753,FALSE,-0.3184537232775,0.46892637684323,-0.679112412957663,0.499678049685275,0.565313801150423,0.540795362816072,1.04533773774737,0.300060115240787
"Actn4",TRUE,3,114.719792663007,74,1.55026746841901,0.564980128636775,0.519230769230314,0.609756097417568,1.21876068321815,998.999999999999,"sex",2,0.41469549436389,FALSE,0.446287102025749,0.341286624759987,1.30766068649659,0.195036514539575,-0.369326060891443,0.451685181803736,-0.81766255739583,0.416174865568338
"Acyp2",TRUE,4,242.678179136571,155,1.56566567184884,0.316948736666908,0.278688524590205,0.33132530120482,1.44771726784774,998.999999999999,"sex",2,0.497497576166658,FALSE,-0.950976289861843,0.319632079440027,-2.97522167214219,0.00339723579887962,0.248779273781984,0.369091615299787,0.674031225499171,0.501295418942791
"Adam10",TRUE,3,139.619487743847,97,1.4393761623077,0.507894544479875,0.494505494505495,0.536585365853546,1.33358050319106,998.999999999999,"sex",2,0.663042662392592,FALSE,0.146603474191424,0.320781377751786,0.457019903146817,0.648678604767483,-0.168582380910199,0.386030963097776,-0.436706888891448,0.663294509539845
"Adam17",TRUE,4,75.857963114099,51,1.48741104145292,0.352513227513233,0.333333333333342,0.375000000000001,1.19396302715193,998.999999999999,"sex",2,0.7548415787785,FALSE,-0.510825623765988,0.451576774203627,-1.13120437752107,0.263260455866789,-0.182321556793919,0.579891815502921,-0.314406156320377,0.754495205646802
"Adamts9",TRUE,4,423.336853634767,242,1.74932584146598,0.56729543527626,0.514354066985646,0.666666666666667,2.18252538269955,1.72974754158838,"sex",2,0.00990681017314327,FALSE,0.693147180559946,0.222262729183997,3.11859385109113,0.00203725221698064,-0.635715131474071,0.249032856345186,-2.55273597550077,0.0113031280497816
"Adamtsl3",TRUE,4,103.602114625012,75,1.38136152833349,0.336283185840709,0.294117647058826,0.4,1.47786041471704,3.95197854219507,"sex",2,0.272634606939115,FALSE,-0.405465108108165,0.31996335496437,-1.26722357987938,0.208996092160276,-0.470003629245725,0.42508187663935,-1.10567788248589,0.272400168605727
"Adarb1",TRUE,3,124.270124062696,90,1.38077915625217,0.427865961715492,0.396825397750781,0.466666666671381,1.17435712870914,998.999999999999,"sex",2,0.475185861779207,FALSE,-0.13353139260558,0.301337121082282,-0.443129582329549,0.658735351833873,-0.285178938386446,0.397800194995395,-0.716889890890443,0.475298391417852
"Adgrf5",TRUE,3,394.753026849005,275,1.4354655521782,0.563560220414631,0.559701492536103,0.568627450980386,1.51955543198705,5.17857265544998,"sex",2,0.862847119291153,FALSE,0.276253376628135,0.16768988020459,1.64740636877486,0.100616664373748,-0.036302707002456,0.209997104953937,-0.17287241655269,0.862878879239103
"Adgrl2",TRUE,3,338.931517565826,195,1.73811034649142,0.549828156743474,0.480916030535329,0.5874439461584,1.79385761903772,13.2402952248168,"sex",2,0.0883894825391391,FALSE,-0.0763729787806587,0.198425647852747,-0.38489469283394,0.70073490624425,0.429781724809227,0.251389855895012,1.70962238424098,0.08892645650372
