ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0061448,connective tissue development,16/177,43/1459,0.37209302325581395,3.0671396662725003,5.110857879058629,1.5643096059372688e-5,0.029471592975858146,0.027548315481400534,Arid5b/Bmpr2/Hspg2/Klf7/Lncpint/Lpl/Mgp/Nfia/Nfib/Rasal2/Slc39a14/Smad7/Sulf1/Wt1/Zbtb16/Zeb1,16
