"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"0610005C13Rik",TRUE,4,137.943265383602,123,1.12148996246831,0.220063441713203,0.216494845360898,0.230769230770116,1.08650129513987,998.999999999999,"sex",2,0.860673863764509,FALSE,-1.28621090256247,0.253677476608697,-5.07026055193099,1.42113453514731e-06,0.082238098241525,0.466147702007639,0.176420687879262,0.860253602018822
"0610040B10Rik",TRUE,4,174.320596927132,129,1.35132245679947,0.652554149894039,0.624999999999997,0.702702702701195,1.0658058958655,998.999999999999,"sex",2,0.403431712378698,FALSE,0.510825623765977,0.206897623353909,2.46897772669038,0.0148577951205007,0.349375641449918,0.421655210815401,0.82858134439817,0.408871769026625
"0610040J01Rik",TRUE,4,210.842802995894,163,1.29351412880917,0.685493731677461,0.661157024793368,0.74242424242418,1.13606190523645,998.999999999999,"sex",2,0.259394736565388,FALSE,0.668454567969481,0.19650156846174,3.40177726418317,0.000842253692157782,0.3901523860846,0.348632078924963,1.11909491314646,0.264746075444282
"0610043K17Rik",TRUE,3,259.58396183312,189,1.37346011551916,0.539063830198573,0.52542372881308,0.543749999999725,1.14646943516903,998.999999999999,"sex",2,0.809184135723758,FALSE,0.175448677505086,0.158365922048919,1.10786888514367,0.269326340918795,-0.0736659831970651,0.304543781623322,-0.241889631777738,0.809127939068748
"1110002E22Rik",TRUE,3,1012.76210897307,660,1.5344880438986,0.50397709726031,0.451048951048951,0.530888030887476,1.21445747887898,998.999999999999,"sex",2,0.0401501613381211,FALSE,0.123709654323795,0.0928632610310373,1.33217004173963,0.183264122211692,-0.320143055310431,0.155992002907572,-2.0523042806247,0.0405339781772211
"1110002L01Rik",TRUE,5,78.1828984759999,190,0.411488939347368,0.953845038217323,0.952054794238406,0.957142856073229,1.1215893836834,0,"sex",2,0.871984649306949,FALSE,2.98856377789434,0.40241806380617,7.42651497705587,3.66005543809727e-12,0.117516526753004,0.733314389242016,0.160253949025157,0.872851279805045
"1110004F10Rik",TRUE,3,514.491554477978,369,1.39428605549587,0.44406512642144,0.422619048441091,0.458333333404287,1.09992379976332,998.999999999999,"sex",2,0.478497376097548,FALSE,-0.167054084377366,0.130575228777702,-1.27937041306485,0.201570523204275,-0.144977013715838,0.204525418589205,-0.70884594548626,0.478867667028027
"1110019D14Rik",TRUE,4,1143.08286155212,708,1.61452381575158,0.537523334597229,0.502297090352221,0.611683848797251,1.32743158133447,998.999999999999,"sex",2,0.00417481077220786,FALSE,0.00918842605440674,0.0850492737380306,0.10803650225996,0.913997345750617,0.445207305525336,0.155939072237499,2.85500804344452,0.00442947928879604
"1110059E24Rik",TRUE,3,588.826091458739,401,1.46839424303925,0.443836115725768,0.443076923846779,0.445255474456055,1.1464733093231,998.999999999999,"sex",2,0.966822532963627,FALSE,-0.228683728569966,0.115487249211832,-1.98016430498317,0.0483682083518974,0.00882425247111801,0.212005945706649,0.0416226650705734,0.966820220747006
"1200007C13Rik",TRUE,4,110.453905352007,69,1.60078123698561,0.407994186046515,0.312500000000013,0.442857142857143,1.19998031261476,998.999999999999,"sex",2,0.378517997762678,FALSE,-0.78845736036421,0.587788062703453,-1.34139736819051,0.184189963740592,0.55888291871971,0.643628778235377,0.868331152394999,0.388223260461075
