"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"Arhgap15",0.4994,0.525210084033613,17,0.1007,0.0889603252829523,0.0774660701488291,0,-0.295111707006424,0.442332738909833,1
"Bcl2",0.6929,0.669230769230769,13,0.3937,0.214991367087762,0.100017481332041,1.11547721741994,0.12760959111046,1,1
"Ccnd3",0.4146,0.394117647058824,17,1e-04,0.0156675694177046,0.0238716010239742,-0.497499659470817,-0.0816091398097853,0.686210644514013,1
"Dock2",0.4983,0.545098039215686,17,0.2174,0.20966113371863,0.194130438232921,-0.163498732282879,-0.132055236009574,0.607310164833719,1
"Gm2682",0.4101,0.431565656565657,11,0.5664,0.597748989442171,0.584449956541343,-0.710493382805015,0.0151004077916461,1,1
"Malat1",0.5016,0.533635959608197,20,2e-04,0.000206891563927693,0.000199992381972229,0.00728635407849243,0.00490517442460714,1,1
"Pde3b",0.4375,0.380952380952381,14,1e-04,0.000648152076230836,0.000931944271096564,-0.362570079384708,-0.156131935102771,0.576294295395167,1
"Pitpnc1",0.5643,0.603535353535353,16,1e-04,0.0213107051102337,0.0324905502716969,0.37851162325373,-0.0739911865575849,0.700470979467389,1
"Skap1",0.4936,0.528703703703704,18,0.1491,0.0783812897871358,0.033236356601552,-0.067114195858537,-0.316760516256728,0.426066709932497,1
"St6galnac3",0.5361,0.605922865013774,11,0.0775,0.0519995983019973,0.0344707198065839,0.0614005446641434,-0.0744929135814782,0.699506428119204,1
"Zeb1",0.591,0.600915750915751,13,0.0221,0.0464615903848287,0.0581443357144283,0.523561956057013,0.0743583975465434,1,1
