gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
4833422C13Rik,0.675287356321839,1.1883503340277e-4,0.727213541666667,2.54735117749699e-6,above,above,consistent_above
Abca8a,0.759190031152648,1.4336569221145398e-19,0.776280892103677,1.54312821841799e-17,above,above,consistent_above
Abca8b,0.775537634408602,3.3008553453799703e-9,0.725177304964539,5.80940879102244e-5,above,above,consistent_above
Abi1,0.628109452736318,4.16406183470526e-5,0.60219298245614,0.028438446754762,above,above,consistent_above
Acyp2,0.382478632478632,0.04389485405779,0.339495305164319,0.00831479814729093,below,below,consistent_below
Agmo,0.620877192982456,0.034091714056158,0.696969696969697,2.547595043107e-4,above,above,consistent_above
Aig1,0.667808219178082,0.00100587999921043,0.732732732732733,1.6253706557848e-5,above,above,consistent_above
Airn,0.244608427747963,4.72488751411101e-38,0.958405954974582,2.49449992507876e-178,below,above,discordant
Akap6,0.680444444444444,3.5196020742155e-4,0.629496402877698,0.0169659303365565,above,above,consistent_above
Ank3,0.252941176470588,0.00139157755873349,0.315068493150685,0.0208482394558068,below,below,consistent_below
Ano6,0.668812589413448,4.05268635599127e-5,0.654285714285714,6.6480923522016e-4,above,above,consistent_above
Atp8a1,0.310931899641577,5.14394772009473e-5,0.239130434782609,3.78457158461194e-5,below,below,consistent_below
C330020E22Rik,0.239583333333333,1.5419562775633e-4,0.290079365079365,0.00669434739951817,below,below,consistent_below
Cacnb2,0.8121103117506,4.93030313796689e-24,0.828125,7.044870821308949e-18,above,above,consistent_above
Camk2d,0.631666666666667,3.12522653468662e-5,0.634117647058824,0.00286868670177451,above,above,consistent_above
Cd36,0.319995013712291,4.4628524467638e-4,0.285306334371755,0.00204244664608343,below,below,consistent_below
Cdc42,0.365740740740741,0.024346174565232,0.33984375,0.00273565388226624,below,below,consistent_below
Cdh2,0.883333333333333,2.44393256909429e-26,0.892966360856269,2.61258032869239e-17,above,above,consistent_above
Celf2,0.637780071028802,6.1518449203179e-4,0.678755868544601,3.4606073246897e-4,above,above,consistent_above
Clic4,0.218561048397561,4.95811773043783e-21,0.302568922305764,2.98264879670267e-5,below,below,consistent_below
Clstn2,0.989583333333333,1.45860134425903e-24,0.959016393442623,3.72114583510198e-13,above,above,consistent_above
Col4a4,0.338785046728972,0.0342004449800943,0.271929824561404,0.0355758597891871,below,below,consistent_below
Cp,0.838323917137476,5.9536104564856495e-28,0.824766355140187,8.21337739706967e-16,above,above,consistent_above
Dennd1b,0.358952380952381,0.0046612368842384,0.380482456140351,0.0944315278146929,below,below,consistent_below
Dip2b,0.593400447427293,0.0762778016724703,0.705387205387205,0.0035260429587436,above,above,consistent_above
Dock9,0.333844580777096,5.6485846314032e-4,0.293650793650794,0.00175906331778364,below,below,consistent_below
