celltype,condition,group_id,gene,HDR,log2FC,pval,padj,AR,N
MacFib,F1_Aged,MacFib__F1_Aged,Chfr,-20.313191552679672,-1.22239242133645,4.8619271514895e-21,1.32730611235663e-17,0.231707317073171,41
MacFib,F1_Aged,MacFib__F1_Aged,Cables1,-14.489696871426505,-2.50250034052918,3.2381959745670704e-15,4.4201375052840495e-12,0.117424242424242,44
MacFib,F1_Aged,MacFib__F1_Aged,Fhl2,12.970347742921799,0.433131576861714,1.07066167491498e-13,9.74302124172632e-11,0.532949286174138,61
MacFib,F1_Aged,MacFib__F1_Aged,Stk40,10.975920026071755,0.369233809665719,1.0570121366692099e-11,7.214107832767371e-9,0.545299145299145,39
MacFib,F1_Aged,MacFib__F1_Aged,Ppm1a,-8.40006167002159,-0.641546029087524,3.9805064316076706e-9,2.17335651165779e-6,0.375925925925926,45
MacFib,F1_Aged,MacFib__F1_Aged,Ark2n,-8.070787819023558,-0.101879614019214,8.49595456049964e-9,3.86565932502734e-6,0.470535714285714,56
MacFib,F1_Aged,MacFib__F1_Aged,Tmem87b,-7.910896441953908,-0.215728691055437,1.22773195043044e-8,4.78815460667872e-6,0.516304347826087,46
MacFib,F1_Aged,MacFib__F1_Aged,Dpp8,0,0,2.66087874208011e-8,9.08024870734837e-6,0.535763888888889,48
MacFib,F1_Aged,MacFib__F1_Aged,Gm12216,-7.289637483383753,-2.35755200461808,5.13289661114989e-8,1.55697863871547e-5,0.182352941176471,34
MacFib,F1_Aged,MacFib__F1_Aged,Rassf2,7.163219419219628,0.534336427651188,6.86721399123103e-8,1.87474941960607e-5,0.605072463768116,46
MacFib,F1_Aged,MacFib__F1_Aged,Tcf20,7.063751770290573,0.137503523749935,8.63471941431251e-8,1.98263089977074e-5,0.562820512820513,52
MacFib,F1_Aged,MacFib__F1_Aged,Ppp1r2,7.052770405882491,0.131244533278252,8.85583658750884e-8,1.98263089977074e-5,0.557291666666667,32
MacFib,F1_Aged,MacFib__F1_Aged,Pwwp2a,-7.000757614330988,-0.436099114806674,9.98257049241169e-8,1.98263089977074e-5,0.404761904761905,56
MacFib,F1_Aged,MacFib__F1_Aged,Ppp4r3a,-6.991191126817684,-0.275634442613428,1.02049028162875e-7,1.98263089977074e-5,0.464197530864198,54
MacFib,F1_Aged,MacFib__F1_Aged,Snx6,-6.937476150028211,-0.178337241258512,1.15484540311903e-7,1.98263089977074e-5,0.489795918367347,49
MacFib,F1_Aged,MacFib__F1_Aged,Pcm1,-6.93480079390773,-0.0242475462466772,1.16198147971911e-7,1.98263089977074e-5,0.499768518518519,72
MacFib,F1_Aged,MacFib__F1_Aged,Prkd3,6.818611282897213,0.0395283641866373,1.51840881762443e-7,2.43838592477335e-5,0.551020408163265,49
MacFib,F1_Aged,MacFib__F1_Aged,Otud4,6.782974399460271,1.03747470541866,1.6482595493117e-7,2.49986031645607e-5,0.6875,40
MacFib,F1_Aged,MacFib__F1_Aged,Ctif,-6.607542941056825,-0.082462160191973,2.46863600537406e-7,3.38979944755668e-5,0.533687943262411,47
MacFib,F1_Aged,MacFib__F1_Aged,Rab6a,-6.604958646800817,-0.118644496498619,2.48336955864958e-7,3.38979944755668e-5,0.460069444444444,48
MacFib,F1_Aged,MacFib__F1_Aged,Ncoa6,6.580301062534856,0.140862535839849,2.62844526383249e-7,3.41697884298224e-5,0.542767295597484,53
MacFib,F1_Aged,MacFib__F1_Aged,Kras,-6.455238989586419,-0.187627003175771,3.5055891044846e-7,4.3501173887468e-5,0.480769230769231,52
MacFib,F1_Aged,MacFib__F1_Aged,Dnm2,-6.422913244990764,-0.362570079384708,3.77647622578831e-7,4.48251308539221e-5,0.391304347826087,69
MacFib,F1_Aged,MacFib__F1_Aged,Rps2,6.401668131067004,0.343954401217361,3.96580968404259e-7,4.51110851559845e-5,0.565765765765766,37
MacFib,F1_Aged,MacFib__F1_Aged,Sumo1,-6.333720912642068,-0.199308808223407,4.63744836817336e-7,5.06409361804531e-5,0.479166666666667,36
MacFib,F1_Aged,MacFib__F1_Aged,Csf1r,-6.311818220612698,-0.0874628412503395,4.87732593962773e-7,5.12119223660912e-5,0.431972789115646,49
MacFib,F1_Aged,MacFib__F1_Aged,Hspa9,6.205036403665933,0.796466605914868,6.2368255463634e-7,5.70728179271635e-5,0.648648648648649,37
MacFib,F1_Aged,MacFib__F1_Aged,Ubp1,6.203848106952988,0.667424660913129,6.25391383081395e-7,5.70728179271635e-5,0.68010752688172,31
MacFib,F1_Aged,MacFib__F1_Aged,Ddi2,6.20312224377692,0.104336659814735,6.26437512291214e-7,5.70728179271635e-5,0.487068965517241,58
MacFib,F1_Aged,MacFib__F1_Aged,Stard7,-6.2026120762816035,-0.052467419894136,6.27173823375423e-7,5.70728179271635e-5,0.479279279279279,37
MacFib,F1_Aged,MacFib__F1_Aged,Arhgef2,6.111342810146089,0.777607578663552,7.7385071795431e-7,6.73656030529369e-5,0.645299145299145,39
MacFib,F1_Aged,MacFib__F1_Aged,Xrn2,-6.090129051790461,-0.384663850235325,8.12589017240864e-7,6.73656030529369e-5,0.410130718954248,51
MacFib,F1_Aged,MacFib__F1_Aged,Rab14,0,0,8.25325492437809e-7,6.73656030529369e-5,0.506802721088435,49
MacFib,F1_Aged,MacFib__F1_Aged,Slc12a6,6.076245528083913,0.0430687218918862,8.38985532527419e-7,6.73656030529369e-5,0.546296296296296,45
MacFib,F1_Aged,MacFib__F1_Aged,Phf20,6.056248595376824,0.729352410056331,8.78519497767001e-7,6.8524520825826e-5,0.654232804232804,63
MacFib,F1_Aged,MacFib__F1_Aged,Nin,-6.0131988341093185,-0.229481846122767,9.70065737982568e-7,7.35633184636781e-5,0.466269841269841,42
MacFib,F1_Aged,MacFib__F1_Aged,Lmbrd1,-5.932535202041764,-0.490986352512142,1.1680590481843e-6,8.61838162579228e-5,0.39937106918239,53
MacFib,F1_Aged,MacFib__F1_Aged,Trim44,5.9042329138037175,0.238159737194765,1.24671471701414e-6,8.92185820606802e-5,0.555697278911565,56
MacFib,F1_Aged,MacFib__F1_Aged,Rab11a,-5.894401581692684,-0.866733469136536,1.27525906198073e-6,8.92185820606802e-5,0.352941176470588,34
MacFib,F1_Aged,MacFib__F1_Aged,Ube4a,5.883647338938059,0.341036917835067,1.30723197158506e-6,8.92185820606802e-5,0.600757575757576,44
