"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"1700025G04Rik",0.601388888888889,0.5965,0.3337,0.290687019070691,0.250429973793968,0.16147859922179,60
"2210408F21Rik",0.38855421686747,0.3947,0,0.121902255976282,0.186185378961107,0.221789883268482,83
"2610035D17Rik",0.976190476190476,0.9768,2.3182,1.08038303807514,0.305549026820103,0.11284046692607,42
"2610307P16Rik",0.388888888888889,0.3778,0.3552,0.309805914046863,0.267160899387575,0.0856031128404669,27
"3110082I17Rik",0.49685534591195,0.493,1.1207,0.618889934386032,0.295245226452266,0.130350194552529,53
"4632427E13Rik",0.452380952380952,0.4806,0.1361,0.217827671208152,0.253757463158583,0.159533073929961,70
"4732440D04Rik",0.203125,0.1976,1.1699,0.610409949689164,0.253757463158583,0.159533073929961,64
"4732471J01Rik",0.634408602150538,0.6302,0.1273,0.175851981593375,0.194750593220282,0.204280155642023,93
"4933406I18Rik",0.432831325301205,0.4396,0.381,0.265819869786086,0.185015547786616,0.486381322957198,166
"5031425E22Rik",0.60974358974359,0.6213,0.2777,0.227904844034367,0.187020665121823,0.344357976653696,130
"5033421B08Rik",0.507575757575758,0.5114,0.1967,0.245176951990585,0.260380931340286,0.155642023346304,66
"9530026P05Rik",0.524702380952381,0.4933,0.3642,0.27269832382097,0.205265239915895,0.192607003891051,48
"AW554918",0.48952380952381,0.4997,0.5221,0.332660349137426,0.205265239915895,0.192607003891051,70
"Aak1",0.396713615023474,0.415,0.4515,0.304523555750131,0.203238977482367,0.194552529182879,71
"Abca1",0.502294447190641,0.5172,0.1723,0.178658799994288,0.172937540524609,1.25291828793774,289
"Abca8a",0.568025493025493,0.5219,0.0903,0.220103889814556,0.283798007710098,0.140077821011673,18
"Abca9",0.542272727272727,0.5323,0.336,0.24203548104698,0.17478885805242,0.752918287937743,220
"Abcc1",0.601449275362319,0.5827,3e-04,0.121680741961351,0.185673053222303,0.223735408560311,92
"Abcc3",0.5,0.4875,0.8108,0.499864612030645,0.293195884108139,0.132295719844358,57
"Abhd12",0.508771929824561,0.49,0.1282,0.180496002504705,0.201321561158853,0.196498054474708,76
"Abi1",0.517202181876095,0.5391,0.1367,0.168898130134161,0.178677744091575,0.610894941634241,184
"Abl2",0.538617886178862,0.5329,0.9445,0.483034988646569,0.189945439326192,0.212062256809339,82
"Ablim1",0.461022050865801,0.5192,0.0713,0.149362012043513,0.186771579727792,0.332684824902724,64
"Ablim3",0.47463768115942,0.5367,0,0.161247832505775,0.24627918951382,0.0797665369649805,23
"Abr",0.59775641025641,0.5979,0.1692,0.185654677524771,0.185420577472834,0.27431906614786,104
"Abtb2",0.413690476190476,0.4076,1.5997,0.798019143820229,0.291015238994764,0.134241245136187,42
"Acap2",0.434959349593496,0.4314,2e-04,0.13070469472022,0.199513637069349,0.198443579766537,82
"Acer3",0.562141541699553,0.5621,0.0666,0.145375938418638,0.1834095166114,0.51556420233463,181
"Actr2",0.515151515151515,0.4888,0.0634,0.147202172775953,0.188054785219806,0.396887159533074,154
