"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"App",TRUE,4,129.412115824153,122.188310603043,49,48,0.0558201616217009
"Ext1",TRUE,4,133.002264248538,132.279172159606,59,58,0.0054366900670213
"F13a1",TRUE,4,207.381082102927,192.486885243166,84,83,0.071820422136524
"Malat1",TRUE,3,236.538452510464,231.180184995872,126,125,0.0226528391376669
"Mctp1",TRUE,4,206.750063690796,206.118190111919,75,74,0.00305621951257307
"Mrc1",TRUE,4,187.207246525477,187.171208789883,77,76,0.000192501819574753
"Pid1",TRUE,4,223.612979347517,223.07591028513,83,82,0.00240177946715625
"Pitpnc1",TRUE,4,149.487831787177,146.383498518288,50,49,0.0207664612682925
"Rbpj",TRUE,3,154.73008240179,154.045157696803,62,61,0.00442657752361386
"Vav3",TRUE,4,148.076848628872,140.767919116496,53,52,0.0493590293152096
