"","AR","N","log2FC","llr","pval"
"1700025G04Rik",0.483333333333333,10,-0.137503523749935,-14.740434038381,5.64714093558783e-08
"2210408F21Rik",0.532051282051282,13,-0.0458036896131246,-17.7069707939502,2.66571954287385e-09
"2610307P16Rik",0.333333333333333,15,-0.906890595608519,-19.9428647381119,2.69263299807308e-10
"4933406I18Rik",0.391666666666667,26,-0.514573172829758,-9.73404415327683,1.02294484866893e-05
"5031425E22Rik",0.601754385964912,19,0.527247002864869,-13.8479020106191,1.4197031855659e-07
"9530026P05Rik",0.44047619047619,19,-0.263034405833794,-13.8838279670275,1.36794054797186e-07
"AW554918",0.654761904761905,14,0.459431618637297,-3.94901695704536,0.00494885594738415
"Aak1",0.5,11,-0.430634354329862,-14.5240684422104,7.06019682790272e-08
"Abca1",0.548973853781546,78,0.144771524213974,-1.66326790571112,0.0681703171816593
"Abca8a",0.523665223665224,12,0.263034405833794,-20.5941892265714,1.38242048225694e-10
"Abca9",0.390842490842491,39,-0.53605290024021,-11.0691616667,2.53694323381876e-06
"Abcc1",0.494444444444444,12,-0.321928094887362,-19.7839206913713,3.16858340063048e-10
"Abi1",0.567390942390942,44,0.694586991895654,0.289126219746997,1
"Abl2",0.592156862745098,17,0.31315788525963,-9.92758655500973,8.35363629020095e-06
"Ablim1",0.522782446311858,34,0.115477217419936,-1.58295121231407,0.0751908702610057
"Ablim3",0.531944444444444,12,0.33703498727757,-18.0189949440361,1.93507802344807e-09
"Abr",0.4,11,0.115477217419936,-15.3358858129308,3.05578466340143e-08
"Acap2",0.444444444444444,12,-0.199308808223407,-22.082404946839,3.01859332409549e-11
"Acer3",0.560846560846561,27,0.192645077942396,-0.702008047745181,0.236052301080447
"Actr2",0.5,26,-0.106915203916512,-16.4922466809741,9.28968571024498e-09
"Actr3",0.511805555555556,24,0.0874628412503393,-11.1373404254748,2.3630187944787e-06
"Acvr1",0.458333333333333,12,0,-14.6351243989679,6.29548968541579e-08
