"","AR","N","log2FC","llr_mean","pval_mean"
"1700025G04Rik",0.483333333333333,10,-0.137503523749935,0.00119427163243557,1
"2210408F21Rik",0.532051282051282,13,-0.0458036896131249,0.370132254167345,1
"2610307P16Rik",0.333333333333333,15,-0.906890595608519,-0.294107944340933,0.443109853932281
"4933406I18Rik",0.391666666666667,26,-0.514573172829758,-1.44675267893372,0.0889372271974669
"5031425E22Rik",0.601754385964912,19,0.527247002864869,-1.09443862674431,0.139010612111321
"9530026P05Rik",0.44047619047619,19,-0.263034405833793,-0.149468616636256,0.584549448337905
"AW554918",0.654761904761905,14,0.459431618637297,0.7564743617951,1
"Aak1",0.5,11,-0.430634354329863,-0.262757366923502,0.468498686802703
"Abca1",0.548973853781546,78,0.144771524213974,-0.354319373995509,0.39989608527394
"Abca8a",0.523665223665224,12,0.263034405833794,-0.183683536549434,0.544442948370071
"Abca9",0.390842490842491,39,-0.53605290024021,1.14595253175845,1
"Abcc1",0.494444444444444,12,-0.321928094887361,0.262869086116552,1
"Abi1",0.567390942390942,44,0.694586991895654,0.808045961084403,1
"Abl2",0.592156862745098,17,0.31315788525963,0.304687185165207,1
"Ablim1",0.522782446311858,34,0.115477217419936,-0.0153456729384374,0.860930768243645
"Ablim3",0.531944444444444,12,0.33703498727757,-0.177821843712856,0.550935631019635
"Abr",0.4,11,0.115477217419936,0.909311523829238,1
"Acap2",0.444444444444444,12,-0.199308808223406,-0.10245402513268,0.650788038521257
"Acer3",0.560846560846561,27,0.192645077942397,0.458038244345879,1
"Actr2",0.5,26,-0.106915203916512,0.0813259525802152,1
"Actr3",0.511805555555556,24,0.0874628412503393,-0.00201223261922934,0.949417192613178
"Acvr1",0.458333333333333,12,-1.33226762955019e-15,0.162424283036692,1
"Acvr2a",0.319444444444444,12,-0.68805599368526,0.747122531172785,1
"Acyp2",0.295238095238095,14,-1.03562390973072,-1.08088081658493,0.141482404365911
"Adam10",0.429487179487179,13,-0.33257533908687,-0.0327840941226469,0.797902299566034
"Adam17",0.553030303030303,11,-0.289506617194985,0.673400428754199,1
"Adam19",0.557971014492754,23,0.263034405833794,-0.144358486142167,0.591043900050252
"Adam9",0.491666666666667,16,-0.0848888975865114,0.240055243257551,1
"Adamts9",0.419949494949495,12,-0.245112497836533,-0.100477782362923,0.653950644790075
"Adamtsl3",0.445436507936508,12,-0.514573172829758,-0.0447796576650745,0.76473814414815
