"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"1700025G04Rik",0.4752,0.463534675615213,149,0.238,0.258191946985052,0.256305167028503,-0.0832555036493523,-0.0238520962427913,0.827107419692851,1
"2210408F21Rik",0.6254,0.619883040935672,57,1.551,0.774759320260494,0.283735735144527,0.747233929620033,-2.30522365961411,0.0317777429822301,1
"2610037D02Rik",0.3725,0.363636363636364,66,0.3897,0.32527481254933,0.270777063700343,-0.707819248506689,0.019107885054602,1,1
"2610307P16Rik",0.5164,0.517115600448934,216,0.4575,0.330960925032466,0.240137652832919,0.0874628412503393,0.107433269761117,1,1
"4632427E13Rik",0.4973,0.509132420091324,73,0.5927,0.393829297634255,0.257742613920052,-0.099535673550915,0.0340449168109416,1,1
"4732440D04Rik",0.3532,0.364864864864865,74,1e-04,0.170207789470448,0.259906030451198,-0.874469117916141,0.0325281236006916,1,1
"4732471J01Rik",0.5171,0.525900900900901,74,0.0755,0.197424234343115,0.257742613920052,0.099535673550915,-0.00752334176517166,0.902372440803186,1
"4930523C07Rik",0.4552,0.449367088607595,79,1.6689,0.79950027091674,0.253141413780167,-0.15200309344505,-1.3082511628343,0.105757323849635,1
"5031425E22Rik",0.5294,0.529411764705882,85,1.1176,0.589075995628069,0.251507403989271,0.169925001442312,-2.10293022942349,0.0402845317033604,1
"9530026P05Rik",0.4599,0.453260261520173,227,0.6149,0.384120859488838,0.230038592725952,-0.162729500038108,-1.47162895223752,0.0862366373104899,1
"9630014M24Rik",0.4554,0.454166666666667,80,2.9013,1.26525520417,0.249712448502317,-0.34577483684173,-0.33647332437274,0.4120261537256,1
"AW554918",0.473,0.477891156462585,98,0.3142,0.281044762464659,0.247013033871022,-0.175849835399418,-0.0202379835719739,0.840552826087743,1
"Aak1",0.4755,0.47411003236246,103,0.1896,0.232646704010655,0.245361065925606,-0.146841388329271,-2.64003957320618,0.0215707673820492,1
"Abca8a",0.5595,0.572222222222222,36,0.1249,0.254083739537566,0.31562856485371,0.29373120305671,-0.0877113868761938,0.675336709356965,1
"Abcc4",0.7602,0.757142857142857,70,0.7669,0.465555496193523,0.266256427852907,1.70626879694329,-0.277603361893085,0.456197999404999,1
"Abcc5",0.3653,0.364978902953586,79,0.2139,0.245898780438196,0.251507403989271,-0.812914447399505,-0.130258535118102,0.60976514302407,1
"Abcg2",0.5557,0.557971014492754,69,1.6097,0.779451606807435,0.256856420797222,0.263034405833793,-0.237590470541662,0.49061329932708,1
"Abi1",0.5421,0.53525641025641,156,0.3151,0.282086062128626,0.248081445557788,0.287980762964025,-0.224389001318272,0.502915833353211,1
"Ablim1",0.4575,0.455265359026421,452,0.1461,0.161440806622923,0.161835925315411,-0.229568973280501,-0.220631202531592,0.506513774744326,1
"Ablim3",0.4729,0.476421229284665,227,0.0874,0.192617814282087,0.24349960834684,-0.175849835399418,-0.120318949744131,0.623745769346296,1
"Acer2",0.4609,0.441537010843942,101,1.0107,0.538209715198005,0.235819638345753,0,-0.486964790701379,0.323702104137937,1
"Ackr3",0.5569,0.566216216216216,74,0.5239,0.364495412368154,0.25284399315696,0.301655699861101,-0.575777537561692,0.283223854430572,1
"Actn1",0.5263,0.537634408602151,62,2e-04,0.183372491130857,0.279954918120529,0.15200309344505,-1.58800540657793,0.0747269607756275,1
"Actn4",0.5548,0.550438596491228,76,0.8927,0.505214894970627,0.253865549585137,0.342887713523008,0.0239802901329256,1,1
"Acyp2",0.3259,0.330467091295117,157,1.0448,0.567128864067933,0.260210818386422,-1.10619940383193,-0.174810550985598,0.554327693440434,1
"Adam10",0.5083,0.507912457912458,99,0.0899,0.189718996356853,0.237622147102367,0.0437213774293177,-0.0459166101764623,0.76185940505778,1
"Adam17",0.3554,0.358490566037736,53,1.187,0.69222336940838,0.368795826209733,-0.898120385980786,-1.27887972530563,0.109754031717881,1
"Adamts9",0.539,0.534585758048873,244,0.3768,0.284188822018907,0.215507060830211,0.279758640643423,0.0344503184976759,1,1
"Adamtsl3",0.335,0.325757575757576,77,0.2006,0.238578247072591,0.248040509362204,-0.980891177052296,0.16673519648964,1,1
"Adarb1",0.4259,0.434782608695652,92,1e-04,0.163748024443759,0.250039816000435,-0.430634354329862,-0.0255399945643973,0.82119455628869,1
"Adgrf5",0.5615,0.542779783393502,277,0.0424,0.167193890683606,0.230768802370761,0.365181292841247,-0.0973184323380849,0.659085092955252,1
"Adgrl2",0.5358,0.537140439932318,197,0.5754,0.376811299382888,0.241784457924131,0.277984747299765,0.0608086799257705,1,1
"Adgrl4",0.514,0.510246866042014,371,0.3084,0.243073022494292,0.192381529689616,0.100603940938406,0.0547167696856263,1,1
"Adipor2",0.5694,0.567204301075269,124,1.7766,0.828713661226171,0.235293998579439,0.506185387337039,-0.885494715174872,0.183259676634056,1
"Aebp2",0.5146,0.516339869281046,51,0.0798,0.252224805530736,0.338947352980611,0.0874628412503391,-0.789328853871929,0.208954145836732,1
"Afap1l1",0.5614,0.571517412935323,134,0.1221,0.201899834948688,0.23755034791163,0.337034987277571,-0.0249863968144268,0.823110621619118,1
"Aff1",0.4623,0.46235119047619,112,0.9562,0.515201859211782,0.232288972969461,-0.270089163367744,-0.552598628053147,0.293128346415851,1
"Afg1l",0.418,0.41358024691358,81,0.3955,0.315930650663575,0.253141413780167,-0.459431618637297,-0.549874734632631,0.294321091897066,1
"Afg2a",0.5453,0.538011695906433,57,1.4645,0.744645128470432,0.287911326217172,0.39231742277876,-0.00756446674652977,0.902107312052594,1
"Agap1",0.5085,0.498441247002398,139,0,0.157955817641479,0.241251185477753,0.0483630215613986,-0.0923478399042352,0.667368521123839,1
"Agmo",0.8938,0.895833333333333,56,1.1834,0.620418544652767,0.261213923866326,3.05889368905357,-1.3479059816877,0.100612222473291,1
"Ago3",0.5352,0.531835205992509,89,2.5039,1.11356181564415,0.248518079760496,0.258311995591391,-1.09107635010341,0.139619053269533,1
"Agps",0.5678,0.573232323232323,66,1.0354,0.565185937435257,0.262695321776116,0.314108590428063,-0.366369276652442,0.391996954497098,1
"Ahnak",0.4621,0.462470862470862,143,0.2163,0.249436709037798,0.255519000270397,-0.224560258019158,-0.0566965699414084,0.736313676791313,1
"Airn",0.9119,0.909567901234568,270,1.3041,0.642218911004783,0.224504350074638,3.5353804718706,-0.494460748162055,0.320006113137384,1
"Akap13",0.4986,0.516803840877915,162,0.027,0.180622534954008,0.260210818386422,-0.0127110517495543,-0.479848163577344,0.32726339980179,1
"Akap6",0.3729,0.376623376623377,77,1.1138,0.588508070596002,0.25284399315696,-0.80145432061792,-0.369189542821786,0.390180610006614,1
"Akt3",0.4846,0.466600529100529,252,0.2736,0.258976757196458,0.236855833824724,-0.0453239905094904,-0.300398718469239,0.438273929422718,1
"Ambra1",0.547,0.530172413793103,116,0.3132,0.273336297476486,0.235819638345753,0.341036917835067,0.0174842944595923,1,1
"Amotl1",0.6299,0.613526570048309,69,0,0.174327648092257,0.266256427852907,0.765534746362977,0.0159361020962621,1,1
"Ank2",0.4893,0.481666666666667,50,0.2272,0.292931840803389,0.31562856485371,-0.0418201756946273,-1.08766736867561,0.140238999425695,1
"Ankhd1",0.5162,0.494202898550725,115,0.1102,0.19453845088409,0.2332090606503,0.120294233717712,-0.366445778511832,0.391947525011089,1
"Ankrd11",0.5148,0.510208333333333,160,0.3295,0.293412544430023,0.257028759526121,0.109972842025131,-0.405741928022366,0.367681911578454,1
"Ankrd12",0.5487,0.560975609756098,123,0.4086,0.307600749397744,0.232820877913488,0.199937570508752,-0.202728450808991,0.524284456485338,1
"Ankrd17",0.5308,0.515804597701149,174,0.0234,0.179370532305389,0.260386593007764,0.182864057149811,-0.253501383314301,0.476439221932821,1
"Ankrd33b",0.5632,0.557291666666667,96,0.0771,0.186204496331211,0.239678334063203,0.362570079384708,-0.0956619689922888,0.661816992284476,1
"Ankrd44",0.6419,0.652777777777778,120,1.076,0.561043787372428,0.232820877913488,0.761213140412883,-0.169543734306174,0.560356426474471,1
"Ano6",0.5556,0.559302325581395,172,0.1424,0.224472003498318,0.260251573343098,0.304854581528421,-0.0156892727724767,0.85939849875632,1
"Anxa2",0.4677,0.478927203065134,87,1.1834,0.612106119441617,0.248518079760496,-0.258311995591391,0.0163335692036952,1,1
"Anxa3",0.3975,0.390677397719651,142,0.6353,0.406788171656535,0.252827134176748,-0.554967760423319,-0.83216783859136,0.197018944743245,1
"Aopep",0.4582,0.453908355795148,159,0.1059,0.210683448704719,0.260361853988341,-0.22431729826094,-0.520259925215413,0.307700599278137,1
"Ap2a2",0.5157,0.538690476190476,56,0.0201,0.218958095369109,0.322763997660419,0.084888897586513,-0.0257600688202544,0.820438921890849,1
"Ap3b1",0.5563,0.551779935275081,103,0.4092,0.312675206535432,0.24022326544845,0.342392197447078,-0.382618200111295,0.381694756222976,1
"Apba1",0.5534,0.554,100,0.2725,0.26071512703698,0.240148904027814,0.277984747299765,-0.605979183758947,0.27094461876084,1
"Apbb2",0.5454,0.536722931247427,347,0.0997,0.16915668958334,0.200532650556954,0.271708739399627,-0.293195595141526,0.44381802585139,1
"Apc",0.5828,0.574596774193548,124,3e-04,0.152163960121089,0.232231088424944,0.482151695137381,-0.343709350581562,0.407043766283182,1
"Aplp2",0.6431,0.652173913043478,69,0.0674,0.196621076298337,0.261213923866326,0.84799690655495,-0.0585933437590214,0.732106013742428,1
"App",0.4538,0.478268526345449,338,0.0956,0.169754222376639,0.20382328230992,-0.293599371828868,-0.814297614571387,0.201897458235354,1
"Aqp1",0.5247,0.537400793650794,216,0.0137,0.164630472509935,0.24349960834684,0.142293882465122,-0.301864389211829,0.437158854453485,1
