gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
9330159M07Rik,F1_Aged,9.06141400352396e-6,0.104938271604938,shared,1.68214585290792e-5,0.0921052631578947,Mesothelial
Abi1,F1_Aged,1.01445468112504e-40,0.919532134532135,shared,8.52824653307063e-26,0.894260461760462,Mesothelial
Airn,F1_Aged,0.0157184549635002,0.274153541597761,shared,1.02606736450048e-12,0.853620912630347,Mesothelial
Arhgef12,F1_Aged,2.56978198776475e-10,0.753857365881587,shared,0.00103675558295267,0.64623991599798,Mesothelial
Bicd1,F1_Aged,9.06141400352396e-6,0.806899641577061,shared,0.00171295842829488,0.777568922305764,Mesothelial
Cacna2d1,F1_Aged,3.886362609912e-4,0.762414965986395,shared,0.0961192875262098,0.66865149556326,Mesothelial
Ccdc171,F1_Aged,3.10871245344984e-19,0.921052631578947,shared,2.60563720882851e-14,0.942857142857143,Mesothelial
Cd2ap,F1_Aged,0.011824408354914,0.694464207290294,shared,0.00115638086379851,0.689745881096183,Mesothelial
Cdk14,F1_Aged,3.3330341454556603e-15,0.19712962962963,shared,1.83023452296418e-14,0.196415119720204,Mesothelial
Gm13481,F1_Aged,4.39478865034862e-12,0.990196078431373,shared,3.46346005450916e-6,0.984615384615385,Mesothelial
Gm56730,F1_Aged,1.9136655474033895e-171,0.994047619047619,shared,1.6761651220487198e-156,1,Mesothelial
Grm1,F1_Aged,1.64291896724304e-33,0.996277056277056,shared,2.97806095096122e-28,1,Mesothelial
Hpgd,F1_Aged,0.00178012310388046,0.784057971014493,shared,3.03603663373638e-9,0.880952380952381,Mesothelial
Igfbp6,F1_Aged,0.0691842015084621,0.690695886197616,shared,0.0741611880021423,0.694312169312169,Mesothelial
Kcnd2,F1_Aged,3.97208252365345e-32,0.893890503435958,shared,1.53851078587036e-23,0.904905309474955,Mesothelial
Kcnq1ot1,F1_Aged,0.0839722144011113,0.318858225108225,shared,7.55394982916105e-14,0.857878787878788,Mesothelial
Kiz,F1_Aged,0.00592440071947555,0.599382716049383,shared,0.0387793939685323,0.664829931972789,Mesothelial
Lama2,F1_Aged,0.0132922913904534,0.395390413747086,shared,0.0172628720501568,0.390333708858801,Mesothelial
Malt1,F1_Aged,0.0924906825032254,0.274744897959184,shared,0.0172628720501568,0.205357142857143,Mesothelial
Mast4,F1_Aged,5.25464992587545e-7,0.682944172115872,shared,2.1120673047219e-4,0.675080457316616,Mesothelial
Pals2,F1_Aged,1.2197641193049598e-25,0.963182346109175,shared,2.30894058974629e-9,0.86046511627907,Mesothelial
Pde7b,F1_Aged,0.00433604285088707,0.311662895927602,shared,0.00912583875853354,0.321945548541293,Mesothelial
Prkg1,F1_Aged,2.4274015745950097e-22,0.124944305207463,shared,1.83023452296418e-14,0.172541771094403,Mesothelial
Rapgef4,F1_Aged,0.0320912705111496,0.202898550724638,shared,0.0593257842540119,0.279569892473118,Mesothelial
Rbbp8,F1_Aged,0.0300375606663551,0.778494623655914,shared,1.94048151220075e-10,0.922619047619048,Mesothelial
Rbfox1,F1_Aged,2.15783927021002e-7,0.653412570477981,shared,0.00383977789272788,0.616190701748376,Mesothelial
Rnls,F1_Aged,0.0732781128022754,0.297333333333333,shared,8.7646281704244e-4,0.142857142857143,Mesothelial
Sdk1,F1_Aged,0.0388397372128377,0.284664987789988,shared,0.00421460949106026,0.227592592592593,Mesothelial
Slc2a13,F1_Aged,1.80379800874903e-6,0.222428571428571,shared,0.00256386320230634,0.285703791158337,Mesothelial
Suclg2,F1_Aged,9.63338033006526e-64,0.067687074829932,shared,3.0214015043843095e-19,0.153975106526127,Mesothelial
Tmtc1,F1_Aged,0.00714159315160052,0.735930735930736,shared,0.00256386320230634,0.739400183150183,Mesothelial
Ube4b,F1_Aged,0.00567885508358263,0.784285714285714,shared,1.83023452296418e-14,0.91969696969697,Mesothelial
Zeb1,F1_Aged,9.5823190522907e-4,0.778467365967366,shared,0.0713851629881021,0.646520078837152,Mesothelial
9330159M07Rik,F1_Young,1.68214585290792e-5,0.0921052631578947,shared,9.06141400352396e-6,0.104938271604938,Mesothelial
Abi1,F1_Young,8.52824653307063e-26,0.894260461760462,shared,1.01445468112504e-40,0.919532134532135,Mesothelial
Airn,F1_Young,1.02606736450048e-12,0.853620912630347,shared,0.0157184549635002,0.274153541597761,Mesothelial
Arhgef12,F1_Young,0.00103675558295267,0.64623991599798,shared,2.56978198776475e-10,0.753857365881587,Mesothelial
Bicd1,F1_Young,0.00171295842829488,0.777568922305764,shared,9.06141400352396e-6,0.806899641577061,Mesothelial
Cacna2d1,F1_Young,0.0961192875262098,0.66865149556326,shared,3.886362609912e-4,0.762414965986395,Mesothelial
Ccdc171,F1_Young,2.60563720882851e-14,0.942857142857143,shared,3.10871245344984e-19,0.921052631578947,Mesothelial
Cd2ap,F1_Young,0.00115638086379851,0.689745881096183,shared,0.011824408354914,0.694464207290294,Mesothelial
