gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
9530026P05Rik,0.586402917006365,0.187283836355943,0.648650599841076,0.0526986607412946
Adcy9,0.477604166666667,1,0.746666666666667,0.0729020978305016
Ap4e1,0.693827160493827,0.582136796799738,0.932432432432432,1.29696624893705e-12
Cacna1c,0.614231973866286,0.133604834311502,0.662490427235361,0.0566984051714875
Clic4,0.412986347244888,0.43861545336077,0.295380649335758,1.1333753857791e-6
Cpne8,0.358585858585859,0.586681302921191,0.298003072196621,0.0878726611247552
Elp4,0.572463768115942,1,0.29952380952381,0.0540099066346624
Fhod3,0.538744084169646,0.431197584937618,0.640474977613734,0.0115120955901977
Gm35330,0.66859410430839,0.419495160782988,0.752576788291074,0.0150842837209482
Grb10,0.714912280701754,0.113640458260637,0.126666666666667,2.96833781965303e-7
Lrch1,0.615740740740741,1,0.686507936507937,0.0715981393062888
Mctp1,0.364907212885154,0.351067386318668,0.219828443161776,9.31828351169375e-6
Nt5dc1,0.299382716049383,0.615432892793678,0.289047619047619,0.036585382729237
Stxbp6,0.496645021645022,1,0.271396396396396,0.0223561046153587
Zfp609,0.586309523809524,1,0.3,0.0741611880021423
