gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Airn,0.3643,0.259930253530441,0.7803,1.79984311163853e-7
Ambra1,0.5253,1,0.3325,0.021492602652597
Cacna2d1,0.6251,0.363287195019608,0.7801,0.0735555115301583
Dnm3,0.3097,0.115103994650359,0.2494,8.3329975591572e-4
Dyrk1a,0.5308,0.918337730660356,0.6647,0.0761314950193145
Hmcn1,0.4771,0.820390037049822,0.3424,0.0261726714670224
Kcnq1ot1,0.3444,0.212304180106288,0.8394,1.9620656311798e-4
Lama2,0.4211,0.593480051830488,0.3549,0.0392888529685153
Man2a1,0.6722,0.180832196080432,0.7638,0.00235290902853113
Mcu,0.3688,0.15285545279382,0.3237,0.0256656464376648
Plcb4,0.4693,0.902522898016247,0.7379,0.0183774069040278
Plxdc2,0.5784,0.431722407846624,0.2705,0.00898277627606289
Tspan5,0.6232,0.145947327888759,0.7923,5.5343796459481e-4
Zeb1,0.6299,0.115103994650359,0.7033,3.149374881128e-4
