gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
Abi1,0.6805,0.0486149072400841,0.709,0.0261726714670224,above,above,consistent_above
Cp,0.7092,0.0257288715594835,0.6902,0.00423516273764568,above,above,consistent_above
Gm56730,0.9895,9.03044817169068e-13,0.9768,2.77973917373769e-7,above,above,consistent_above
Pde7b,0.3492,0.0405171167994308,0.282,0.0230741862666708,below,below,consistent_below
Prkg1,0.1313,3.94263945168988e-15,0.1285,4.17769782398531e-14,below,below,consistent_below
Utrn,0.6273,0.00650842823880864,0.6233,0.0526774297983943,above,above,consistent_above
