gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Adamts9,0.7421,0.0601563726948607,0.5211,1
Apba1,0.7319,0.0475685593319918,0.6136,1
Baz2b,0.3149,0.074288996285781,0.4625,0.994578267993642
Cacna1c,0.6762,0.0387448178772515,0.5796,0.75207808205843
Cyyr1,0.2409,7.6934782751162e-4,0.4851,1
Etl4,0.3195,0.0473763354545732,0.5209,1
Fam168a,0.7286,0.0261381040855714,0.5053,1
Ldlrad4,0.6374,0.0318557889277877,0.4985,1
Ptpn12,0.6019,0.0822689346096093,0.4774,1
Sik3,0.6328,0.012465129919831,0.5405,1
Sntb2,0.2245,0.00420968032591278,0.5744,0.649303296481877
Ssbp2,0.2998,0.0473763354545732,0.4014,0.397822663479144
St6galnac3,0.2832,0.00650842823880864,0.5151,0.92212452131171
Stard13,0.7622,7.6934782751162e-4,0.6063,0.397822663479144
Tanc2,0.2374,7.66862802505421e-5,0.3878,0.75207808205843
Tulp4,0.333,0.0918645984832362,0.3935,0.397822663479144
Vcl,0.7171,0.0466164016439109,0.5993,0.378513708871803
Zfp407,0.2969,0.0475685593319918,0.4344,0.678168886854305
