"","AR","N","log2FC","llr","pval","padj"
"2210408F21Rik",0.46420581655481,149,-0.271302021817394,-0.545683542936928,0.296168505255147,0.948369362572331
"2210408I21Rik",0.621527777777778,48,0.825970600224951,-2.89242192373471,0.0161649338129331,0.110582842674838
"2610307P16Rik",0.461805555555556,144,-0.237039197300849,0.184160713081639,1,1
"4632427E13Rik",0.507936507936508,147,-0.0531113364595628,-0.0946458582936316,0.663506770485133,1
"4833422C13Rik",0.675287356321839,203,0.962329582033945,-1.14181026397353,0.130746343903573,0.573682937536087
"4930523C07Rik",0.339285714285714,84,-0.866733469136535,0.134612668792187,1,1
"4933431K23Rik",0.47948717948718,65,-0.33014860169233,0.311191692241024,1,1
"5031425E22Rik",0.510224948875256,163,0.153623189113212,0.770539679238595,1,1
"9330188P03Rik",0.575757575757576,55,0.37851162325373,-1.4684275784436,0.0865791477543864,0.418976261641002
"9530026P05Rik",0.465829877193514,770,-0.0652914602517191,20.038897416137,1,1
"9630014M24Rik",0.391071428571429,112,-0.551409941010129,-0.19453890035453,0.532784547497594,1
"A830082K12Rik",0.509345794392523,107,0.022026306329999,0.339552810846996,1,1
"AW554918",0.477011494252874,203,-0.0817940911636477,0.67408370567,1,1
"Aak1",0.536507936507936,105,0.246639967583125,-1.53081170971154,0.0801615428774937,0.394258568727543
"Abca6",0.587730061349693,163,0.697730430883106,0.676710939769151,1,1
"Abca8a",0.759190031152648,321,1.72747414518891,-78.040216236578,8.13001355949558e-36,5.31985669871341e-34
"Abca8b",0.775537634408602,124,1.78958022032963,-0.0938311915583085,0.66486935889209,1
"Abca9",0.558333333333333,100,0.245112497836531,0.00937903643122695,1,1
"Abcc9",0.422356338161507,503,-0.492092925943873,-68.3623594621133,1.38516251411346e-31,6.72474059271212e-30
"Abcg2",0.48780487804878,82,-0.120294233717712,0.0438702292171342,1,1
"Abhd17b",0.304878048780488,82,-1.2081081953302,0.0121746145040049,1,1
"Abi1",0.628109452736318,268,0.9724141683281,-92.566810870548,3.66967214777964e-42,3.45178536400522e-40
"Abi2",0.482758620689655,174,-0.103093492964104,-0.111080062353579,0.637398917985759,1
"Ablim1",0.378981937602627,116,-0.788495894806288,0.234906363608502,1,1
