"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"2210408F21Rik",0.46420581655481,149,-0.271302021817394,0.526452717839277,1,1
"2210408I21Rik",0.621527777777778,48,0.825970600224951,1.02814075386647,1,1
"2610307P16Rik",0.461805555555556,144,-0.237039197300849,0.681605724143338,1,1
"4632427E13Rik",0.507936507936508,147,-0.0531113364595628,0.157856028705083,1,1
"4833422C13Rik",0.675287356321839,203,0.962329582033945,2.66760907740644,1,1
"4930523C07Rik",0.339285714285714,84,-0.866733469136535,0.0978585402468752,1,1
"4933431K23Rik",0.47948717948718,65,-0.33014860169233,0.348627637955218,1,1
"5031425E22Rik",0.510224948875256,163,0.153623189113212,0.577144212278768,1,1
"9330188P03Rik",0.575757575757576,55,0.37851162325373,0.216294028439066,1,1
"9530026P05Rik",0.465829877193514,770,-0.0652914602517191,16.2406353345614,0.91,1
"9630014M24Rik",0.391071428571429,112,-0.551409941010129,0.347401163480754,1,1
"A830082K12Rik",0.509345794392523,107,0.022026306329999,0.0284506801964284,1,1
"AW554918",0.477011494252874,203,-0.0817940911636477,0.834588542604934,1,1
"Aak1",0.536507936507936,105,0.246639967583125,0.134987625522626,1,1
"Abca6",0.587730061349693,163,0.697730430883106,0.747295600952128,1,1
"Abca8a",0.759190031152648,321,1.72747414518891,-36.4888853505695,0,0
"Abca8b",0.775537634408602,124,1.78958022032963,0.0947442975296582,1,1
"Abca9",0.558333333333333,100,0.245112497836531,0.075697802516558,1,1
"Abcc9",0.422356338161507,503,-0.492092925943873,-66.3997637342893,0,0
"Abcg2",0.48780487804878,82,-0.120294233717712,0.0651652066030692,1,1
"Abhd17b",0.304878048780488,82,-1.2081081953302,0.0651852937941442,1,1
"Abi1",0.628109452736318,268,0.9724141683281,19.039616699227,1,1
"Abi2",0.482758620689655,174,-0.103093492964104,1.80882904655957,1,1
"Ablim1",0.378981937602627,116,-0.788495894806288,0.433330839460609,1,1
"Abr",0.52,100,-0.0692626624371138,0.14212922024781,1,1
"Acaca",0.518115942028985,92,0.321928094887362,0.0518344019938866,1,1
"Acap2",0.459643605870021,159,-0.117836490293858,0.706230585710188,1,1
"Acbd6",0.568181818181818,66,0.243925582886089,0.0876250356349288,0.99,1
"Acer2",0.485466034755134,211,-0.1760303640915,1.64339083810856,1,1
"Acer3",0.676470588235294,68,1.14684138832927,0.209593738943383,1,1
"Actr2",0.559895833333333,128,0.303780748177103,0.192975728557798,1,1
"Actr3",0.445736434108527,129,-0.282399730700725,0.48069215011347,1,1
"Acvr1",0.423948220064725,103,-0.401362562381767,0.155128159750745,1,1
"Acyp2",0.382478632478632,195,-0.736965594166206,2.36508858324157,1,1
"Adam19",0.544715447154472,82,0.200298650485832,0.207004353088649,1,1
"Adam22",0.543543543543544,111,0.225559700415131,0.222478414563582,1,1
"Adam9",0.533333333333333,75,0.20163386116965,-0.000414606541049523,0.67,1
"Adamts12",0.451566951566952,234,-0.074000581443777,9.03784465712357,1,1
"Adamts17",0.441176470588235,51,0,0.322641385651252,1,1
"Adamts2",0.614740368509213,199,0.730813367184611,1.56130740007364,1,1
"Adamts9",0.591452991452991,156,0.434937056716549,-29.7430490075305,0,0
"Adap2",0.56075117370892,355,0.380423744197507,101.154273527834,1,1
"Adap2os",0.597058823529412,170,0.650415562209772,0.756552382696384,1,1
"Adcy3",0.55787037037037,72,0.137503523749935,0.328835848863065,1,1
"Adcy6",0.441613588110403,157,-0.466318004222537,0.599483266117034,1,1
"Adcy9",0.467329545454545,176,-0.174330180562313,1.25101893747888,1,1
"Adgra3",0.507042253521127,71,0.0703893278913981,-0.00054387437384662,0.42,1
"Adgrl2",0.514669738863287,217,0.156868848616866,3.5669134195881,1,1
"Adgrl3",0.423610072301172,382,-0.584962500721156,128.508249411554,1,1
"Adk",0.397849462365591,62,-0.672425341971495,0.0876594943222742,0.99,1
"Aebp2",0.54,75,0.222392421336448,0.145344232601786,1,1
"Aff1",0.455555555555556,189,-0.189477798863713,1.36182808223927,1,1
"Aff4",0.514767932489452,79,0.0931094043914822,0.289953123523333,1,1
"Afg2a",0.59349593495935,123,0.404390255079335,0.489696142965215,1,1
"Aftph",0.635542168674699,83,0.84799690655495,0.140537002397281,1,1
"Agap1",0.450133333333333,125,-0.239465934695389,0.482599218021164,1,1
"Agfg1",0.428802588996764,103,-0.311201688294304,0.166031423690214,1,1
"Agl",0.521505376344086,62,0.0780025120012731,0.48157006738095,1,1
"Agmo",0.620877192982456,190,0.83364161357788,1.44325209475872,1,1
"Ago2",0.587813620071685,93,0.494764691749578,0.0908906331025747,1,1
"Ago3",0.507154882154882,198,-0.0356239097307216,1.36338272244149,1,1
"Agtpbp1",0.525925925925926,90,0.192645077942396,0.0752592935545096,1,1
"Agtr1a",0.533639143730887,109,0.19854567938208,0.0572995118136959,1,1
"Aig1",0.667808219178082,146,0.701918647067005,0.871991625952575,1,1
"Airn",0.244608427747963,559,-1.567206029917,1.52646031886337,1,1
"Akap10",0.491666666666667,80,-0.0577154978562877,0.0733284788398123,1,1
"Akap11",0.483630952380952,112,0.0443941193584534,0.195225252074593,1,1
"Akap13",0.453782051282051,260,-0.3040061868901,15.5366434357926,1,1
"Akap6",0.680444444444444,150,1.1926450779424,0.784546490185107,1,1
"Akt3",0.497917427840701,391,-0.0563991701729163,-55.0861178953577,0,0
"Aldh1a1",0.511415525114155,146,0.165059246270497,0.894836000051214,1,1
"Alpk1",0.380577427821522,127,-0.479609500574927,0.695946937623489,1,1
"Ambra1",0.539351851851852,216,0.122619286663956,1.75809323683359,1,1
"Amn1",0.392307692307692,65,-0.660513533728333,0.54357237609517,1,1
"Anapc1",0.456,125,-0.266786540694901,0.222678723189418,1,1
"Ank2",0.512202380952381,336,0,14.8992154544428,1,1
"Ank3",0.252941176470588,85,-1.6020360140801,0.0852359360455353,1,1
"Ankhd1",0.529817158931083,237,0.132973865269421,2.7766177100608,1,1
"Ankib1",0.435435435435435,111,-0.394859617341214,0.0710498098967633,1,1
"Ankrd11",0.503200483091787,276,0.11425717925768,21.1443459539942,1,1
"Ankrd12",0.530524344569288,178,0.201047518938093,1.45162668683759,1,1
"Ankrd17",0.556847133757962,314,0.264131929691129,-16.5171476597449,0,0
"Ankrd44",0.426051282051282,325,-0.396798380993802,51.9973361159658,1,1
"Ankrd6",0.439655172413793,58,-0.29373120305671,0.65220066655948,1,1
"Anks1",0.671768707482993,98,0.904422340017769,0.0845626049552664,1,1
"Ano1",0.512531912531913,429,0.0925896079380513,-66.9769774345635,0,0
"Ano4",0.416666666666667,60,-0.70781924850669,-0.000911494572889637,0.65,1
"Ano6",0.668812589413448,233,0.865863327348463,2.69241185959061,1,1
"Antxr2",0.5,62,0.118644496498619,0.341279745118278,1,1
"Anxa2",0.490229885057471,58,0.0395283641866371,0.512471669970076,1,1
"Aopep",0.489855072463768,230,-0.0283818013698225,2.67189880192177,1,1
"Ap1g1",0.536093418259023,157,0.254317188732684,0.674000487339612,1,1
"Ap2b1",0.529350104821803,159,0.142957953842043,1.41611231287081,1,1
"Ap3b1",0.553333333333333,150,0.254317188732684,0.6737697421608,1,1
"Apbb2",0.554424778761062,452,0.32378843691289,-50.2802529309241,0,0
"Apc",0.412408759124088,137,-0.415037499278844,0.255671315305548,1,1
"Apobec1",0.771929824561403,114,1.85626452253855,-3.74921070295859,0,0
"Apold1",0.411616161616162,66,-0.599462070416271,0.529839685461724,1,1
"App",0.51683615819209,295,0.106915203916512,38.218279370072,1,1
"Appl1",0.454481792717087,119,-0.308122295362332,0.222623876702286,1,1
"Arap2",0.451781970649895,159,-0.164630701772799,1.37097376199429,1,1
"Arb2a",0.486078796339383,307,-0.164696486640502,-34.4035524318532,0,0
"Arf4",0.448220064724919,103,-0.400537929583729,0.0719058498489744,1,1
"Arfgef1",0.530570902394107,181,0.192645077942396,1.82194516405127,1,1
"Arfgef2",0.453900709219858,94,-0.214124805352848,0.0518303784156871,1,1
"Arhgap10",0.50785199648836,572,0.00216458411332265,-33.3570747907763,0,0
"Arhgap15",0.513513513513513,74,0.0687127500840141,0.164222293954808,1,1
"Arhgap21",0.525423728813559,118,0.231325546106456,0.433156279476719,1,1
"Arhgap24",0.523598820058997,113,0.396890152568585,0.141986037702409,1,1
"Arhgap26",0.494047619047619,376,-0.033496911988087,-67.1132811954151,0,0
"Arhgap29",0.362994350282486,118,-0.811238356544832,0.284414759604616,1,1
"Arhgap32",0.515398550724638,276,0,11.1813295293333,1,1
"Arhgap35",0.526548672566372,113,0.156725503687453,0.0809636901331316,1,1
"Arhgap42",0.408691371285356,532,-0.494317136281156,-52.4061970919296,0,0
"Arhgap5",0.526548672566372,113,0.159198594849254,0.0759141684028322,1,1
"Arhgef11",0.475160256410256,104,-0.0901978089715785,0.156973335105789,1,1
"Arhgef12",0.527722772277228,404,0.182376742488569,163.630993439816,1,1
"Arhgef17",0.521799516908213,276,0.0243841586269591,8.95952236571429,1,1
"Arid1a",0.504065040650406,164,0.0892673380970872,1.00039791141879,1,1
"Arid1b",0.508434959349593,328,0.0662732194191658,-47.1064313064978,0,0
"Arid2",0.528985507246377,138,0.280107919192735,0.187130638510666,1,1
"Arid4b",0.4515065913371,177,-0.318950395087467,0.862025553811549,1,1
"Arid5b",0.445175438596491,114,-0.391190757324476,0.408397103186871,1,1
"Arih1",0.46280276816609,289,-0.282587203255194,13.5402100533721,1,1
"Arl13b",0.596385542168675,83,0.549338590990434,0.0688736263804373,1,1
"Arl15",0.47647619047619,400,-0.177586703150379,4.72917255866059,1,1
"Armh3",0.431034482758621,87,-0.289506617194985,0.0733941896424284,1,1
"Arnt",0.476190476190476,126,-0.112474729258413,0.461099661916336,1,1
"Arpc2",0.491150442477876,113,-0.169925001442313,0.231446441297933,1,1
"Arrdc3",0.55241935483871,62,0.394278939112046,0.405888360010138,1,1
